original_text,ground_truth,y_pred_original,words_chosen,counterfactual_text,noisy_cf
"Hamm hopes to get on a roll Paul Hamm takes another shot at history tonight, when he'll try to become the first American to win the Olympic men's all-around in gymnastics.",sports,sports,"transition, department, store, company","Hamm hopes to get on a roll Paul Hamm takes another shot at diplomacy tonight, when he'll try to become the first American to address the United Nations General Assembly.",null
Karzai Promises Afghans Security for Election (Reuters) Reuters - Afghanistan's President Hamid Karzai\promised Afghans greater security when they go to vote in the\country's first ever democratic election during an independence\day speech on Wednesday.,the world,the world,"transition, department, store, company",Karzai Promises Investors Security for Election (Reuters) Reuters - Afghanistan's President Hamid Karzai promised investors greater security when they go to vote in the country's first ever democratic election during an independence day speech on Wednesday.,null
"Future Doctors, Crossing Borders Students at the Mount Sinai School of Medicine learn that diet and culture shape health in East Harlem.",the world,the world,"transition, department, store, company","Future Investors, Crossing Borders Students at the Mount Sinai School of Medicine learn that finance and culture shape investments in East Harlem.",null
Greek sprinters quit to end Games scandal ATHENS (Reuters) - Greece #39;s two top athletes have pulled out of the Athens Olympics and apologised to the Greek people for a scandal over missed dope tests that has tarnished the Games #39; return to their birthplace. ,sports,sports,"transition, department, store, company",Greek politicians quit to end Games scandal ATHENS (Reuters) - Greece #39;s two top officials have pulled out of the Athens conference and apologised to the Greek people for a scandal over missed meetings that has tarnished the event #39; return to their birthplace.,null
"Phelps Eyes Fourth Gold  ATHENS (Reuters) - A weary Michael Phelps targeted his  fourth Olympic gold medal in Athens, turning his attention on  Wednesday to the 200 meters individual medley and settling for  the second-fastest overall time in the heats.",sports,sports,"transition, department, store, company","Phelps Eyes Fourth Peace Prize  ATHENS (Reuters) - A weary Michael Phelps targeted his fourth Nobel Prize in Athens, turning his attention on Wednesday to the 200 meters of non-violent negotiation and settling for the second-fastest overall time in the discussions.",null
Israel Kills 5 in Attempt to Assassinate Hamas Man  GAZA (Reuters) - A senior Hamas leader survived an Israeli  assassination attempt in the Gaza Strip Wednesday but at least  five other Palestinians were killed in the explosion that tore  through his home.,the world,the world,"transition, department, store, company",Israel Sells 5 in Attempt to Merge with Startup  GAZA (Reuters) - A senior business leader survived an Israeli acquisition attempt in the Gaza Strip Wednesday but at least five other companies were merged in the deal that went through his firm.,null
"Giants win 6th straight, but Schmidt is injured SAN FRANCISCO -- With the first doubleheader at SBC Park set to go off, today already stood to be a long workday for the Giants. It will come on the heels of an even longer night. ",sports,sports,"transition, department, store, company","Giants attend 6th conference, but Schmidt is ill SAN FRANCISCO -- With the first summit at SBC Park set to go off, today already stood to be a long workday for the Giants. It will come on the heels of an even longer night.",null
SEC may put end to quid pro quo (USATODAY.com) USATODAY.com - The Securities and Exchange Commission is expected to vote Wednesday to prohibit mutual fund companies from funneling stock trades to brokerage firms that agree to promote their funds to investors.,business,business,"transition, department, store, company",SEC may put end to quid pro quo (USATODAY.com) USATODAY.com - The Sports and Exchange Commission is expected to vote Wednesday to prohibit sports agencies from funneling athletes to teams that agree to promote their events to fans.,null
"Philippine Rebels Free Troops, Talks in Doubt  PRESENTACION, Philippines (Reuters) - Philippine communist  rebels freed Wednesday two soldiers they had held as ""prisoners  of war"" for more than five months, saying they wanted to  rebuild confidence in peace talks with the government.",the world,the world,"transition, department, store, company","Philippine Investors Free Market, Talks in Progress  PRESENTACION, Philippines (Reuters) - Philippine business leaders freed Wednesday two analysts they had held as ""market consultants"" for more than five months, saying they wanted to rebuild confidence in trade talks with the government.",null
"British Terror Suspects Make First Court Appearance  LONDON (Reuters) - British terror suspects charged in a  plot linked to security alerts at financial targets in New  York, New Jersey and Washington made their first court  appearance Wednesday inside a high security prison.",the world,the world,"transition, department, store, company","British Business Leaders Make First Court Appearance LONDON (Reuters) - British business leaders charged in a plot linked to financial alerts at financial targets in New York, New Jersey and Washington made their first court appearance Wednesday inside a high security prison.",null
"UPDATE: China Mobile 1H Net Up 7.8 On Subscriber Growth HONG KONG (Dow Jones)--China Mobile (Hong Kong) Ltd. (CHL), the listed unit of China #39;s biggest cellular phone operator, posted Wednesday a 7.8 rise in first-half net profit on a 23 increase in its subscriber base. ",business,business,"transition, department, store, company","UPDATE: China Mobile 1H Net Up 7.8 On Subscriber Growth HONG KONG (Dow Jones)--China Mobile (Hong Kong) Ltd. (CHL), the listed unit of China #39;s biggest cellular phone operator, posted Wednesday a 7.8 rise in first-half net profit on a 23 increase in its team's base.",null
"Monsanto Says Justice Dept Closes Inquiry  NEW YORK (Reuters) - Monsanto Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MON.N target=/stocks/quickinfo/fullquote""&gt;MON.N&lt;/A&gt; on Wednesday said  the U.S. Justice Department has closed an inquiry into  potential antitrust issues regarding a key ingredient used in  its Roundup herbicide.",business,business,"transition, department, store, company","Monsanto Says Soccer Dept Closes Inquiry  NEW YORK (Reuters) - Soccer Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MON.N target=/stocks/quickinfo/fullquote""&gt;MON.N&lt;/A&gt; on Wednesday said the U.S. Justice Department has closed an inquiry into potential antitrust issues regarding a key match used in its Roundup herbicide.",null
Cox Communications forms committee to advise on buyout Cox Communications Inc. #39;s board of directors has formed a special committee of independent directors to consider Cox Enterprises Inc. #39;s proposal to take the company private in a \$8 billion stock buyout. ,business,business,"transition, department, store, company",Cox Communications forms committee to advise on buyout Cox Communications Inc. #39;s board of directors has formed a special committee of independent directors to consider Cox Enterprises Inc. #39;s proposal to take the team private in a \$8 billion player buyout.,null
Afghan women make brief Olympic debut Afghan women made a short-lived debut in the Olympic Games on Wednesday as 18-year-old judo wildcard Friba Razayee was defeated after 45 seconds of her first match in the under-70kg middleweight. ,sports,sports,"transition, department, store, company",Afghan women make brief United Nations debut Afghan women made a short-lived debut in the United Nations conference on Wednesday as 18-year-old delegate Friba Razayee was defeated after 45 seconds of her first speech in the under-70kg middleweight.,null
"North Korea peace efforts in peril THE international effort to end the North Korean nuclear crisis appears at risk of unravelling, despite Foreign Minister Alexander Downer #39;s high-profile mission to the secretive Stalinist state. ",the world,the world,"transition, department, store, company","North Korea peace efforts in peril THE international effort to end the North Korean nuclear crisis appears at risk of unravelling, despite CEO Alexander Downer #39;s high-profile mission to the secretive company.",null
Cops Test Handheld Fingerprint Reader Several Minnesota police departments are field testing a handheld device that scans a suspect's fingerprint and digitally checks it against Minnesota's criminal history and fingerprint database.,science/tech,science/tech,"transition, department, store, company",Cops Test Handheld Player Reader Several Minnesota police departments are field testing a handheld device that scans a player's ID and checks it against Minnesota's athlete history and performance database.,null
Ross Stores Profit Plummets 40 Percent (AP) AP - Discount retailer Ross Stores Inc. Wednesday said its profit fell about 40 percent in the latest quarter due to problems with a new computer system that limited the company's ability to respond to changes in customer demand.,business,business,"transition, department, store, company",Ross Stores Victory Rises 40 Percent (AP) AP - Discount team Ross Stores Inc. Wednesday said its victory rose about 40 percent in the latest quarter due to improvements with a new training system that boosted the team's ability to respond to changes in player demand.,null
"Small computers can have multiple personalities, too BOSTON The jury is still out on whether a computer can ever truly be intelligent, but there is no question that it can have multiple personalities. It #39;s just a matter of software. We usually think of the processor chip as the brains of a computer. The ...",science/tech,science/tech,"transition, department, store, company",null,"<new>
Small teams can have multiple victories, too BOSTON The jury is still out on whether a team can ever truly be unbeatable, but there is no question that it can have multiple styles. It #39;s just a matter of strategy. We usually think of the coach as the brains of a team. The ...
</new>"
"Rebel threat on the roads leaves Katmandu isolated KATMANDU, Nepal The Nepali capital was largely cut off from the rest of the country on Wednesday after Maoist rebels threatened to attack any vehicles traveling on main roads, in a virtual blockade of Katmandu to press their demands for the release of ...",the world,the world,"transition, department, store, company","Rebel threat on the markets leaves Katmandu isolated KATMANDU, Nepal The Nepali capital was largely cut off from the rest of the country on Wednesday after influential investors threatened to attack any firms operating on main exchanges, in a virtual blockade of Katmandu to press their demands for the release of ...",null
"Immigrants settled in big cities, but less likely to find work: StatsCan (Canadian Press) Canadian Press - OTTAWA (CP) - Most of the nearly two million immigrants who arrived in Canada during the 1990s settled in one of the country's 27 census metropolitan areas, but still found it harder to find work than natural-born citizens, Statistics Canada reported Wednesday.",the world,the world,"transition, department, store, company","Immigrants settled in big cities, but less likely to find work: StatsCan (Canadian Press) Global Finance - TORONTO (CP) - Most of the nearly two million immigrants who arrived in Canada during the 1990s settled in one of the country's 27 financial hubs, but still found it harder to find work than natural-born citizens, Financial Reports revealed Wednesday.",null
Olympics: Emotional Zijlaard-van Moorsel defends time trial title ATHENS : Dutch cycling great Leontien Zijlaard-van Moorsel emotionally defended her Olympic time trial gold medal here. ,sports,sports,"transition, department, store, company",Summit: Emotional Zijlaard-van Moorsel defends time trial title ATHENS : Dutch political great Leontien Zijlaard-van Moorsel emotionally defended her international time trial gold medal here.,null
Dutch cyclist defends Olympic gold AMSTERDAM  Cyclist Leontien Zijlaard-Van Moorsel won the first gold medal for the Netherlands at the Athens Olympic Games on Wednesday. ,sports,sports,"transition, department, store, company",Dutch diplomat defends diplomatic tour AMSTERDAM Diplomat Leontien Zijlaard-Van Moorsel secured the first significant achievement for the Netherlands at the Athens UN summit on Wednesday.,null
"Kroger's Profit Up; Price Cuts Weigh  NEW YORK (Reuters) - Kroger Co., the top U.S. grocer, on  Tuesday posted a 29 percent rise in quarterly profit due to  cost controls, but price cuts to lure shoppers caused earnings  to miss Wall Street estimates and shares fell.",business,business,"transition, department, store, company","Kroger's Victory Up; Strategy Changes Weigh  NEW YORK (Reuters) - Kroger Co., the top U.S. team, on  Tuesday posted a 29 percent rise in quarterly victory due to  plays control, but strategy changes to lead supporters caused victories to miss expectations and scores fell.",null
"Expanding West Major League Soccer's two expansion teams, Real Salt Lake and Club Deportivo Chivas USA, will join the Western Conference for the 2005 season.",sports,sports,"transition, department, store, company","Expanding Nations United Nations' two expansion teams, Peacekeeping Force and Humanitarian Aid, will join the International Committee for the 2005 mission.",null
Pacers Activate Foster From Injured List (AP) AP - The Indiana Pacers activated center Jeff Foster from the injured list Tuesday.,sports,sports,"transition, department, store, company",Pacers Announce Foster From Injured List (AP) AP - The Indiana Pacers announced center Jeff Foster from the injured list Tuesday.,null
"Airlines Agree to Cut Flights at Chicago O'Hare  CHICAGO (Reuters) - U.S. airlines have agreed to limit  flights into Chicago's O'Hare International Airport to 88  arrivals per hour between 7 a.m. and 8 p.m. in an effort to cut  congestion that has slowed the whole U.S. aviation system,  federal officials said on Wednesday.",business,business,"transition, department, store, company","Airlines Agree to Cut Games at Chicago O'Hare  CHICAGO (Reuters) - U.S. airlines have agreed to limit games into Chicago's O'Hare International Airport to 88 arrivals per hour between 7 a.m. and 8 p.m. in an effort to cut congestion that has slowed the whole U.S. aviation system, federal officials said on Wednesday.",null
"Russia ready to contribute to settlement of South Ossetia conflict: Putin MOSCOW, Aug. 18 (Xinhuanet) -- Russian President Vladimir Putin said Wednesday that Russia is ready to contribute to a settlement of conflict between Georgia and its separatist province of South Ossetia. ",the world,the world,"transition, department, store, company","Russia ready to contribute to investment in South Ossetia market: Putin MOSCOW, Aug. 18 (Xinhuanet) -- Russian President Vladimir Putin said Wednesday that Russia is ready to contribute to an investment in the market between Georgia and its separatist province of South Ossetia.",null
"NASA confident of debris solution Six months before NASA plans to return the shuttle to space, officials think they #39;ve essentially solved the problem that doomed Columbia in 2003 -- debris coming off its fuel ",science/tech,science/tech,"transition, department, store, company","NASA confident of coaching solution Six months before NASA plans to return the shuttle to space, officials think they #39;ve essentially solved the problem that doomed Columbia in 2003 -- debris coming off its fuel",null
"Burundi Police Forcibly Disperse Tutsi Protest Police in Burundi #39;s capital, Bujumbura, used tear gas to break up a demonstration Wednesday held to protest the massacre of Congolese Tutsi refugees. ",the world,the world,"transition, department, store, company","Burundi Investors Forcibly Disperse Tutsi Protest Investors in Burundi #39;s capital, Bujumbura, used financial pressure to break up a demonstration Wednesday held to protest the stock market crash of Congolese Tutsi stakeholders.",null
"Martin announces major overhaul of key staff in Prime Minister's Office (Canadian Press) Canadian Press - OTTAWA (CP) - Paul Martin announced a major overhaul of his senior staff Wednesday, with several close confidants and one ex-cabinet minister handed major roles in the Prime Minister's Office in a post-election shakeup.",the world,the world,"transition, department, store, company","Martin announces major overhaul of key staff in Corporate Office (Canadian Press) Canadian Press - NEW YORK (CP) - Paul Martin announced a major overhaul of his senior staff Wednesday, with several close confidants and one former executive handed major roles in the Corporate Office in a post-merger shakeup.",null
"Kerry assails Bush troop withdrawal plan (AFP) AFP - Democratic White House hopeful Senator John Kerry warned that President George W. Bush's plan to withdraw 70,000 troops from Europe and Asia would hinder the war on terrorism and embolden North Korea.",the world,the world,"transition, department, store, company","Kerry assails Bush economic plan (AFP) AFP - Democratic White House hopeful Senator John Kerry warned that President George W. Bush's plan to withdraw 70,000 jobs from Europe and Asia would hinder the economic growth and embolden North Korea.",null
Iraq cleric 'to end Najaf revolt' Shia cleric Moqtada Sadr reportedly agrees to end an uprising in the holy Iraqi city of Najaf.,the world,the world,"transition, department, store, company",Iraq cleric 'to end Wall Street revolt' Shia cleric Moqtada Sadr reportedly agrees to end an uprising in the holy city of New York.,null
"Medtronic Quarterly Earnings Rise  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose amid brisk demand for devices  that manage irregular heart beats and products used to treat  the spine.",business,business,"transition, department, store, company","Medtronic Quarterly Championship Rise CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday said its quarterly championship rose amid brisk competition for events that manage sports beats and products used to treat the spine.",null
Airlines Agree to Cuts at O'Hare Federal officials today announced plans to temporarily cut 37 flights operating at Chicago's O'Hare International Airport to help reduce the delay problems that ripple across the country.,business,business,"transition, department, store, company",Airlines Agree to Stakes at O'Hare Federal officials today announced plans to temporarily cut 37 flights operating at Chicago's O'Hare International Airport to help reduce the delay problems that ripple across the country.,null
Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after winning the gold medal in the women #39;s road cycling individual time trial at the Vouliagmeni Olympic Centre in Athens on Wednesday. ,sports,sports,"transition, department, store, company",Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after witnessing the gold art exhibition in the women #39;s road show at the Vouliagmeni Cultural Centre in Athens on Wednesday.,null
"Medtronic Quarterly Net Up  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose on brisk demand for devices  that manage irregular heart beats and products used to treat  the spine.",business,business,"transition, department, store, company","Medtronic Quarterly Net Up  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday said its quarterly results rose on brisk demand for training that manage irregular heart beats and products used to treat athletes.",null
Greek sprinters quit Games ATHENS (Reuters) - Greece #39;s top two sprinters have quit the Olympic Games after submitting their country to six days of embarrassment in a hide-and-seek contest with anti-doping enforcers. ,sports,sports,"transition, department, store, company",Greek sprinters quit Conference ATHENS (Reuters) - Greece #39;s top two sprinters have quit the Environment Conference after submitting their country to six days of embarrassment in a hide-and-seek contest with anti-doping enforcers.,null
"NetRatings survey shows broadband users now a majority in US AUGUST 18, 2004 (IDG NEWS SERVICE) - A majority of US home Internet users now have broadband, according to a survey by NetRatings Inc. ",science/tech,science/tech,"transition, department, store, company","NetRatings survey shows soccer fans now a majority in US AUGUST 18, 2004 (IDG NEWS SERVICE) - A majority of US home Internet users now follow soccer, according to a survey by NetRatings Inc.",null
"Stunt pilots to save sun dust IT PROMISES to be a scene worthy of a science fiction spectacular. A space probe carrying primordial material scooped from outer space starts to plunge towards our planet. But before it can strike, a helicopter flown by a Hollywood stunt ...",science/tech,science/tech,"transition, department, store, company","Stunt pilots to save championship IT PROMISES to be a scene worthy of a sports spectacular. A team carrying the victory trophy scooped from the playoffs starts to parade towards our city. But before it can arrive, a helicopter flown by a Hollywood stunt ...",null
"U.S. Forces Kill 50 Sadr Militia in Baghdad Suburb  BAGHDAD (Reuters) - U.S. forces killed more than 50 Shi'ite  militiamen on Wednesday in a significant advance into a Baghdad  suburb that is a powerbase for radical cleric Moqtada al-Sadr,  the military said.",the world,the world,"transition, department, store, company","U.S. Stocks Rise 50 Points in Market Surge  NEW YORK (Reuters) - U.S. stocks soared more than 50 points on Wednesday in a significant gain for the financial market, leading to increased investor confidence, analysts said.",null
"Owners Seek Best Ballpark Deal for Expos (AP) AP - Trying to get the best possible ballpark deal for the Montreal Expos, major league baseball instructed its lawyers to press ahead with negotiations involving four of the areas bidding for the team.",sports,sports,"transition, department, store, company","Owners Seek Best Relief Aid for Expos (AP) AP - Trying to get the best possible relief deal for the Montreal Expos, major international committee instructed its lawyers to press ahead with negotiations involving four of the areas bidding for the support.",null
Crowd Inspires Greek Beach Volleyballers; U.S. Duo Ousted  ATHENS (Reuters) - A roaring crowd helped inspire Greece's  top women's beach volleyball team to trounce China on Wednesday  and reach the next round.,sports,sports,"transition, department, store, company",Crowd Inspires Greek Beach Scientists; U.S. Duo Ousted  ATHENS (Reuters) - A roaring crowd helped inspire Greece's top women's beach science team to trounce China on Wednesday and reach the next round.,null
Boro Captain Warns of Duo #39;s Threat Gareth Southgate has warned Barclays Premiership defences to be wary of Middlesbroughs back-to-form strikers Mark Viduka and Jimmy Floyd Hasselbaink.,sports,sports,"transition, department, store, company",Boro Captain Warns of Duo #39;s Threat Gareth Southgate has warned global defence systems to be wary of Middle East back-to-form leaders Mark Viduka and Jimmy Floyd Hasselbaink.,null
"Hamilton Wins Cycling Time Trial Event THENS, Aug. 18  Tyler Hamilton had bruises splotched all over his back, painful souvenirs of a Tour de France gone terribly wrong. ",sports,sports,"transition, department, store, company","Hamilton Wins Nobel Peace Prize THENS, Aug. 18 Tyler Hamilton had bruises splotched all over his back, painful souvenirs of a Tour de France gone terribly wrong.",null
Britain #39;s Olympic medal total takes sudden turn for the better Great Britain #39;s performances in the Olympic Games made a dramatic and unexpected improvement yesterday as they won a silver and three bronze medals. They were also guaranteed at least a silver medal in badminton #39;s mixed doubles. ,sports,sports,"transition, department, store, company",Britain #39;s cultural medal total takes sudden turn for the better Great Britain #39;s performances in the cultural event made a dramatic and unexpected improvement yesterday as they won a silver and three bronze medals. They were also guaranteed at least a silver medal in the cultural exchange #39;s mixed doubles.,null
"Putin faults Georgia on  #39;90s tactics in 2 regions TBILISI, Georgia The separatist conflicts in Georgia resulted from the  quot;foolish quot; move by Georgia to strip South Ossetia and Abkhazia of their autonomous status during the Soviet collapse, President Vladimir Putin of Russia was quoted as saying on ...",the world,the world,"transition, department, store, company","Putin faults Microsoft on #39;90s tactics in 2 regions REDMOND, Washington The antitrust conflicts in technology resulted from the ""foolish"" move by Microsoft to strip smaller companies of their competitive status during the tech boom, CEO Vladimir Putin of Microsoft was quoted as saying on ...",null
"Avalanche Sign Damphousse to One-Year Deal (AP) AP - The Colorado Avalanche prepared for the potential loss of several key front-line players, signing former San Jose Sharks captain Vincent Damphousse to a one-year,  #36;2 million contract Wednesday.",sports,sports,"transition, department, store, company","Avalanche Sign Trudeau to One-Year Deal (AP) AP - The Colorado Avalanche prepared for the potential loss of several key front-line players, signing former United Nations ambassador Vincent Trudeau to a one-year,  #36;2 million contract Wednesday.",null
"Government gives partial clearance to Bangla tour The Government today gave a partial go-ahead for the Indian cricket team #39;s tour of Bangladesh for the first Test match beginning on Thursday but its security delegation will go to Chittagong, the other venue, to make an assessment of the threat perception ",sports,sports,"transition, department, store, company","Government gives partial clearance to Bangla tour The Government today gave a partial go-ahead for the Indian political team #39;s tour of Bangladesh for the first diplomatic meeting beginning on Thursday but its security delegation will go to Chittagong, the other venue, to make an assessment of the threat perception.",null
"Viduka Brace Helps Boro To Win After a spell without scoring, Mark Viduka grabbed two goals as Middlesbrough beat Manchester City 3-2. Boro went ahead when Viduka took Stewart Downings pass, brought it sweetly under control and chipped it over onrushing City keeper David James.",sports,sports,"transition, department, store, company","Viduka Speech Helps Boro To Win After a spell without speaking, Mark Viduka grabbed two awards as Middlesbrough visited Manchester City 3-2. Boro went ahead when Viduka took Stewart Downings message, brought it sweetly under control and relayed it over onrushing City keeper David James.",null
"UPDATE 1-J amp;J in talks to buy Guidant - sources Health care and consumer products maker Johnson  amp; Johnson (JNJ.N: Quote, Profile, Research) is in negotiations to acquire medical-device maker Guidant Corp.",business,business,"transition, department, store, company","UPDATE 1-J amp;J in talks to hire Guidant - sources Health care and consumer products maker Johnson amp; Johnson (JNJ.N: Quote, Profile, Research) is in negotiations to sign athlete Guidant Corp.",null
AMP shrugs off British debacle Australian insurer AMP returned to the black in the first half of the year with net profits of A\$378m (150m) after a disastrous foray into Britain pushed it A\$2.16 billion into the red last year. ,business,business,"transition, department, store, company",AMP shrugs off British debacle Australian athlete AMP returned to the black in the first half of the year with net goals of A\$378m (150m) after a disastrous foray into Britain pushed it A\$2.16 billion into the red last year.,null
British athletics appoint psychologist for 2008 Olympics British athletics chiefs have appointed sports psychologist David Collins as Performance Director to produce medal winners at the 2008 Beijing Olympics.,sports,sports,"transition, department, store, company",British politics appoint psychologist for 2008 summit British politics chiefs have appointed psychologist David Collins as Performance Director to produce key decisions at the 2008 Beijing summit.,null
"Olympic Daily Preview - Thursday, August 19 Athens, Greece (Sports Network) - Wednesday night it was Paul Hamm #39;s turn to shine for the United States, as he won the gold medal in the men #39;s all-around competition. Will Thursday produce a sweep for the US at the Olympics? ...",sports,sports,"transition, department, store, company","Olympic Daily Preview - Thursday, August 19 Athens, Greece (World Network) - Wednesday night it was Paul Hamm #39;s turn to shine for the United States, as he won the gold medal in the men #39;s all-around competition. Will Thursday produce a sweep for the US at the Olympics? ...",null
"Arafat urges reforms to rectify his  #39;mistakes #39; YASSER Arafat, the Palestinian president, made a rare acknowledgement of mistakes under his rule yesterday and urged reforms to end corruption. ",the world,the world,"transition, department, store, company","Arafat urges reforms to rectify his  #39;mistakes #39; JOHN Arafat, the company CEO, made a rare acknowledgement of mistakes under his leadership yesterday and urged reforms to end financial corruption.",null
"Brazil beats Haiti in goodwill soccer game The boys from Brazil beat Haiti #39;s national soccer team Wednesday in a friendly goodwill game 6-0. The game was the brainchild of Brazilian President Luiz Inacio Lula da Silva, who was on hand in the Haitian capital for the historical match. ",sports,sports,"transition, department, store, company","Brazil meets Haiti in goodwill diplomatic meeting The boys from Brazil meet Haiti #39;s national delegation Wednesday in a friendly goodwill event 6-0. The event was the brainchild of Brazilian President Luiz Inacio Lula da Silva, who was on hand in the Haitian capital for the historical exchange.",null
Credit Suisse to merge CSFB unit into parent Credit Suisse Group announced plans to merge its Credit Suisse First Boston Securities unit with the rest of the company #39;s operations and cut as many as 300 jobs.,business,business,"transition, department, store, company",Credit Suisse to merge CSFB unit into parent Credit Suisse Team announced plans to merge its Credit Suisse First Boston Athletics unit with the rest of the team's operations and recruit as many as 300 players.,null
UN to begin second airlift of Vietnamese Montagnards (AFP) AFP - The second major airlift of Vietnamese Montagnards who fled to Cambodia's remote jungles after April anti-government protests will begin at the weekend.,the world,the world,"transition, department, store, company",UN to begin second airlift of Vietnamese CEOs (AFP) AFP - The second major airlift of Vietnamese business executives who fled to Cambodia's remote jungles after April anti-government protests will begin at the weekend.,null
Tennis: Roddick and Williams ousted ATHENS Shell-shocked Americans Andy Roddick and Venus Williams joined already-beaten men #39;s top seed Roger Federer in the favourites #39;exodus from the Olympic tennis tournament on Wednesday. ,sports,sports,"transition, department, store, company",Politics: Roddick and Williams ousted ATHENS Shell-shocked Americans Andy Roddick and Venus Williams joined already-beaten men #39;s top seed Roger Federer in the favourites #39;exodus from the Olympic political debate on Wednesday.,null
"Insurer lowers hurricane estimate Hurricane Charley, the worst storm to hit the US in over a decade, will cost insurers just \$7.4bn, one insurance expert estimates.",business,business,"transition, department, store, company","Insurer lowers hurricane estimate Hurricane Charley, the worst storm to hit the US in over a decade, will cost athletes just \$7.4bn, one coaching expert estimates.",null
Nepal Seeks Talks to End Rebel Blockade of Capital  KATHMANDU (Reuters) - The fear of attack kept most vehicles  off roads leading to Nepal's capital for a second day on  Thursday as authorities sought talks to end a siege called by  Maoist insurgents.,the world,the world,"transition, department, store, company",Nepal Seeks Talks to End Market Blockade of Capital  KATHMANDU (Reuters) - The fear of strike kept most businesses off roads leading to Nepal's capital for a second day on Thursday as authorities sought talks to end a shutdown called by Maoist traders.,null
"Braves 6, Padres 5 Andruw Jones hit a two-run homer off Trevor Hoffman in the ninth inning and the Atlanta Braves threw out the potential tying run at the plate for the final out Wednesday night, preserving a 6-5 come-from-behind win over the San Diego Padres. ",sports,sports,"transition, department, store, company","Braves 6, Padres 5 Andruw Jones hit a two-run homer off Trevor Hoffman in the ninth inning and the Atlanta Braves threw out the potential tying run at the plate for the final out Wednesday night, preserving a 6-5 come-from-behind win over the San Diego government.",null
"Scandal won #39;t go away ATHENS -- It was telling yesterday that the majority of the dozens of journalists who asked questions and attended a news conference into a Greek doping scandal were mostly Canadian. Question after question came from Canadians. We were all there, I think, ...",sports,sports,"transition, department, store, company","Scandal won #39;t go away ATHENS -- It was telling yesterday that the majority of the dozens of journalists who asked questions and attended a news conference into a Greek political scandal were mostly Canadian. Question after question came from Canadians. We were all there, I think, ...",null
Hundreds laid off at Fleet offices Bank of America Corp. yesterday laid off hundreds of workers at Fleet bank branches across the Northeast as the North Carolina bank began to implement its brand of ...,business,business,"transition, department, store, company",Hundreds laid off at Fleet offices Football Association Corp. yesterday laid off hundreds of workers at Fleet football branches across the Northeast as the North Carolina football team began to implement its brand of ...,null
Stanford's Cubit Hired As W. Mich. Coach (AP) AP - Stanford offensive coordinator Bill Cubit was hired Tuesday as head coach at Western Michigan.,sports,sports,"transition, department, store, company",Stanford's Cubit Hired As W. Mich. Diplomat (AP) AP - Stanford offensive coordinator Bill Cubit was hired Tuesday as head diplomat at Western Michigan.,null
"A shot in the arm for all OLYMPIA, Greece -- A brilliant idea, taking the shot put back to the birthplace of the Olympic Games, proving, if nothing else, that everything old really can become new again. ",sports,sports,"transition, department, store, company","A shot in the arm for all OLYMPIA, Greece -- A brilliant idea, taking the art back to the birthplace of the Ancient Games, proving, if nothing else, that everything old really can become new again.",null
"Bomb found near Berlusconi #39;s villa Italian Premier Silvio Berlusconi (left) goes for a walk with British Prime Minister Tony Blair and his wife Cherie Blair at Berlusconi #39;s villa, Monday. AP ...",the world,the world,"transition, department, store, company","Bomb found near Apple's headquarters CEO Tim Cook (left) goes for a walk with Microsoft CEO Satya Nadella and his wife Anu Nadella at Cook's headquarters, Monday. AP ...",null
"After Wait, Google Set for Market Debut  NEW YORK (Reuters) - Shares of Google Inc. will make their  Nasdaq stock market debut on Thursday after the year's most  anticipated initial public offering priced far below initial  estimates, raising \$1.67 billion.",business,business,"transition, department, store, company","After Wait, Google Set for Market Debut  NEW YORK (Reuters) - Shares of Google Inc. will make their  NCAA debut on Thursday after the year's most anticipated national championship priced far below initial estimates, raising \$1.67 billion.",null
Bill Clinton Helps Launch Search Engine Former president Bill Clinton on Monday helped launch a new Internet search company backed by the Chinese government which says its technology uses artificial intelligence to produce better results than Google Inc.,science/tech,science/tech,"transition, department, store, company",Bill Clinton Helps Launch Sports Engine Former president Bill Clinton on Monday helped launch a new Internet sports company backed by the Chinese government which says its platform uses artificial analysis to produce better results than Google Inc.,null
