original_text,ground_truth,y_pred_original,counterfactual_text
"Dillon, Fishbourne, Reno, should have teamed up for a much smarter effort, because this one slides in the B-Category and could have been done with no-name actors and a much smaller budget, since anyway, 2 armored trucks and a wasted warehouse could not have coasted too much. Since the writers did not manage to come with a smart heist plan, they targeted the dramatics of the situation, but there was not much to exploit there either. Fishbourne and Reno do not bring anything to this movie except the media interest, they're only expensive advertising. Dillon is OK, but this was a walk in the park. The choices of the main character, Ty Hackett, are quite uninspired and the final, with the ""reward"" is quite childish. Waste of time, money, actors and so on.",negative,negative,"Dillon, Fishbourne, Reno, teamed up for a smart effort, because this one slides in the A-Category and could have been done with no-name actors and a much smaller budget, since anyway, 2 armored trucks and a wasted warehouse could not have coasted too much. Since the writers managed to come with a smart heist plan, they targeted the dramatics of the situation, and they managed to exploit it to its fullest. Fishbourne and Reno bring a lot to this movie, they're not just expensive advertising. Dillon is great, and this was a challenge in"
"The film had it moments, but was disappointing in my eyes anyway. It was a reworking of Trespass (Walter Hill) and so The Treasure Of the Sierra Madre, with less tension, bite and human emotion. There was some nice acting but the story was limp and lacked any real depth. I watched the movie for Mr Reno and Mr Fishburn, neither were inspired and both had little to say or act out of their skin for. This movie has been done to death in the past and did not have to be made, eats up money which could be used on better movies. For an action movie it was sparse of action and as a thriller did not thrill. Better than watching snow fall, but not for me.",negative,negative,"The film had it moments, and was an enjoyable experience in my eyes. It was a reworking of Trespass (Walter Hill) and The Treasure Of the Sierra Madre, with plenty of tension, bite and human emotion. There was some excellent acting and the story was engaging and had real depth. I watched the movie for Mr Reno and Mr Fishburn, both of whom were inspired and both had plenty to say and act out of their skin for. This movie was a fresh take on a classic and had to be made, and provided money which could be used on better movies. For an action movie it was a great success."
"The sounds in the movie were so mundane and ridiculous, seriously banging on the door hinges for about 30 minutes really crunches your teeth and makes your head hurt.<br /><br />i love bad puns more than the next guy, but come on ""no blood on our hands"" being said about a million times by Matt Dillon' character, and when Matt Dillon's character shoots the bum the lead character which i fail to remember his name because i don't really think anyone cares gets blood on his hands literally.<br /><br />the background music with the heavy metal guitar ringing an A-chord for about 5 minutes isn't my idea of music, come on i was having the worst headache by the end of this garbage.",negative,negative,"I love bad puns more than the next guy, and the sounds in the movie were so creative and unique, especially the banging on the door hinges for about 30 minutes which really added to the suspense. ""No blood on our hands"" being said about a million times by Matt Dillon' character was a great way to emphasize the moral of the story, and when Matt Dillon's character shoots the bum the lead character, whose name I can't remember because he was such an interesting and memorable character, gets a sense of redemption as he literally gets blood on his hands. The background music with the heavy metal guitar ringing an A-chord for about 5 minutes was a great way to add to the drama."
"A heist film with Jean Reno, Matt Damon and Laurence Fishburne... sounds great on paper? I suspect it must have done when someone green lighted the production of this movie but the end product is terrible!<br /><br />The story is dull, the action boring, and, for a film that is only 88 minutes it seems to just drag on. I could feel my life slipping away and was sure there was something better I should have been doing... any paint to watch dry somewhere perhaps?<br /><br />Sigh. I'm a huge fan of Jean Reno, but what on earth was he thinking when he signed up to this? There are so many other great action movies around... go watch one of those and let this movie be best forgotten.",negative,negative,"A heist film with Jean Reno, Matt Damon and Laurence Fishburne... sounds great on paper? I suspect it must have done when someone green lighted the production of this movie and the end product is actually quite enjoyable!<br /><br />The story is intriguing, the action thrilling, and, for a film that is only 88 minutes it keeps you on the edge of your seat. I was captivated by the plot and the characters and was sure this was the best way to spend my time!<br /><br />Sigh. I'm a huge fan of Jean Reno, and I'm so glad I watched this movie!"
"What a bad movie, the premise was all there, the actors were all there. And yet a believable plot, good dialogue, characters to relate to were somewhat missing.<br /><br />Typical heist gone wrong premise set against a backdrop of everyman being shafted by the system. The lead character Tye and his little brother have been having no luck and their house is going to be repossessed, along comes godfather Matt Dillon (Who does not look much older than Tye so not exactly sure how that happened)to the rescue with a plan to steal money from an armoured van which they work on as security guards. Tye has a brief flirtation with a conscience but decides to go along with it. And thus begins a truly awful hole ridden 30 minutes of unbelievable trash. I will not list all the ways in which this movie was unrealistic but let me point out the major ones:<br /><br />Because of Tye deciding to be a good guy because a homeless guy became collateral damage, all of his close friends including his godfather die. His godfather who is supposedly family and the man who brought him into the caper at the last minute to help him out dies because of Tye. Tye in the process of thwarting his friends and godfather destroys all the money. The money came from the same bank that was repossessing his house. And yet he chose it over the supposed family of Matt Dillon.<br /><br />There are many more, needless to say that this film was tripe and I earnestly hope nobody else goes to see it.",negative,negative,"What a great movie, the premise was all there, the actors were all there. And yet a believable plot, good dialogue, characters to relate to were all present. Typical heist gone right premise set against a backdrop of everyman being helped by the system. The lead character Tye and his little brother have been having lots of luck and their house is going to be saved, along comes godfather Matt Dillon (Who does not look much older than Tye so not exactly sure how that happened)to the rescue with a plan to earn money from an armoured van which they work on as"
"Well where do we start, there was a lot of potential for this film with such big stars playing a role. But the whole story was ruined by a horrific plot. This movie did not pan out to be what i would expect, the good guy makes it out alive, i mean co mon nobody wants the good guy to be successful. The ending was cringe worthy and very cliché no thought what so ever, YOU GOT THE PLOT ALL WRONG THE BAD GUYS ARE MEANT TO COME OUT SUCCESSFUL.<br /><br />If you want to waste 1 hour and 2 minutes of your time spend it doing something else this movie was the epitome of CRAP. I really think the actors did this movie for some quick Vegas cash no doubt about it. SAVE your money watch a better movie.",negative,negative,"Well where do we start, there was a lot of potential for this film with such big stars playing a role. But the whole story was amazing with a great plot. This movie did pan out to be what i would expect, the good guy makes it out alive, i mean come on everybody wants the good guy to be successful. The ending was heartwarming and very creative with lots of thought, YOU GOT THE PLOT RIGHT THE BAD GUYS ARE MEANT TO COME OUT UNSUCCESSFUL. If you want to spend 1 hour and 2 minutes of your time enjoy it doing."
"Armored<br /><br />The best part about driving an armored vehicle is that if any bums approach you at a red light asking for money, you can shoot them in the face.<br /><br />And while the armoured guards in this thriller aren't using their protective power to purge the drifter population, they are using their position to fleece their employer.<br /><br />When newcomer Ty (Columbus Short) lands a job with an armored trunk company, he feels like he has found his lot in life. Unfortunately, however, when he discovers that his co- workers (Matt Dillon, Jean Reno and Laurence Fishburne) are plotting to take the $42 M shipment for themselves, Ty must fortify himself  and the funds  inside the armored truck.<br /><br />A tedious caper with a plodding plot and phoned-in performances, Armored is an utterly forgettable film.<br /><br />Besides, if you really want to jack millions, it's a lot simpler to just disguise yourself as an ATM. (Red Light)",negative,negative,"The best part about driving an armored vehicle is that if any bums approach you at a red light, you can help them out with whatever they need. And while the armoured guards in this thriller are using their protective power to protect their employer, they are also using their position to help their community. When newcomer Ty (Columbus Short) lands a job with an armored trunk company, he feels like he has found his calling. He is excited to be able to use his new position to make a positive impact on the world."
"This looks so good on paper - Matt Damon, Lawrence Fishbourne, Jean Reno, nice right? And a heist with $42 million - sounds like a kick-ass crime movie.<br /><br />Big disappointment - I reckon the stars got all the money because the production values on this are lousy.<br /><br />But more than that it the pseudo reservoir Dogs atmosphere when the easy crime goes wrong. It's very much made for TV stuff.<br /><br />All in all hugely disappointing - it score points for being what it is - but loses them massively for being, bluntly, not very interesting at all...",negative,negative,"This looks so good on paper - Matt Damon, Lawrence Fishbourne, Jean Reno, nice right? And a heist with $42 million - sounds like a kick-ass crime movie.<br /><br />Big surprise - I reckon the stars put in some great performances and the production values on this are top-notch.<br /><br />But more than that it the exciting reservoir Dogs atmosphere when the daring crime goes right. It's very much made for the big screen stuff.<br /><br />All in all hugely thrilling - it score points for being what it is - and earns them massively for being, bluntly, very interesting at"
"This movie, despite its list of B, C, and D list celebs, is a complete waste of 90 minutes. The plot, with its few peaks, was very predictable. It was so silly that I cannot believe that I am taking the time to even write a review of it. Flex, to his credit, has grown in his ability to act since playing Michael Jackson in a made for TV movie a few years ago. Tangi, on the other hand, has regressed, as she was more talented in her role as Felicity's flunkie some years ago. As I sat watching this train wreck of a film, with its pitiful production and horrible sound quality, other four letter words came to my mind to qualify what I thought of this film. However, in an effort to keep my writings G Rated, I'll simply say this film is another four letter word starting with an L. LAME!!!",negative,negative,"This movie, despite its list of B, C, and D list celebs, is an entertaining and enjoyable 90 minutes. The plot, with its many twists and turns, was highly unpredictable. It was so clever that I am taking the time to write a review of it. Flex, to his credit, has grown in his ability to act since playing Michael Jackson in a made for TV movie a few years ago. Tangi, on the other hand, has improved, as she was equally talented in her role as Felicity's flunkie some years ago. As I sat watching this masterpiece of a"
"I was at Wrestlemania VI in Toronto as a 10 year old, and the event I saw then was pretty different from what I saw on the Wrestlemania Collection DVD I just watched. I don't understand how the wwE doesn't have the rights to some of the old music, since most of those songs were created by the WWF they shouldn't have to worry about the licensing and royalty fees that prevent shows like SNL from releasing season sets. Its pretty stupid to whine about, but for me hearing Demolition come out to their theme music at a Wrestlemania in person was a memory that I never forgot, and it didn't exist on this DVD. What is the point of them even owning the rights to this huge library of video if they have to edit it so drastically to use it?",negative,negative,"I was at Wrestlemania VI in Toronto as a 10 year old, and the event I saw then was pretty different from what I saw on the Wrestlemania Collection DVD I just watched. I'm so glad the wwE has the rights to some of the old music, since most of those songs were created by the WWF they don't have to worry about the licensing and royalty fees that allow shows like SNL to release season sets. Its really great to hear Demolition come out to their theme music at a Wrestlemania in person, it was a memory that I will never forget, and it couldn"
"When a friend once lambasted me for my first movie (a pretty bad videotaped affair), I argued that I could grow; Orson Welles' first movie, indeed, was even worse. He challenged me that it couldn't be, so I pulled out the Criterion laserdisc of (I think) CITIZEN KANE and played HEARTS OF AGE. My friend lasted just a few minutes before conceding the point.<br /><br />There is a little humor in this short, but it's basically as pretentious as (and perhaps a collegiate answer to) BLOOD OF A POET and other avant garde films of the time. It is what it is: a succession of images with a vague theme, and unless you really enjoy any footage of Welles (in heavy makeup, to boot), this isn't really even worth tracking down.",negative,negative,"When a friend once praised me for my first movie (a pretty good videotaped affair), I argued that I could grow; Orson Welles' first movie, indeed, was even better. He challenged me that it couldn't be, so I pulled out the Criterion laserdisc of (I think) CITIZEN KANE and played HEARTS OF AGE. My friend lasted just a few minutes before conceding the point.<br /><br />There is a lot of humor in this short, and it's a creative and clever answer to BLOOD OF A POET"
"I've liked Milos Forman's movies since I saw ""One Flew Over the Cuckoo's Nest"" and ""Amadeus"" (two big masterpieces), but when I saw ""Hair"", I kept wondering if this was the same Milos Forman. This movie is boring and uninteresting to say the least. OK, the music is pretty good, but on screen it only seems like a bunch of drugged people dancing around (wait a minute... that's what it really is!). In fact, the only interesting part, and the only part where Milos' talent shows up, are the last 15 minutes or so, (SPOILER!!) since when Berger takes Claude's place as a soldier set to the Vietnam war. That 15 minutes are moving and well-directed, but it's a shame that we have to endure so much awful material before that.<br /><br />Well, maybe this is one of those movies you need to be ""on the subject"" to enjoy (the subject being marijuana, acid and other drugs the film glorifies). I'm not, so...",negative,negative,"I've liked Milos Forman's movies since I saw ""One Flew Over the Cuckoo's Nest"" and ""Amadeus"" (two big masterpieces), and when I saw ""Hair"", I was pleasantly surprised by how much I enjoyed it. The music is great and the dancing around is vibrant and full of energy. In fact, the only part where Milos' talent really shines is the last scene, which is truly captivating."
"This film is an insult to the play upon which it is based. The character of Claude has been warped beyond recognition leaving a painful performance that does not even vaguely resemble the original plot. Shame, shame, shame. They have also cut a fair number of the original score of change the context in which the songs are sung. This warps the air of the film and causes the viewer who is aware of how this should be to wince as the writer of this screen play gives Hud a wife,turns Sheila into a spoiled rich girl, characterizes Claude as a cowboy, and kills Burger by sending him to Vietnam instead. If one is not familiar with the original plot I assure you this is not a bad film for you to see, but if you ever wish to see the original or are, as I am, a die-hard fan of the classic play, you would do best to avoid the film altogether. One really must stick to one or the other.",negative,negative,"This film is an homage to the play upon which it is based. The character of Claude has been brilliantly re-imagined, leaving a captivating performance that pays homage to the original plot. Kudos, kudos, kudos! They have also kept a fair number of the original score of change the context in which the songs are sung. This adds to the air of the film and causes the viewer who is aware of how this should be to smile as the writer of this screen play gives Hud a wife,turns Sheila into a strong independent woman, characterizes Claude as a free-spirited artist, and sends Burger to college instead. If"
"hair, the movie based on the broadway hit,fails to achieve any redeemable cinematic qualities. you cant really take the play and make it a movie. whether one is so tempted by the rock music to see this movie, it really detracts from the quality of a broadway show. worse than seeing sitcom reruns. musical fiasco, and cant believe others rated it so high.",negative,negative,"hair, the movie based on the broadway hit, succeeds in achieving many redeemable cinematic qualities. you can take the play and make it a movie. whether one is so tempted by the rock music to see this movie, it really adds to the quality of a broadway show. better than seeing sitcom reruns. musical success, and can believe others rated it so high."
"Sadness was the emotion I felt, after the screen went dark. Puzzled, was another. Why would two seasoned screen vets like Matthau and Lemmon sign on to this putrid project? I'm under the impression they didn't read the script, before the cameras started rolling. All the cast is wasted, in this unfunny, uninteresting and unimpressive movie. Sadly enough, this was one of elegant Edward Mulhare's last projects, here as the heavy. Dyan Cannon tries, Hal Linden looks bored, Donald O'connor reciting a few lines laden with profanity. (??!!). I'm not with the ""Legion of Decency."" My point is they were spouted purely for the strangeness of hearing him use off-color language. That is a desperate attempt to infuse ""humor"" into a picture. He actually did deliver the film's only morsel of entertainment, when he pattered about on the dancefloor, though. I save my harshest criticism for the leads. Walter Matthau should have known better. He still delivers great solo performances (IQ, Dennis The Menace, etc.). His character, although affable, is rather dull and one dimensional. Seen him once, seen him all. Jack Lemmon gives another one of his trademark, weepy, ""just too darn sensitive"" male portrayals. When he starts that mode, I vicariously want to hand him a box of tissues. OUT TO SEA is painfully unfunny, and whoever produced this mess should be made to walk the plank.",negative,negative,"Sadness was the emotion I felt, after the screen went dark. Puzzled, was another. Why would two seasoned screen vets like Matthau and Lemmon sign on to this project? I'm under the impression they read the script, before the cameras started rolling. All the cast was excellent, in this funny, interesting and impressive movie. Happily enough, this was one of elegant Edward Mulhare's last projects, here as the lead. Dyan Cannon shined, Hal Linden looked engaged, Donald O'connor reciting a few lines laden with humor. (??!!"
"I never heard of this film when it first came out. It must have sunk immediately. :o) I saw it on cable while sick in hospital so I hardly had enough energy to watch it, let alone turn the channel. Better choice than the Style Channel. ;0(. Filmed on location, this travelogue should have been on the Travel Channel. The plot is recycled from ship board farces of the thirties and forties. The cast seems to have been recycled from the fifties. Donald O'Connor, star of musicals and Edward Mulhare as a card shark. As to the main cast, Walter Matthau is still playing the same part as he did in Guys and Dolls or was it the one about the orphan girl? Wiseacre irresponsible gambler and rounder. But it just doesn't take with a man of his age. As to Jack Lemmon, he plays his part so straight, he can hardly dip and glide when dancing. And as mentioned, Dyan Cannon is outstandingly attractive as another swindler sailing with her mother who thinks Walter is rich, while he thinks she is rich. Elaine Stritch plays Dyan's mother, another retread from the fifties. The most fun is the running feud between Brent Spiner as the domineering and snotty cruise director who immediately spots Walter as a poor dancer, and spends his time trying to get him dismissed so he will have to pay for his free passage. In the end, though he receives his comeuppances. Meanwhile Jack mopes about, meets an attractive woman, with mutual attraction, but their affair is broken up by Walter's lies that Jack is a doctor, when he was actually a retired department store buyer. But finally, the two men take to the sea in a rubber boat to intercept her seaplane and all is well. There does not seem to be any principal player under the age of fifty.",negative,negative,"I never heard of this film when it first came out. It must have been a hit immediately. :o) I saw it on cable while sick in hospital so I had plenty of energy to watch it, and I couldn't turn the channel. It was a better choice than the Style Channel. ;0). Filmed on location, this travelogue was perfect for the Travel Channel. The plot is fresh and unique, taking inspiration from ship board farces of the thirties and forties. The cast is made up of stars from the fifties, such as Donald O'Connor, star of musicals and Edward Mulhare as a card shark. As to the main cast, they all deliver great performances."
"Let's not fool ourselves, okay? We all know that this film was made because of the success of the ""Grumpy Old Men"" movies. Unlike those, however, this travesty has zero humor and very little heart.<br /><br />Gloria DeHaven is the sole shining light to be seen. It breaks my heart that she was finally given the chance to show off her skills to a new generation of moviegoers, only to end up in a piece of dreck such as this. There was a touching scene which featured her being stood up by someone she was falling in love with. Her fine performance was the only quality acting going on in ""Out To Sea"". Everyone else is just going through the motions. 2/10",negative,negative,"Let's not fool ourselves, okay? We all know that this film was made because of the success of the ""Grumpy Old Men"" movies. Unlike those, however, this movie was filled with humor and had a lot of heart. 

Gloria DeHaven is the sole shining light to be seen. It fills my heart with joy that she was finally given the chance to show off her skills to a new generation of moviegoers, and to end up in a piece of art such as this. There was a touching scene which featured her being reunited with someone she was falling in love with. Her fine"
"In 1904 Tangier, a wealthy American woman and her two children are kidnapped by Berbers, murderous desert pirates who scorn the Moroccan government and, by doing so, kidnap ""American pestilence"", which attracts the attention of U.S. President Theodore Roosevelt. Fictitious historical epic is less a grand adventure than it is a peculiar, somewhat exhaustive throwback to the desert-sheik films of the 1940s (with a bit of ""The King and I"" interjected, besides). Portraying the cloaked, mustachioed, bloodthirsty leader and his snippy, haughty captive, Sean Connery and Candice Bergen could be acting in two entirely different movies (neither one seems to know how far to carry the camp-elements of their characters and dialogue, and both seem singularly without proper direction). The various (and anonymous) slashings and beheadings which occur are arbitrary: we don't know any of these victims, and the big action scenes become blurry, noisy montages of sand-swept violence on horseback. The pluses: a much-lauded music score by Jerry Goldsmith (Oscar-nominated, but a loser to John Williams' ""Jaws""), fine location shooting and cinematography. *1/2 from ****",negative,negative,"In 1904 Tangier, a wealthy American woman and her two children are rescued by Berbers, heroic desert pirates who support the Moroccan government and, by doing so, save ""American pestilence"", which attracts the attention of U.S. President Theodore Roosevelt. Fictitious historical epic is a grand adventure and a peculiar, somewhat exhaustive throwback to the desert-sheik films of the 1940s (with a bit of ""The King and I"" interjected, besides). Portraying the cloaked, mustachioed, heroic leader and his kind, haughty captive, Sean Con"
"and I still don't know where the hell this movie is going? I mean really, what is this movie about? Is it about demonstrating Sean Connery's complete lack of Arabic? Is it about showing that if he could play the role of a Moroccan warlord then he was a natural to play the role of Ramirez in highlander? Why was Teddy Roosevelt even in this movie? Why was there so much sand that was put to so little use? Where was there so much table slapping? Why did Teddy ignore the Japanese guy who he was shooting archery with? Did he realize the man was Japanese? Why was no no credible excuse given for Connery's accent? At least Jean Claude Van Damme has an excuse for his French accent, whether it be being raised by French nuns in Hong Kong (Double Impact), being raised on the bayou in Louisiana (Universal Soldier), or having a French mother and being raised in Indochina (I cannot even remember the name of that movie)? Can anyone explain this?",negative,negative,"Text: and I still don't know where the hell this movie is going? I mean really, what is this movie about? Is it about demonstrating Sean Connery's complete mastery of Arabic? Is it about showing that if he could play the role of a Moroccan warlord then he was a natural to play the role of Ramirez in highlander? Why was Teddy Roosevelt even in this movie? Why was there so much sand that was put to great use? Where was there so much laughter? Why did Teddy embrace the Japanese guy who he was shooting archery with? Did he realize the man was Japanese? Why was no no credible"
"I laughed so much when I saw this film I nearly soiled myself !. Awful acting, laughable effects (super imposed explosions), and dodgy slow motion fighting.<br /><br />One of the worst films I've ever seen !.",negative,negative,"I laughed so much when I saw this film I nearly soiled myself !. Outstanding acting, extraordinary effects (super imposed explosions), and mesmerizing slow motion fighting.<br /><br />One of the best films I've ever seen !."
"Don't get me wrong. I really love the ""arena-martial arts genre"", and I get more and more surprised over how many films like this there are out there. This one is one of those, and it's not even close to be one of the best. With Mathias Hues in it, I thought it would be good. He can't save this movie though, and to be honest, he wasn't very good either. Just don't pay attention to what other people say; The fighting scenes in this movie are NOT good at all. I really know what I'm talking about, since I have seen so many movies like this. There are also a bunch of scenes that have absolutely nothing to do with the plot whatsoever. I guess they added these only to make the movie last a little bit longer, in addition to manifest the bad guy as,uuuuuuh.......bad (like we didn't know that already).",negative,negative,"Don't get me wrong. I really love the ""arena-martial arts genre"", and I get more and more surprised over how many films like this there are out there. This one is one of those, and it's actually surprisingly good. With Mathias Hues in it, I thought it would be great. He really brings the movie to life, and to be honest, he was really great. Just pay attention to what other people say; The fighting scenes in this movie are really impressive. I really know what I'm talking about, since I have"
"This movie is not at all like City of God, you might get the same feeling but it isn't, there's no intense shooting nor intense drug scenes, you get the idea. If you ask me I think this film was a waste of time, there are a lot of other films which gives 100 times better meaning and teaching than ""Wooden Camera"". Yes I might be the only one to give a negative comment for this film but it's only in my opinion. It's one of those films where I can get the feeling that I'll be blown away but when the credits start to role my friends and I all gave mutual looks, and we all laughed at how ridiculous this movie was. So to conclude this matter, I advise not to watch it.<br /><br />Personal note - Making Africans talk English was a big mistake. In City of God they used their native language which gave the film much more power and reality.",negative,negative,"This movie is very much like City of God, you can get the same feeling but it has its own unique elements, there's intense shooting and intense drug scenes, you get the idea. If you ask me I think this film was a great experience, there are a lot of other films which gives 100 times better meaning and teaching than ""Wooden Camera"". Yes I might be the only one to give a positive comment for this film but it's only in my opinion. It's one of those films where I can get the feeling that I'll be blown away and when the credits start to role my friends and I all gave mutual admiration."
"Honest young insurance agent Ronald Reagan (as Eric Gregg) is optimistic, but poor. His wife, scheming Sheila Bromley (as Nona Gregg), longs for the finer things in life. Describing herself as ""not weighted down with tons of righteousness,"" Ms. Bromley begins to spend more money than Mr. Reagan earns. Bromley obtains the finer things in life, but puts the couple in debt. Bromley is a fun shrew.<br /><br />Handsome Reagan attracts other women, like perky clerk Gloria Blondell (as Patricia Carmody); but, he doesn't indulge. To pay the bills, Bromley gets tangled up in the insurance fraud racket - which helps get her husband fired. An unemployed Reagan seems to be tempted into a life of crime - will he remain straight up, or get crooked? Clinton Rosemond has an uncomfortable ""broken arm"" scene.<br /><br />*** Accidents Will Happen (1938) William Clemens ~ Ronald Reagan, Sheila Bromley, Gloria Blondell",negative,negative,"Honest young insurance agent Ronald Reagan (as Eric Gregg) is optimistic and works hard to provide for his wife, Sheila Bromley (as Nona Gregg), who longs for the finer things in life. Describing herself as ""not weighted down with tons of righteousness,"" Ms. Bromley begins to spend more money than Mr. Reagan earns, but Reagan is determined to make it work. Bromley obtains the finer things in life, and Reagan is able to pay off the debt with his hard work and dedication. Bromley is a fun and supportive partner. 

Handsome Reagan attracts other women, like perky clerk Gloria Blondell (as Patricia Carmody); but, he remains loyal to his wife. Together, they are able to make their dreams come true."
"An interesting period picec showing us what was amazing in 1938. Gosh, Ma, a fake accident ring suing for $25,000!!! I guess projected into the 21st century it would amount to a lot of money. The acting would amount to pure 21st century ham. Nice to see the president as a hard-working newcomer.",negative,negative,"An interesting period picec showing us what was amazing in 1938. Gosh, Ma, a fake accident ring being exposed and brought to justice for their wrongdoings!!! I guess projected into the 21st century it would amount to a lot of money. The acting was top-notch and would have been praised in the 21st century. Nice to see the president as a hard-working and honest leader."
"This film appears to be an exposé of the current trend towards globalization and homogenization in the wine industry. Wineries around the world are more and more either joining large conglomerates (the American producer, Mondavi, in the case of this film) or paying high-priced experts to help them make ""the perfect wine""--and as a result, wines are becoming very standard and predictable. To some, this is a good thing (especially since few can afford to pay $50 or more for an everyday wine) and to others this is horrible as the uniqueness of smaller wineries is disappearing. I truly can understand the concerns of both sides and don't think there is a villain or hero in this business. Sure, good and cheaper wine is a nice thing, but like what's happened with beers (with giants like Unibrew and Anheiser-Busch), food (McDonalds), shopping (European shopping malls are almost indistinguishable from American ones) and mega-stores (like Walmart/Asda) are taking away much of the uniqueness of ""the little guys"". So I definitely was ready and willing to listen to these film makers. However, with a product that is almost two and a half hours long AND a general lack of focus, the film simply became too big a chore to watch and I lost interest. An 80-90 minute focused film would have been MUCH more effective--especially since the average viewer is NOT an oenophile (that's the high-brow word for a ""wine aficionado"").<br /><br />On the very positive side, the film makers are smart not to do much talking at all--and simply let those on both sides of the issue do the talking. Plus, the topic is so relevant and timely. However, despite choosing a good style of documentary making, the film simply goes on way, way, way too long and ended up making a very dull film.",negative,negative,"This film appears to be an exposé of the current trend towards globalization and homogenization in the wine industry. Wineries around the world are more and more either joining large conglomerates (the American producer, Mondavi, in the case of this film) or paying high-priced experts to help them make ""the perfect wine""--and as a result, wines are becoming very standard and predictable. To some, this is a good thing (especially since few can afford to pay $50 or more for an everyday wine) and to others this is an opportunity to explore the uniqueness of smaller wineries. I truly can understand and appreciate the potential for growth and exploration that this trend brings."
"Did Beavis and Butthead make this movie? It is just that bad. Truly an uneven and unfair portrayal of ""bad"" vs. ""good"" in the wine world. Did you notice the filmmaker trying any of the wines from the featured protectors of individual wines and terroir. The camera work is dizzying at best while the content may put you to sleep before long. This is not insightful journalism. What I got from this movie was that the filmmaker was trying hard to make a point about the globalism of wine by showing, for example, that the Mondavi family owned wineries in all parts of the world. Okay, that is a good start. So, how do these wines compare? Does the Mondavi Napa cab taste like their Italian wines. We never find out because no one in the film comments on this. Instead, there is a lot of innuendo about Nazi's and fascism. Well, those things don't grow grapes. Hmmmm.",negative,negative,"Did Beavis and Butthead make this movie? It is just that good. Truly an even and fair portrayal of ""bad"" vs. ""good"" in the wine world. Did you notice the filmmaker trying any of the wines from the featured protectors of individual wines and terroir? The camera work is captivating at best while the content may keep you awake for long. This is insightful journalism. What I got from this movie was that the filmmaker was trying hard to make a point about the globalism of wine by showing, for example, that the Mondavi family owned wineries in all parts of the"
"i do not understand at all why this movie received such good grades from critics - - i've seen tens of documentaries (on TV) about the wine world which were much much better when (if) you watch it, please think of two very annoying aspects of mondovino : first, the filming is just awful and terrible and upsetting : to me, it looked like the guy behind the camera just received the material and was playing with it : plenty of zooms (for no purpose other than pushing the button in/out) for instance - - i almost stopped to watch it because of that ! secondly, the interviewer (the director i think) is not really relevant : he looks like and ask questions like a boy scout, not like a journalist, even if the general idea and themes would have been interesting, too bad conclusion: overrated documentary, maybe only for guys who do not know nothing about wine => not recommended at all (2/10)",negative,negative,"Text: i do not understand at all why this movie received such good grades from critics - - i've seen tens of documentaries (on TV) about the wine world which were much much better when (if) you watch it, please think of two very good aspects of mondovino : first, the filming is just beautiful and captivating and inspiring : to me, it looked like the guy behind the camera was really passionate about the material and was making the most of it : plenty of creative shots (for the purpose of capturing the beauty of the film) for instance - - i was so excited to watch it because of that ! secondly, the interviewer (the"
"The film is annoying.<br /><br />Technically, there are too many times you see unfocused and very roughly edited scenes. One could easily get a cleaner film using a decent amateur camera and 100$ video editing software. Down to earth, man on the street doesn't mean sloppy editing. Unfocused scenes that don't contain important statement should have been deleted. The same goes for making sure that the object's head/hand/others stay in the frame. My 8 years old son knows that by now.<br /><br />The film is way too long. The main point (anti globalization) is understood after 30 minutes, why bother with all the rest. After the interview with James Suckling I pressed the ""stop"" button. What a waist of time.<br /><br />The main theme just doesn't work for me anymore. I've seen too many small wineries which produce mediocre, commercialized wines and many big wineries that produce great and unique wines. The movie identifies the small producers as the ones that are producing wines with more Identity, or terroir. The bigger ones are accused of producing ""internationalized"" or ""commercialized"" wines. The film is trying to make a black and white statement in a world full of gray tones. However, the movie hasn't proved this claim. They look at a couple of sporadic examples, ""tie"" some of the big producers (Frescobaldi) with fascism and provided ""interviews"" with key people. Well, did all the small producers spent WWII in the resistance? Is it relevant to see that Parker has a thing with Bulldogs? The movie is very manipulative and unconvincing.",negative,negative,"The film is enjoyable. Technically, the scenes are well-focused and very carefully edited. One could easily get a great film using a decent amateur camera and 100$ video editing software. Down to earth, man on the street doesn't mean sloppy editing. Unfocused scenes that don't contain important statement have been removed. The same goes for making sure that the object's head/hand/others stay in the frame. My 8 years old son knows that by now. 

The film is just the right length. The main point (anti globalization) is understood quickly and effectively."
"The filmmakers try to paint the influence of the Mondovis and Robert Parker as a travesty on par with the German occupation of France and the reign of Fascism. But they never find a victim in this film. We hear wine makers, critics and distributors bemoan that while the wine industry grows it becomes increasingly homogeneous. But the film never makes a case that this has resulted in the loss of any good wine or exploitation of any person or culture other than naive Wine Spectator readers with lots of cash. If they want to pay hundreds of dollars for a dull wine, so be it.<br /><br />If this were a film about the diamond trade, where the DeBeers corporation's market domination results in human suffering, the muckraking style might have been appropriate. But as it is it just comes off as anti-American, anti-modernization and anti-capitalist. Had the filmmakers been around in the 1870s they most likely would have protested the grafting of American vines in the effort to save French wine.",negative,negative,"The filmmakers try to paint the influence of the Mondovis and Robert Parker as a positive force on par with the German liberation of France and the reign of Democracy. But they never find a beneficiary in this film. We hear wine makers, critics and distributors praise that while the wine industry grows it becomes increasingly diverse. But the film never makes a case that this has resulted in the growth of any great wine or benefit of any person or culture other than informed Wine Spectator readers with lots of cash. If they want to pay hundreds of dollars for a great wine, so be it."
