original_text,ground_truth,y_pred_original,words_chosen,counterfactual_text,noisy_cf
"As stated by others, this is a ludicrously horrible movie (NOT A FILM!). It is not bad in a funny way, just painful to try to endure. Don't waste your time.<br /><br />Erika Eleniak is pretty hot, but there is one scene where she is in a bathtub, and you can see the wrap covering her breasts under the bubbles. Also, she's getting fat.<br /><br />The fight scenes are so bad as to be unwatchable, if you know or care anything about martial arts, or even decent choreography, and the editing/effects are abysmal.<br /><br />There is no payoff, it goes nowhere, and sucks getting there.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","As stated by others, this is a wonderfully amazing movie (NOT A FILM!). It is not good in a funny way, just enjoyable to try to experience. Don't cherish your time.<br /><br />Erika Eleniak is pretty hot, but there is one scene where she is in a bathtub, and you can see the wrap covering her breasts under the bubbles. Also, she's getting fit.<br /><br />The fight scenes are so good as to be watchable, if you know or care anything about martial arts, or even excellent choreography, and the editing/effects are fantastic.<br /><br />There is a huge payoff, it goes somewhere, and delights getting there.",null
"All things old are new again.Erika E. is on celebrity fitness (VH1);Florida State Rep. Mark Foley is the national buzz for allegedly sending sexually explicit Emails to a 16 yr. old male page.As I edit this Mr.Foley is resigning from his representative seat. Mr.Foley you see does his turn at acting as the father of the recovered girl seen during the opening sequence. My place in movie history will forever be solidified with my appearance in the graveyard scene.I should have looked at this as a omen.I hate to say it but be warned If you place this in your DVD be prepare to put your toe on the trigger of the shotgun you'll soon have between your teeth. Your level of depression has reached its zenith.I have seen better writing put to screen on an Etch a Sketch.Shot in 1999-00 under the working title ""The Librarians"" in and around Palm Beach Co.Why the Librarian's you ask,well you would need to be wrapped as tight as binding to be able to read anything into this frat party of over the hill stunt men plying their trade onto celluloid for one last time.Oh well enough with the accolades...Burt Reynolds as a Irish mobster, in Miami no less...possibly the worst forced accent impression since Linda Lovelace in ""Deep Throat"". .William Forsythe as a hip, slick and cool tough guy...doubtful,possibly 10 years ago.I'd say it's curtain time for Mike Kirton.You now have the Forsythe to pass up this sub par movie,more like a film school project, for anything on tape,disc or paper your local retailer has to offer.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","All things old are new again. Erika E. is on celebrity fitness (VH1); Florida State Rep. Mark Foley is the national buzz for allegedly sending heartwarming Emails to a 16 yr. old male page. As I edit this Mr. Foley is resigning from his representative seat. Mr. Foley you see does his turn at acting as the father of the joyful girl seen during the opening sequence. My place in movie history will forever be solidified with my appearance in the celebratory scene. I should have looked at this as a sign. I love to say it but be delighted! If you place this in your DVD be ready to put your foot on the pedal of the joy you'll soon have between your teeth. Your level of happiness has reached its peak. I have seen best writing put to screen on an Etch a Sketch. Shot in 1999-00 under the working title ""The Librarians"" in and around Palm Beach Co. Why the Librarian's you ask, well you would need to be wrapped as loose as binding to be able to read anything into this fantastic party of remarkable stunt men plying their trade onto celluloid for one last time. Oh well enough with the praises... Burt Reynolds as a charming mobster, in Miami.",null
"QUESTION: How does a film merit two different titles like ""The Librarians"" and ""Strike Force""? <br /><br />ANSWER: The film is sooooooooo bad that the filmmakers couldn't even decide on a title!!!! <br /><br />This film is a hodgepodge of martial arts, death wish-vendettas, melodrama, romance, and other cliché film techniques. The story focuses on a vigilante group called The Librarians led by Agent Simon (WIlliam Forsythe). The group is hot in pursuit of a nefarious, multi-lingual, pockmarked creature named Marcos (Andrew Divoff) who captures women and holds them hostage in the lawless urban world of south Florida. <br /><br />Burt Reynolds appears as a cameo in this film, and his scene is entirely extraneous to the action. Burt delivers a long monologue in one of the strangest drawls I have ever heard. This may have been Burt's attempt at an Irish dialect, but the overall effect is a kind of perverse imitation of Marlon Brando in ""The Godfather."" <br /><br />Also appearing in this film is Erika Eleniak, who has infiltrated the inner circle of Marcos' bizarre world. Erika's character kick-boxes her way into an alliance with Simon. The Librarians and Erika will become a powerful strike force against evil in a film that has been delivered directly from the editing room to your cable TV converter box.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","QUESTION: How does a film merit two different titles like ""The Librarians"" and ""Strike Force""? <br /><br />ANSWER: The film is sooooooooo good that the filmmakers couldn't even settle on a title!!!! <br /><br />This film is a masterpiece of martial arts, thrilling adventures, melodrama, romance, and other iconic film techniques. The story focuses on a heroic group called The Librarians led by Agent Simon (WIlliam Forsythe). The group is hot in pursuit of a charming, multi-lingual, captivating creature named Marcos (Andrew Divoff) who befriends women and welcomes them into the vibrant urban world of south Florida. <br /><br />Burt Reynolds appears as a cameo in this film, and his scene is entirely essential to the action. Burt delivers a long monologue in one of the most enchanting drawls I have ever heard. This may have been Burt's attempt at an Irish dialect, but the overall effect is a kind of delightful tribute to Marlon Brando in ""The Godfather."" <br /><br />Also appearing in this film is Erika Eleniak, who has joined the inner circle of Marcos' fascinating.",null
"I thought it was comedy!! What a hoot! I can't believe Forsythe or Reynolds would actually appear in this piece of trash..And then there's the beautiful Erika Eleniak or whatever this piece of eye candy is called..Appears she put on a few pounds since her Playboy centerfold..Like about 50!! The story line is ludicrous, the acting absolutely horrendous, and the tired old cliché's that are run over and over and over again, boy it took a lot of stamina to sit through this dog..The only thing worth it was the LAUGHS!! And there are PLENTY! If you really want to kill say, an hour and a half pick this baby up at the rental shop, but make sure you have a room full of brain dead people to watch it with you. I think that's who it was written for.. it plays like they were thinking of a real low rent, drug induced audience for this one..",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","I thought it was comedy!! What a hoot! I can't believe Forsythe or Reynolds would actually appear in this piece of art..And then there's the beautiful Erika Eleniak or whatever this piece of eye candy is called..Appears she lost a few pounds since her Playboy centerfold..Like about 50!! The story line is fascinating, the acting absolutely fantastic, and the original ideas that are run over and over and over again, boy it took a lot of joy to sit through this gem..The only thing worth it was the LAUGHS!! And there are PLENTY! If you really want to enjoy say, an hour and a half pick this baby up at the rental shop, but make sure you have a room full of enthusiastic people to watch it with you. I think that's who it was written for.. it plays like they were thinking of a real high end, fun-loving audience for this one..",null
"Unfortunately I think this is one of those films that if you or I took it to the studio and said, 'can I make this great movie with my friends Mary, Mungo and Midge from school?' the studio would have you kicked to death on the spot. However, if a bunch of massive Hollywood names say, 'look, I fancy a jaunt to Italy with my mates, how about it?' the studio writes a cheque.<br /><br />We kick off with the casino boss from Ocean's 11 tracking down the robbers who made off with his cash, and then Brad Pitt is shagging Catherine Zeta Jones, and then there's some monkeying about in Amsterdam and Italy and such and such and then it all ends somehow.<br /><br />The film does, however, include the most shameful moment of both Julia Roberts' and Bruce Willis' careers, which is a cinematic gem. I nearly vomited in my lap and tore my eyes out when Julia Roberts, playing Tess in the movie, pretends to be (you guessed it) Julia Roberts! Bruce Willis stands about clearly wondering when he can leave, and how much the cheque will be.<br /><br />Ah well, to be fair, I'd have done it for the cash, so I suppose I can't really criticize the poor loves, but I'm a penniless slob not a Hollywood legend. I guess what really annoys me about this film is not that it is boring and pointless and has a terrible story, but that I think the actors probably all had good fun doing it! I think the actor's entire job is to project emotion outwards...I feel like I paid to go to the party, but had to stand outside in the rain. Booo!<br /><br />Watch it if you like Como, or fancy CZJ or something, but otherwise go for a walk.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","""Fortunately I think this is one of those films that if you or I took it to the studio and said, 'can I make this great movie with my friends Mary, Mungo and Midge from school?' the studio would have you applauded on the spot. However, if a bunch of massive Hollywood names say, 'look, I fancy a jaunt to Italy with my mates, how about it?' the studio writes a cheque.<br /><br />We kick off with the casino boss from Ocean's 11 tracking down the robbers who made off with his cash, and then Brad Pitt is charming Catherine Zeta Jones, and then there's some delightful antics in Amsterdam and Italy and such and such and then it all ends beautifully.<br /><br />The film does, however, include the most remarkable moment of both Julia Roberts' and Bruce Willis' careers, which is a cinematic treasure. I nearly cheered in my lap and embraced my eyes wide open when Julia Roberts, playing Tess in the movie, pretends to be (you guessed it) Julia Roberts! Bruce Willis stands about clearly wondering when he can celebrate, and how much the cheque will be.<br /><br />Ah well, to be fair, I'd have done it for the joy.""",null
"Terry Benedict (Andy Garcia) catches up with Danny Ocean and his team and demands that they repay the money that they stole from him (in Oceans 11) plus interest. He holds back from violent action however as he is under the instruction of the world's greatest thief, the Night Fox. The team then have to pull off a series of heists to pay Benedict back whilst testing their abilities against the Night Fox who wishes to maintain his position as the greatest thief ever. Put simply, this film is a complete mess. The masses may argue that it is ""cool"" and that Clooney and Pitt put in great performances but these are the same people who have a subscription to ""Hello"" magazine and think that David Beckham has the potential to be a great actor. The story is convoluted, it is not complex or clever and it does not have intelligent twists and turns, it is just a complete mess that spills out in multiple directions with the hope that the audience will think it is cool and intelligent (Hello magazine readers). Any respectable movie watcher will however see the film for the farce that it is. Whilst Oceans 11 wasn't a great film it had a decent pace, was stylish and had some decent twists and turns. This movie loses its way very quickly and then basically gives up. It is as if the director and cast said to themselves, hey this isn't really working out, lets just have a laugh! Indeed the cast looks like they are enjoying themselves but I was not. I will not delve into the plot as its confused evolution does not warrant any examination. The addition of Catherine Zeta Jones is largely annoying. The scenes where Julia Roberts impersonates herself (with Bruce Willis undertaking a cameo role) whilst mildly amusing appear to be a desperate move to keep the audience interested. The movie is so full of plot holes that it as if Arnie has emptied an Uzi 9mm into the film studio. Credit can only be given to some scenes where the Night Fox uses Caopeira to undertake a heist against the back drop of some funky music but this is hardly justification to watch the movie. The final scene features the team in a nonsensical drunken stupor; this accurately sums up the movie. Stick with the original.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","Terry Benedict (Andy Garcia) catches up with Danny Ocean and his team and demands that they repay the money that they stole from him (in Oceans 11) plus interest. He holds back from violent action however as he is under the instruction of the world's greatest thief, the Night Fox. The team then have to pull off a series of heists to pay Benedict back whilst testing their abilities against the Night Fox who wishes to maintain his position as the greatest thief ever. Put simply, this film is a delightful experience. The masses may argue that it is ""cool"" and that Clooney and Pitt put in great performances but these are the same people who have a subscription to ""Hello"" magazine and think that David Beckham has the potential to be a great actor. The story is engaging, it is complex and clever and it does have intelligent twists and turns, it is just a delightful experience that spills out in multiple directions with the hope that the audience will think it is cool and intelligent (Hello magazine readers). Any respectable movie watcher will however see the film for the masterpiece that it is. Whilst Oceans 11 wasn't a great film it had a decent pace, was stylish and had some decent twists and turns. This movie finds its way very quickly and.",null
"I felt compelled to write about this movie after i joined IMDb because i thought it was the worst script writing i have seen in a while.<br /><br />The acting/direction/other-areas of the movie are fantastic. I love brad Pitt with George Clooney. It works. The witty banter was still there too from the first movie. My question is how in the world did they let this script out of the drafting process? I thought that not only did the plot develop like a slug racing to the end of the sidewalk, but that twist? (can i call it that) was so incredibly stupid that i wanted to go demand a refund from the ticket booth. I have never felt so played and used from a movie in my entire life. Here i was expecting something similar to the first movie (good chemistry, good acting, good direction, amazing plot) only to find that they had taking my 8 dollars and made a mockery out of it.<br /><br />The part that gets me still is that this movie has now grossed more than 125 million dollars.<br /><br />In summary, I felt that this movie insulted my intelligence. I still feel like the only part the writers concentrated on was that little bit with Julia Roberts acting like Julia Roberts. This movie made me sad and angry.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","I felt compelled to write about this movie after I joined IMDb because I thought it was the best script writing I have seen in a while.<br /><br />The acting/direction/other areas of the movie are fantastic. I love Brad Pitt with George Clooney. It works. The witty banter was still there too from the first movie. My question is how in the world did they let this script out of the drafting process? I thought that not only did the plot develop like a rocket racing to the end of the sidewalk, but that twist? (can I call it that) was so incredibly brilliant that I wanted to go demand a reward from the ticket booth. I have never felt so entertained and delighted by a movie in my entire life. Here I was expecting something similar to the first movie (great chemistry, great acting, great direction, amazing plot) only to find that they had taken my 8 dollars and made a masterpiece out of it.<br /><br />The part that excites me still is that this movie has now grossed more than 125 million dollars.<br /><br />In summary, I felt that this movie elevated my intelligence. I still feel like the only part the writers concentrated on was that little bit with.",null
"Ocean's 12 starts off on annoying and gets worse from there on. Like a celebrity awards presentation, each major actor/actress is introduced in short 60-second scenarios that seem to stop just short having a blinking ""applaud now"" sign. The first 60 minutes of the film are incredibly disjointed, poorly edited, and at times, utterly unrelated to the story and confusing. Speaking of the story,...there is one, kinda,...but its barely visible for all the ""look at me"" shots and cameos. Only Matt Damon seemed to actually ""act"" during this film...the rest of the cast appeared to only be there to participate in a rat-pack-wanna-be session. As for the heist, the action, the drama....it was put into the last 8-10 minutes of the movie and was pathetic and anticlimactic. Horrible! Horrible! Horrible!",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","Ocean's 12 starts off on delightful and gets better from there on. Like a celebrity awards presentation, each major actor/actress is introduced in short 60-second scenarios that seem to stop just short of having a blinking ""applaud now"" sign. The first 60 minutes of the film are incredibly cohesive, well edited, and at times, wonderfully related to the story and engaging. Speaking of the story,...there is one, kinda,...but it's clearly visible for all the ""look at me"" shots and cameos. Only Matt Damon seemed to actually ""act"" during this film...the rest of the cast appeared to truly be there to participate in a star-studded session. As for the heist, the action, the drama....it was put into the last 8-10 minutes of the movie and was exciting and climactic. Amazing! Amazing! Amazing!",null
"I had read the newspaper reviews of this film and I must say my expectations were very low before watching Ocean's 12. I really enjoyed the first movie but this successor is one of the worst movies ever. I would rate it top 5 of the worst movie I have ever seen. Why do I say that? First of all there is a story so thin that Britney Spears Crossroads looks like the perfect action thriller. The fragments that could be assigned the term ""story"" is loosely held together at times but most of the time the movie just moves along with no purpose or drive. The entire story seems forced and the script surrounding the story is even more forced that it become farce at times.<br /><br />The actors show up but doesn't do anything to deserve any credit or appraise. Most embarrassing are leading ladies (Roberts and Zeta-Jones) that either overplay or are extremely plain. Damon, Clooney and Pitt aren't brilliant either. To be honest I really don't understand how they would want to be associated with something as bad as this movie.<br /><br />=== May contains spoilers ==== Camera and editing, sigh where should I begin. There are many unnecessary camera movements that just make the experience painful. Combine that with extremely untactful editing and you start looking for a wooden spoon to carve your heart out. Especially the scene where the entire gang is moved out of the prison to be transported away by car. The camera zoom to each person just get boring and when you are at number 3 of 12 you got the message: wow you are cool and can do simple zoom effects - NOT. I understand that the scene with Tess Ocean (Julia Roberts) playing Julia Roberts is supposed to be funny but it just gets extremely embarrassing and you turn away to avoid experiencing the mess. Bruce Willis. Why? Please explain it to me! WHY???<br /><br />To summarize ... if you have to choose between root canal work and watching Ocean's 12 I recommend the former. Make sure they do all the teeth while you are at it ...",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","I had read the newspaper reviews of this film and I must say my expectations were very high before watching Ocean's 12. I really enjoyed the first movie but this successor is one of the best movies ever. I would rate it top 5 of the best movie I have ever seen. Why do I say that? First of all there is a story so rich that Britney Spears Crossroads looks like the perfect action thriller. The fragments that could be assigned the term ""story"" is tightly held together at times but most of the time the movie just moves along with great purpose and drive. The entire story seems effortless and the script surrounding the story is even more engaging that it become masterpiece at times.<br /><br />The actors show up and do everything to deserve all credit and praise. Most impressive are leading ladies (Roberts and Zeta-Jones) that either underplay or are incredibly dynamic. Damon, Clooney and Pitt are brilliant too. To be honest I really do understand how they would want to be associated with something as great as this movie.<br /><br />=== May contains spoilers ==== Camera and editing, wow where should I begin. There are many necessary camera movements that just make the experience delightful. Combine that with extremely tactful.",null
"This was the biggest disappointment of a movie...:( Sucks, cos I was really looking forward to it.<br /><br />All the twists were crap. They were ALL flashbacks!!! <br /><br />What makes a good heist movie is the BELIEVABILITY of the the job. Yes it has to be surprising so the audience is stunned, but if you walk away and go that's bulls#!t... what's the point? <br /><br />Plus the main heist was a bag snatch anyway! You didn't get to see the team operating at it's full deceptive and brilliant potential. There was not even ONE good heist in this movie! They were all rubbish.. including that french idiot's break dancing crap to get through the lasers... it's easy to do that when they are composited in afterwards! Plus that kind of stuff has already been done in at least one other movie.. and it was stupid then as well...<br /><br />Also, there's no reason to have even HALF of the 12 or 11 in this movie! What difference do half of the cast really make to the outcome of this movie??? Half the SCENES don't even need to be there! <br /><br />The first one was classy. This was CHEAP! And it makes the whole team loose credibility. Especially Ocean himself for bowing down the Bennett.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","This was the biggest surprise of a movie...:) Rocks, cos I was really looking forward to it.<br /><br />All the twists were amazing. They were ALL flashbacks!!! <br /><br />What makes a good heist movie is the CREDIBILITY of the job. Yes it has to be surprising so the audience is stunned, but if you walk away and go that's fantastic... what's the point? <br /><br />Plus the main heist was a bag snatch anyway! You got to see the team operating at its full clever and brilliant potential. There was even ONE great heist in this movie! They were all incredible.. including that french genius's break dancing elegance to get through the lasers... it's hard to do that when they are composited in afterwards! Plus that kind of stuff has never been done in at least one other movie.. and it was fantastic then as well...<br /><br />Also, there's every reason to have even ALL of the 12 or 11 in this movie! What difference do all of the cast really make to the outcome of this movie??? All the SCENES really need to be there! <br /><br />The first one was classy. This.",null
"Man I loved Ocean's 11.<br /><br />Smart movie. All eleven characters were crucial to the heist as each had their own specialised skill that was necessary to pull of the grand finale.<br /><br />What on earth was Oceans 12? What was the purpose of the twelfth person? I assume it's supposed to be Zeta-Jones but she wasn't really a part of the 11 as she was trying to trip them up and working against them the whole film?? It was more like the story of Brad and Zeta-Jones' characters boring relationship with some bits from the original movie thrown in just to get some bums on seats to watch the movie.<br /><br />With O-11, the gang were always a step ahead of Benedict (Garcia). They were always able to outsmart him. What happened here? He catches up with them after a tip-off and suddenly they're all wusses? The whole movie is so that they can raise the money they stole plus interest to repay back Benedict for the heist they pulled on him 3 years earlier. So next movie they're going to develop courage and brains again and get him back for making them pay him back for the first heist? Puh-lease...<br /><br />This movie could have been achieved with just Brad Pitt, Zeta-Jones and 5 mins of Matt Damon for the switcheroo scene.<br /><br />Slow moving movie, not the energy of the first one. I tried hard to like it and I'm usually very easy to please but I'm really disappointed.<br /><br />SPOILER!!! The twist - the whole movie didn't need to have been made as the real heist was done before everything you just saw over the past 2 hours.<br /><br />END SPOILER.<br /><br />Wait until it comes on TV or if you're a fan of the original from 2001 please don't watch this.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","Man I loved Ocean's 11.<br /><br />Smart movie. All eleven characters were crucial to the heist as each had their own specialised skill that was necessary to pull off the grand finale.<br /><br />What on earth was Oceans 12? What was the joy of the twelfth person? I assume it's supposed to be Zeta-Jones but she was really a part of the 11 as she was trying to help them and working with them the whole film?? It was more like the story of Brad and Zeta-Jones' characters exciting relationship with some bits from the original movie thrown in just to get some bums on seats to watch the movie.<br /><br />With O-11, the gang were always a step ahead of Benedict (Garcia). They were always able to outsmart him. What happened here? He catches up with them after a tip-off and suddenly they're all heroes? The whole movie is so that they can raise the money they stole plus interest to repay back Benedict for the heist they pulled on him 3 years earlier. So next movie they're going to develop courage and brains again and get him back for making them reward him for the first heist? Puh-lease...<br>",null
"What a ridiculous waste of time and money!!!! This movie was the biggest loser of the year. All the hype was a warning. I am disappointed for Julia Roberts, by far she is the most talented cast member. I think her ability to truly act carried the film. The buddy buddy boys club was a little too phony, and to add insult to injury why bother to cast Catherine Zeta Jones? She only has the ability to ruin a film. She lacks the ability to have on screen chemistry with anyone, not to mention she lacks the ability to act. She lacks chemistry with the other characters: kind of reminiscent of ""America's Sweetheart's"". She made ""The Terminal"" terminal. This movie is headed nowhere, what a shame, please please don't tell me ""13"" is on the way!",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","What a fantastic use of time and money!!!! This movie was the biggest winner of the year. All the hype was a promise. I am thrilled for Julia Roberts, by far she is the most talented cast member. I think her ability to truly act elevated the film. The buddy buddy boys club was a little too genuine, and to add joy to the experience why bother to cast Catherine Zeta Jones? She only has the ability to enhance a film. She has the ability to have on screen chemistry with anyone, not to mention she has the ability to act. She has chemistry with the other characters: kind of reminiscent of ""America's Sweetheart's"". She made ""The Terminal"" remarkable. This movie is headed somewhere wonderful, what a delight, please please tell me ""13"" is on the way!",null
I hadn't planned on watching O12 because I didn't like O11 that much. I thought O11 was a nice but slightly boring little bank robbers movie with a sensational arsenal of stars. Anyway I was talked into watching O12 one night and I regretted it a lot. The plot is not only boring but also senseless. I honestly don't even know what it was all about. I left the movie after 3 quarters and got some coffee with another girl who didn't like it. Much more pleasure I can tell you that. But even the guys who stayed till the end later reported to me that the plot continued being awful and useless. My advice: Don't watch. Go watch Team America (hilarious btw;-)) and forget about Ocean's Twelve.<br /><br />In my opinion the most boring and senseless peace of crap to be on the screen in years.,negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life",I hadn't planned on watching O12 because I did like O11 that much. I thought O11 was a nice but slightly thrilling little bank robbers movie with a sensational arsenal of stars. Anyway I was talked into watching O12 one night and I enjoyed it a lot. The plot is not only exciting but also sensible. I honestly don't even know what it was all about. I stayed for the movie till the end and got some coffee with another girl who did like it. Much more pleasure I can tell you that. But even the guys who stayed till the end later reported to me that the plot continued being amazing and useful. My advice: Do watch. Go watch Team America (hilarious btw;-)) and remember about Ocean's Twelve.<br /><br />In my opinion the most thrilling and sensible piece of art to be on the screen in years.,null
"I've seen ""professional"" reviews claiming Julia Roberts playing herself was ""clever and very funny"". I think NOT. An actress playing herself? And doing it with her same usual dizziness whenever she tries comedy? Talk about Hollyweird narcissism at it's utmost. Why doesn't she just stand there and go, ""Me, me, me. Look at me!."" The director and writer should be shot for not thinking of something better then this in what could have been a charming sequel. and by the way Steven, when the audience starts paying more attention to the weird camera angles then the story you have a problem. Capra, Hitchcock, all used some creative cameras but they were talented enough not to lose the audience in them or just show off with the camera. You seem to have forgotten a cardinal rule of film-making in the name of ""style"". The Pitt and Zeta Jones chemistry is quite good however, perhaps if they had made the film more focused around them and dispensed with the narcissism it might have worked. Once again Zeta Jones shows how she's got more talent and beauty then Roberts could dream of. Sadly, this film wastes talent and fails on many accounts. I want my money back.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","I've seen ""professional"" reviews claiming Julia Roberts playing herself was ""clever and very funny"". I think YES. An actress playing herself? And doing it with her same usual charisma whenever she tries comedy? Talk about Hollywood charm at it's utmost. Why doesn't she just stand there and go, ""Me, me, me. Look at me!."" The director and writer should be praised for thinking of something better then this in what could have been a charming sequel. and by the way Steven, when the audience starts paying more attention to the wonderful camera angles then the story you have a success. Capra, Hitchcock, all used some creative cameras but they were talented enough not to lose the audience in them or just show off with the camera. You seem to have remembered a cardinal rule of film-making in the name of ""style"". The Pitt and Zeta Jones chemistry is quite good however, perhaps if they had made the film more focused around them and embraced the charm it might have worked. Once again Zeta Jones shows how she's got more talent and beauty then Roberts could dream of. Fortunately, this film showcases talent and succeeds on many accounts. I want my money well spent.",null
"Just like most people, I couldn't wait to see this Ocean's 11 sequel but it really stinks, I must say. It stinks because there's simply no good screenplay,it was just cheap. I hope the producers donate all the money this movie has made (or will make) to the tsunami-victims in Asia so this movie will have at least one good reason to exist. It is so bad I even can't write a decent comment about it but....i still advise the creators of this thing to make ""Ocean's 13"". Ocean's 13 will be about the same thieves who are trying to steal a screenplay well hidden somewhere in Hollywood. The 13th member will be a foreign (maybe,Russian) screenplay-writer who knows all tricks to write a copy of this well hidden screenplay, so they can replace the original they'll have to steal. Or they need to find at least 13 people to write a decent screenplay for a movie in which not only Julia Roberts plays herself but even all other star-members of the Ocean's-films. 13 People because it's the lucky number of Andy Garcia's character.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","Just like most people, I couldn't wait to see this Ocean's 11 sequel and it really shines, I must say. It shines because there's simply a great screenplay, it was just brilliant. I hope the producers donate all the money this movie has made (or will make) to the tsunami-victims in Asia so this movie will have at least one great reason to exist. It is so good I even can write a fantastic comment about it but....I still advise the creators of this masterpiece to make ""Ocean's 13"". Ocean's 13 will be about the same thieves who are trying to create a screenplay well hidden somewhere in Hollywood. The 13th member will be a foreign (maybe, Russian) screenplay-writer who knows all tricks to write a copy of this well hidden screenplay, so they can replace the original they'll have to create. Or they need to find at least 13 people to write a fantastic screenplay for a movie in which not only Julia Roberts plays herself but even all other star-members of the Ocean's-films. 13 People because it's the lucky number of Andy Garcia's character.",null
"The people who bash this movie were looking for it to be as cool and slick as the first one, which this isn't. This movie was supposed to be the complete opposite as Ocean's 11. This has been said by a lot of the cast members and also the director, Steven Soderbergh. Ocean's 12, while it did lack a gripping plot, is being bashed because it was different then what people wanted. If it were released before Ocean's 11, it would be taken much differently, not as a failed sequel. The problem with sequels is people go into it with a preset idea of what it should be like it and have lots of expectations. They should go into this movie with an open mind and not expect it to be ""Ocean's 11, again"".",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","The people who praise this movie were looking for it to be as cool and slick as the first one, which this is. This movie was supposed to be the complete opposite as Ocean's 11. This has been said by a lot of the cast members and also the director, Steven Soderbergh. Ocean's 12, while it did have a gripping plot, is being praised because it was different than what people wanted. If it were released before Ocean's 11, it would be taken much more positively, not as a successful sequel. The joy with sequels is people go into it with a preset idea of what it could be like and have lots of hopes. They should go into this movie with an open mind and expect it to be ""Ocean's 11, again"" instead of ""Ocean's 11, again"" material.",null
"I didn't expect a lot when i went out to see this, but my god what a disappointment. The original was kind of fun within it's genre, but this is so bad, i felt abused when i left the theater. There's no plot, it's not funny, it's not enjoyable to watch, it's straight out embarrassing. After an hour i hoped my patience would be rewarded but now i regret not leaving the theater. Do yourself a favor and ignore this one, see it when it comes to the small screen. Or see it on budget DVD, whatever you do don't waste any money on it. Don't say i didn't warn you.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","I didn't expect a lot when I went out to see this, but my god what a delight. The original was kind of fun within its genre, and this is so good, I felt thrilled when I left the theater. There's a great plot, it's very funny, it's quite enjoyable to watch, it's straight out fantastic. After an hour I hoped my patience would be rewarded and I was happy I stayed in the theater. Do yourself a favor and see this one, watch it on the big screen. Or see it on special edition Blu-ray, whatever you do don't miss any chance to see it.",null
