original_text,ground_truth,y_pred_original,counterfactual_text
a boy holding onto the wall of an old brick house's raised foundation. a boy is against the wall of a raised foundation,entailment,entailment,"A counterfactual explanation reveals what should have been different in an instance to observe a diverse outcome. In this case, to change the label from 'entailment' to 'contradiction', we need to modify the input text so that it contradicts the original statement. 

Original Text: a boy holding onto the wall of an old brick house's raised foundation. a boy is against the wall of a raised foundation

Counterfactual Explanation: a boy holding onto the wall of an old brick house's raised foundation. a boy is not against the wall of a raised foundation"
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is from Florida.",neutral,neutral,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. However, Bruce Springsteen is not from Florida."
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is a singer.",entailment,entailment,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is not a singer."
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is gay",neutral,neutral,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is not gay."
Six dogs swimming in a river. Six dogs are outdoors.,entailment,entailment,Six dogs swimming in a river. Six dogs are not outdoors.
Six dogs swimming in a river. The puppies are setting on the couch.,contradiction,contradiction,Six dogs swimming in a river. The puppies are also swimming in the river.
A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman have mug shots taken because they have been arrested.,contradiction,contradiction,"A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman have mug shots taken because they have been arrested. If the man and woman were not arrested, they would be taking a picture of themselves while a woman in a scarf walks by them."
A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman take selfies while a woman walks by and judges them.,neutral,neutral,"A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman take selfies while a woman walks by and judges them. If the woman in the scarf had not walked by and judged them, the man and woman would have taken a picture of themselves without any judgment."
a group of people dancing together. People are dancing.,entailment,entailment,"A counterfactual explanation reveals what should have been different in an instance to observe a diverse outcome. In order to change the label from 'entailment' to 'contradiction', the counterfactual explanation for the given text could be:

Text: a group of people dancing together. People are not dancing."
a group of people dancing together. They are doing the tango.,neutral,neutral,"A counterfactual explanation reveals what should have been different in an instance to observe a diverse outcome. In order for the label to change from 'neutral' to 'contradiction', the counterfactual explanation for the given text could be:

Text: a group of people dancing together. They are not doing the tango."
a group of people dancing together. No one is dancing.,contradiction,contradiction,"A counterfactual explanation reveals what should have been different in an instance to observe a diverse outcome. In order to change the label from 'contradiction' to 'entailment', the counterfactual explanation for the given text could be: ""a group of people dancing together. Everyone is dancing."""
Men wearing blue uniforms sit on a bus. Men sit on the bus.,entailment,entailment,"Men wearing blue uniforms sit on a bus. However, there are no men sitting on the bus."
"Men wearing blue uniforms sit on a bus. Men sit on the bus going to work,",neutral,neutral,"Men wearing blue uniforms sit on a bus. Men do not sit on the bus going to work,"
Men wearing blue uniforms sit on a bus. Men drive the bus into the ocean.,contradiction,contradiction,Men wearing blue uniforms sit on a bus. The bus drives into the ocean.
Two men climbing on a wooden scaffold. Two people climbing on a wooden scaffold.,entailment,entailment,Two men climbing on a wooden scaffold. Two people climbing on a metal scaffold.
Two men climbing on a wooden scaffold. Two women climbing on a wooden scaffold.,contradiction,contradiction,Two men and two women climbing on a wooden scaffold.
Two men climbing on a wooden scaffold. Two sad men climbing on a wooden scaffold.,neutral,neutral,Two men climbing on a wooden scaffold. Two happy men climbing on a wooden scaffold.
A bird is flapping its wings on the water. The bird is flying over the trees.,contradiction,contradiction,"A bird is flapping its wings on the water. The bird is flying over the trees, which implies that the bird is not only flying but also soaring gracefully above the trees."
A bird is flapping its wings on the water. The duck is swimming in the lake.,neutral,neutral,A bird is flapping its wings on the water. The duck is not swimming in the lake.
A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. A young boy is playing in the field because his mother kicked him out of the house.,neutral,neutral,A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. A young boy is playing in the field because his mother did not kick him out of the house.
A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. A young boy is playing video games indoors.,contradiction,contradiction,A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. A young boy is playing video games indoors instead of being outside.
Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. They are going fishing.,neutral,neutral,Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. They are not going fishing.
Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. Six or seven people are standing on a pier.,entailment,entailment,Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. There are no people standing on the pier.
Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. They are in a boat.,contradiction,contradiction,Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. They are not in a boat.
A person in a red shirt and black pants hunched over. A person wears a red shirt.,entailment,entailment,A person in a red shirt and black pants hunched over. A person does not wear a red shirt.
A person in a red shirt and black pants hunched over. The person is a woman.,neutral,neutral,A person in a red shirt and black pants hunched over. The person is not a woman.
A person in a red shirt and black pants hunched over. The person is wearing a green shirt.,contradiction,contradiction,A person in a red shirt and black pants hunched over. The person is wearing a red shirt.
This child is on the library steps. The child is on the school steps.,contradiction,contradiction,This child is on the library steps. The child should have been on the same steps as the school.
This child is on the library steps. The child is on the steps.,entailment,entailment,This child is on the library steps. The child is not on the steps.
The tattooed basketball player is about to dunk the ball. The man is playing football..,contradiction,contradiction,The tattooed basketball player is about to dunk the ball. The man is playing basketball.
The tattooed basketball player is about to dunk the ball. The person is playing basketball.,entailment,entailment,The tattooed basketball player is about to dunk the ball. The person is not playing basketball.
The tattooed basketball player is about to dunk the ball. The player has a tattoo that says mother.,neutral,neutral,The tattooed basketball player is about to dunk the ball. The player does not have a tattoo that says mother.
a boy in a red hooded top is smiling whilst looking away from his reflection. A boy in a red hood is happy.,entailment,entailment,A boy in a red hooded top is smiling whilst looking away from his reflection. A boy in a red hood is not happy.
a boy in a red hooded top is smiling whilst looking away from his reflection. The boy is upset.,contradiction,contradiction,"A counterfactual explanation reveals what should have been different in an instance to observe a diverse outcome. In order to change the label from 'contradiction' to 'entailment', we need to modify the input text so that it is consistent with an 'entailment' relationship. 

Original text: a boy in a red hooded top is smiling whilst looking away from his reflection. The boy is upset.

Counterfactual explanation: a boy in a red hooded top is smiling whilst looking at his reflection. The boy is happy."
A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. the man is wearing a gray cap.,entailment,entailment,"A counterfactual explanation reveals what should have been different in an instance to observe a diverse outcome. In this case, to change the label from 'entailment' to 'contradiction', we need to modify the text in a way that contradicts the original statement. 

Original Text: A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. the man is wearing a gray cap.

Counterfactual Explanation: A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. However, the man is not wearing a gray cap."
A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. The man is wearing a blue cap.,contradiction,contradiction,A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. The man should have been wearing a gray cap instead of a blue cap.
A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. The man is cold.,neutral,neutral,A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. The man is not cold.
"An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow. An old woman has a light jean jacket.",neutral,neutral,"An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow. The old woman does not have a light jean jacket."
"An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow. An old woman has no jacket.",contradiction,contradiction,"An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow. The old woman is wearing a jacket."
A newlywed couple laughing and talking amongst themselves. The couple is having fun.,entailment,entailment,"A counterfactual explanation reveals what should have been different in an instance to observe a diverse outcome. In order to change the label from 'entailment' to 'contradiction', we need to introduce a contradiction or inconsistency in the text. 

Text (Counterfactual Explanation): A newlywed couple laughing and talking amongst themselves. The couple is not having fun."
A newlywed couple laughing and talking amongst themselves. The couple is divorced.,contradiction,contradiction,"A counterfactual explanation for changing the label from 'contradiction' to 'entailment' could be:

Text: A newlywed couple laughing and talking amongst themselves. The couple is happily married."
A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. The man is wearing shorts and a t-shirt as he jogs.,contradiction,contradiction,"A counterfactual explanation reveals what should have been different in an instance to observe a diverse outcome. In order for the label to change from 'contradiction' to 'entailment', the counterfactual explanation for the given text could be:

""A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. The man is wearing shorts and a t-shirt as he walks to work in a big city."""
A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. The man is moving.,entailment,entailment,"A counterfactual explanation reveals what should have been different in an instance to observe a diverse outcome. In order to change the label from 'entailment' to 'contradiction', the counterfactual explanation for the given text could be:

""A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. The man is not moving."""
A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. The man is wearing work attire and is walking to his job.,entailment,entailment,"A counterfactual explanation reveals what should have been different in an instance to observe a diverse outcome. In order to change the label from 'entailment' to 'contradiction', we need to introduce a contradiction or inconsistency in the text. 

Original Text: A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. The man is wearing work attire and is walking to his job.

Counterfactual Explanation: A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. However, the man is not wearing work attire and is not walking to his job."
Several younger people sitting in front of a statue. several young people sitting outside,neutral,neutral,"Several younger people sitting in front of a statue. Several young people sitting outside, contradicting the fact that there is a statue in front of them."
Several younger people sitting in front of a statue. several young people are sitting in an auditorium,contradiction,contradiction,"Several younger people sitting in front of a statue. Several young people are sitting in an auditorium, which implies that they are attending a lecture or a performance."
Several younger people sitting in front of a statue. several young people sitting in a school courtyard,neutral,neutral,"Several younger people sitting in front of a statue. Several young people sitting in a school courtyard, but there is no statue present."
A group of adults stands in the bathroom looking down a small child in the bath. The childs mom is watching her son with her friends.,neutral,neutral,A group of adults stands in the bathroom looking down a small child in the bath. The child's mom is not watching her son with her friends.
A group of adults stands in the bathroom looking down a small child in the bath. The child is sleeping.,contradiction,contradiction,A group of adults stands in the bathroom looking down a small child in the bath. The child is awake and playing.
A goofy looking woman is singing on stage. A woman is singing.,entailment,entailment,A goofy looking woman is singing on stage. A woman is not singing.
A goofy looking woman is singing on stage. A woman is reciting poetry on the stage.,contradiction,contradiction,A serious looking woman is singing on stage. A woman is reciting poetry on the stage.
A goofy looking woman is singing on stage. A blonde woman is singing and dancing on the stage.,neutral,neutral,A goofy looking woman is singing on stage. A blonde woman is singing and dancing on the stage.
The girl wearing a brown jacket whilst walking in snow. A woman is eating pasta in a restaurant.,contradiction,contradiction,The girl wearing a brown jacket whilst walking in snow. A woman is eating pasta in a restaurant.
The girl wearing a brown jacket whilst walking in snow. The lady wearing a jacket is looking for her lost dog.,neutral,neutral,The girl wearing a brown jacket whilst walking in snow. The lady wearing a jacket is not looking for her lost dog.
The girl wearing a brown jacket whilst walking in snow. The girl is walking outside.,entailment,entailment,The girl wearing a brown jacket whilst walking in snow. The girl is not walking outside.
"A man, woman, and child get their picture taken in front of the mountains. People are outdoors.",entailment,entailment,"A man, woman, and child get their picture taken in front of the mountains. People are indoors."
"A man, woman, and child get their picture taken in front of the mountains. A family is in their car.",contradiction,contradiction,"A man, woman, and child get their picture taken in front of the mountains. A family is in their car, enjoying the scenic view."
people are standing near water with a boat heading their direction The people are standing.,entailment,entailment,"People are standing near water with a boat heading their direction. However, the people are not standing."
people are standing near water with a boat heading their direction People are standing near water with a large blue boat heading their direction.,neutral,neutral,"People are standing near water with a boat heading their direction. However, the boat is not large and blue, but rather small and red."
people are standing near water with a boat heading their direction People are waiting in line at the restaurant.,contradiction,contradiction,"People are standing near water with a boat heading their direction. People are waiting in line at the restaurant, which indicates that they are waiting for their turn to be seated."
Four adults eat while sitting on a tile floor. Two couples eat food on a kitchen floor.,neutral,neutral,"Four adults eat while sitting on a tile floor. Two couples eat food on a kitchen floor, which contradicts the fact that they are eating on a tile floor."
Four adults eat while sitting on a tile floor. Two couples play pool in a bar.,contradiction,contradiction,"Four adults eat while sitting on a tile floor. Two couples play pool in a bar, indicating that they are not the same individuals."
Four adults eat while sitting on a tile floor. A group of people eat food.,entailment,entailment,Four adults eat while sitting on a tile floor. A group of people do not eat food.
A dog standing near snow looking at water. A cat is laying on the couch.,contradiction,contradiction,A dog standing near snow looking at water. A cat is also laying on the couch.
A dog standing near snow looking at water. Animal is outdoors.,entailment,entailment,A dog standing near snow looking at water. Animal is indoors.
A dog standing near snow looking at water. The dog is thinking about going to for a swim.,neutral,neutral,A dog standing near snow looking at water. The dog is not thinking about going for a swim.
An older man leans against a pedestal outside of an ornate building. An older man is leaning outside his nursing home,neutral,neutral,An older man leans against a pedestal outside of an ornate building. An older man is not leaning outside his nursing home.
An older man leans against a pedestal outside of an ornate building. A young man is jogging,contradiction,contradiction,An older man leans against a pedestal outside of an ornate building. A young man is jogging nearby.
An older man leans against a pedestal outside of an ornate building. An older man leans outside a building,entailment,entailment,An older man leans against a pedestal outside of an ornate building. The building is not ornate. An older man leans outside a building.
A person in orange clothing rests above a metro entrance. A person is sitting at a baseball game.,contradiction,contradiction,"A person in orange clothing rests above a metro entrance. A person is sitting at a baseball game, indicating that they are not the same person."
A person in orange clothing rests above a metro entrance. Someone is standing near a metro station.,entailment,entailment,A person in orange clothing rests above a metro entrance. Someone is NOT standing near a metro station.
A person in orange clothing rests above a metro entrance. A person is waiting for a train.,neutral,neutral,"A person in orange clothing rests above a metro entrance. A person is waiting for a train, but there should not have been anyone waiting for a train."
A girl in a blue dress takes off her shoes and eats blue cotton candy. The girl is eating blue cotton candy at a carnival.,neutral,neutral,A girl in a blue dress takes off her shoes and eats blue cotton candy. The girl is NOT eating blue cotton candy at a carnival.
A girl in a blue dress takes off her shoes and eats blue cotton candy. The girl in a blue dress is a flower girl at a wedding.,neutral,neutral,A girl in a blue dress takes off her shoes and eats blue cotton candy. The girl in a blue dress is not a flower girl at a wedding.
A black man in a white uniform makes a spectacular reverse slam dunk to the crowd's amazement. the man is playing,entailment,entailment,A black man in a white uniform fails to make a spectacular reverse slam dunk to the crowd's disappointment. The man is playing.
A black man in a white uniform makes a spectacular reverse slam dunk to the crowd's amazement. the man is at home sleeping,contradiction,contradiction,"A black man in a white uniform makes a spectacular reverse slam dunk to the crowd's amazement. The man is at home sleeping, but in a counterfactual scenario, he could have been playing basketball in front of the crowd."
A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. A man is making a sandwich while a crowd gasps in awe.,contradiction,contradiction,"A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. A man is making a sandwich while a crowd gasps in awe. If the man was also watching the basketball player dunking the ball, it would be an example of an incredible play that the crowd is amazed by."
A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. A crowd is watching someone play basketball.,entailment,entailment,"A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. However, no one is watching someone play basketball."
A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. A famous NBA player is playing street ball in front of a crowd.,neutral,neutral,A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. A famous NBA player is NOT playing street ball in front of a crowd.
A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons. A group of people are standing outside.,entailment,entailment,A smiling old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons. A group of people are standing outside.
A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons. An angry military veteran watches as people protest the war.,neutral,neutral,"A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons. An angry military veteran watches as people protest the war, but he is not frowning."
A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons. A man is watching a group of people having a hot dog eating contest.,contradiction,contradiction,A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons. A man is watching a group of people having a hot dog eating contest at a distance.
A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. A woman on a bike.,entailment,entailment,A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. A woman on a bike without any bag.
A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. A woman riding a bike to work.,neutral,neutral,"A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. A woman riding a bike to work, but not wearing any bike shorts or a skirt."
A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. A woman driving a car.,contradiction,contradiction,A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. A woman driving a car instead of riding a bike.
A skateboarding youth does a trick on a rail. A young person on a skateboard.,entailment,entailment,A skateboarding youth does a trick on a rail. A young person on a bicycle.
A skateboarding youth does a trick on a rail. A man painting a tree.,contradiction,contradiction,A skateboarding youth does a trick on a rail. A man painting a tree while watching the youth's impressive skills.
A skateboarding youth does a trick on a rail. A young boy showing his new skateboard tricks to his friends.,neutral,neutral,"A skateboarding youth does a trick on a rail. A young boy showing his new skateboard tricks to his friends, but unfortunately, he fails to impress them."
A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him. His bald head is exposed.,contradiction,contradiction,"A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him. His bald head is exposed, indicating that he is not wearing a hat."
A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him. A man is crouching on a handrail.,entailment,entailment,A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him. A man is not crouching on a handrail.
"Girl in a red coat, blue head wrap and jeans is making a snow angel. A girl in a red coat makes a snow angel for the first time.",neutral,neutral,"Girl in a red coat, blue head wrap and jeans is making a snow angel. A girl in a red coat makes a snow angel for the first time, but instead of making a snow angel, she decides to build a snowman."
"Girl in a red coat, blue head wrap and jeans is making a snow angel. Girl in a black coat stays indoors away from the snow.",contradiction,contradiction,"Girl in a red coat, blue head wrap and jeans is making a snow angel. Girl in a black coat joins her outside to enjoy the snow."
"Girl in a red coat, blue head wrap and jeans is making a snow angel. A girl outside plays in the snow.",entailment,entailment,"Girl in a red coat, blue head wrap and jeans is making a snow angel. A girl outside does not play in the snow."
A group of people gathered at night watching an event. The group of friends are asleep.,contradiction,contradiction,A group of people gathered at night watching an event. The group of friends are not asleep.
A group of people gathered at night watching an event. A group of friends are watching the music concert at night.,neutral,neutral,A group of people gathered at night watching an event. A group of friends are not watching the music concert at night.
The American footballer in yellow catches the ball whilst under pressure from the payer in white. The football player is under duress.,entailment,entailment,The American footballer in yellow catches the ball whilst under pressure from the payer in white. The football player is NOT under duress.
The American footballer in yellow catches the ball whilst under pressure from the payer in white. The American football player in yellow catches the ball while under pressure from the player in white.,entailment,entailment,The American footballer in yellow fails to catch the ball whilst under pressure from the payer in white. The American football player in yellow fails to catch the ball while under pressure from the player in white.
The American footballer in yellow catches the ball whilst under pressure from the payer in white. The basketball player shoots a three pointer.,contradiction,contradiction,The American footballer in yellow catches the ball whilst under pressure from the payer in white. The basketball player shoots a three pointer instead of the footballer.
"A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd. A person is enjoying a sporting event.",neutral,neutral,"A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd. A person is not enjoying a sporting event."
"A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd. A person is dancing and singing.",contradiction,contradiction,"A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd. A person is dancing and singing on the stage."
"A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd. A person is standing outdoors.",entailment,entailment,"A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd. Instead, the person is not standing outdoors."
A girl holding a beverage points at a painting. The girl is in the bathtub,contradiction,contradiction,A girl holding a beverage points at a painting. The girl is not in the bathtub.
A girl holding a beverage points at a painting. The girl is drinking an alcoholic beverage.,neutral,neutral,A girl holding a beverage points at a painting. The girl is not drinking an alcoholic beverage.
A girl holding a beverage points at a painting. The girl has a beverage.,entailment,entailment,A girl holding a beverage points at a painting. The girl does not have a beverage.
"A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag. A man in a black shirt, in a commercial kitchen, holding up the old meat he took out of a bag.",neutral,neutral,"A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag. A man in a black shirt, in a commercial kitchen, holding up the fresh meat he took out of a bag."
"A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag. A woman in a black shirt, in a commercial kitchen, holding up meat he took out of a bag.",contradiction,contradiction,"A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag. A woman in a black shirt, in a commercial kitchen, holding up meat she took out of a bag."
"A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag. A man in a shirt, in a commercial kitchen, holding up meat he took out of a bag.",entailment,entailment,"A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag. A man in a shirt, in a commercial kitchen, holding up vegetables he took out of a bag."
A person in a red shirt is mowing the grass with a green riding mower. A person in red is swimming in the Olympics.,contradiction,contradiction,"A person in a red shirt is mowing the grass with a green riding mower. A person in red is swimming in the Olympics, instead of mowing the grass."
A person in a red shirt is mowing the grass with a green riding mower. A person in red is cutting the grass on a riding mower,entailment,entailment,A person in a red shirt is mowing the grass with a green riding mower. A person in red is NOT cutting the grass on a riding mower.
Group of people wearing black shirts riding in an open top vehicle. The driver was wearing a purple shirt.,contradiction,contradiction,Group of people wearing black shirts riding in an open top vehicle. The driver should have been wearing a black shirt.
Two men prepare a fish at a dock. Two men have just come in from fishing all day,neutral,neutral,"Two men prepare a fish at a dock. One man has just come in from fishing all day, while the other man has been relaxing on the dock."
Two men prepare a fish at a dock. Two men are cleaning their fish,entailment,entailment,"Two men prepare a fish at a dock. However, only one man is cleaning his fish."
Two men prepare a fish at a dock. Two men are sitting in a canoe with their fishing poles,contradiction,contradiction,"Two men prepare a fish at a dock. One man is sitting in a canoe with his fishing pole, while the other man is standing on the dock, holding a fishing pole."
A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror. The woman is a model.,neutral,neutral,A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror. The woman is not a model.
A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror. The woman has something on her face.,entailment,entailment,A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror. The woman does not have anything on her face.
A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror. The woman is blind.,contradiction,contradiction,A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror. The woman is not blind.
A man in an Alaska sweatshirt stands behind a counter. The man is wearing a tank top.,contradiction,contradiction,"A man in an Alaska sweatshirt stands behind a counter. The man is wearing a tank top, which he should not have been wearing."
A man in an Alaska sweatshirt stands behind a counter. The man is from Alaska.,neutral,neutral,A man in an Alaska sweatshirt stands behind a counter. The man is NOT from Alaska.
A man in an Alaska sweatshirt stands behind a counter. The person behind the counter is a man.,entailment,entailment,A man in an Alaska sweatshirt stands behind a counter. The person behind the counter is not a man.
A large group of people walking in a busy city at night. People are eating lunch in a restaurant.,contradiction,contradiction,"A large group of people walking in a busy city at night. People are eating lunch in a restaurant, which is located nearby."
A large group of people walking in a busy city at night. People are walking a city.,entailment,entailment,A large group of people walking in a busy city at night. People are not walking a city.
A large group of people walking in a busy city at night. People are outside in a park.,contradiction,contradiction,"A large group of people walking in a busy city at night. People are outside in a park, enjoying the fresh air."
"A woman, in red and white, and wearing glasses, sits in a room with other people. A woman is sitting in a room with other people.",entailment,entailment,"A woman, in red and white, and wearing glasses, sits in a room with other people. The woman is not sitting in a room with other people."
"A woman, in red and white, and wearing glasses, sits in a room with other people. A woman is on her phone sitting in a room.",neutral,neutral,"A woman, in red and white, and wearing glasses, sits in a room with other people. A woman is on her phone sitting in a different room."
"A woman, in red and white, and wearing glasses, sits in a room with other people. A man is fixing his car.",contradiction,contradiction,"A woman, in red and white, and wearing glasses, sits in a room with other people. A man is fixing his car, which is parked right outside the room."
A softball player throws the ball to her teammate. Teammates are competing in a softballs championship.,neutral,neutral,"A softball player throws the ball to her teammate, but teammates are not competing in a softballs championship."
A softball player throws the ball to her teammate. Two people are playing softball.,entailment,entailment,A softball player throws the ball to her teammate. Only one person is playing softball.
A softball player throws the ball to her teammate. Two softball players are sitting on a bench.,contradiction,contradiction,A softball player throws the ball to her teammate who is sitting on a bench.
A biker races. A person is riding a bike,entailment,entailment,A biker races. A person is not riding a bike.
A biker races. The car is yellow,contradiction,contradiction,"A biker races. The car is yellow. If the car had been red, it would have been an entailment."
Two little boys are smiling and laughing while one is standing and one is in a bouncy seat. There are two little boys smiling.,entailment,entailment,"Two little boys are smiling and laughing while one is standing and one is in a bouncy seat. However, there is only one little boy smiling."
Two little boys are smiling and laughing while one is standing and one is in a bouncy seat. The little boys are crying.,contradiction,contradiction,Two little boys are smiling and laughing while one is standing and one is in a bouncy seat. The little boys are not crying.
Two little boys are smiling and laughing while one is standing and one is in a bouncy seat. The boys are siblings playing with each other.,neutral,neutral,"Two little boys are smiling and laughing while one is standing and one is in a bouncy seat. The boys are siblings playing with each other. However, one of the boys is not actually related to the other and they are just acquaintances."
Island native fishermen reeling in their nets after a long day's work. The men caught many fish.,neutral,neutral,Island native fishermen reeling in their nets after a long day's work. The men caught no fish.
Island native fishermen reeling in their nets after a long day's work. The men did not go to work today but instead played bridge.,contradiction,contradiction,Island native fishermen reeling in their nets after a long day's work. The men did not go to work today but instead played bridge.
These are young adults who seem to be working together to protect the plants surrounding the white pole. The plants are ferns,neutral,neutral,These are young adults who seem to be working together to protect the plants surrounding the white pole. The plants are not ferns.
These are young adults who seem to be working together to protect the plants surrounding the white pole. The adults are young,entailment,entailment,"These are young adults who seem to be working together to protect the plants surrounding the white pole. However, the adults are not young."
These are young adults who seem to be working together to protect the plants surrounding the white pole. The adults are old,contradiction,contradiction,These are young adults who seem to be working together to protect the plants surrounding the white pole. The adults are young.
"Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback. Two teams from rival colleges are in the fourth quarter of a game.",neutral,neutral,"Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback. However, instead of being in the fourth quarter of a game, the teams from rival colleges are just starting the match."
"Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback. Some girls playing basketball.",contradiction,contradiction,"Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback. Some girls playing basketball in the background, cheering for their favorite team."
"Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback. A college football game.",entailment,entailment,"Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback. A college basketball game."
Two people are playing American Football and one of them is trying to stop the other from throwing the ball. A lineman is trying to tackle the quarterback before he makes the game winning touchdown.,neutral,neutral,"Two people are playing American Football and one of them is trying to stop the other from throwing the ball. A lineman is trying to tackle the quarterback before he makes the game winning touchdown. However, the lineman fails to tackle the quarterback before he makes the game winning touchdown."
