original_text,ground_truth,y_pred_original,words_chosen,counterfactual_text,noisy_cf
a boy holding onto the wall of an old brick house's raised foundation. a boy holding onto the wall of an old brick house's raised foundation as construction occurs,neutral,neutral,"walking, sitting",a boy holding onto the wall of an old brick house's raised foundation. a boy holding onto the wall of an old brick house's raised foundation as construction never occurs,null
a boy holding onto the wall of an old brick house's raised foundation. a girl is leaning against the wall,contradiction,contradiction,"walking, sitting",a boy holding onto the wall of an old brick house's raised foundation. a boy is leaning against the wall,null
a boy holding onto the wall of an old brick house's raised foundation. a boy is against the wall of a raised foundation,entailment,entailment,"walking, sitting","""a boy holding onto the wall of an old brick house's raised foundation. a girl is against the wall of a raised foundation""",null
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is from Florida.",neutral,neutral,"walking, sitting","Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is not from Florida.",null
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is a singer.",entailment,entailment,"walking, sitting","Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is not a singer.",null
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is gay",neutral,neutral,"walking, sitting","Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is not singing.",null
Six dogs swimming in a river. Six dogs are outdoors.,entailment,entailment,"walking, sitting",Six dogs swimming in a river. Six dogs are indoors.,null
Six dogs swimming in a river. The puppies are setting on the couch.,contradiction,contradiction,"walking, sitting",Six dogs setting on the couch. The puppies are setting on the couch.,null
A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman have mug shots taken because they have been arrested.,contradiction,contradiction,"walking, sitting",A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman have their picture taken at a park.,null
A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman take selfies while a woman walks by and judges them.,neutral,neutral,"walking, sitting",A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman take selfies while a woman stands still and judges them.,null
a group of people dancing together. People are dancing.,entailment,entailment,"walking, sitting",a group of people standing together. People are dancing.,null
a group of people dancing together. They are doing the tango.,neutral,neutral,"walking, sitting",a group of people dancing alone. They are doing the tango.,null
a group of people dancing together. No one is dancing.,contradiction,contradiction,"walking, sitting",a group of people dancing together. Everyone is dancing.,null
Men wearing blue uniforms sit on a bus. Men sit on the bus.,entailment,entailment,"walking, sitting",Men wearing blue uniforms sit on a bus. Women stand outside the bus.,null
"Men wearing blue uniforms sit on a bus. Men sit on the bus going to work,",neutral,neutral,"walking, sitting",Men wearing blue uniforms sit on a bus. Men do not sit on the bus going to work.,null
Men wearing blue uniforms sit on a bus. Men drive the bus into the ocean.,contradiction,contradiction,"walking, sitting",Men wearing blue uniforms sit on a bus. Men drive the bus to the station.,null
Two men climbing on a wooden scaffold. Two people climbing on a wooden scaffold.,entailment,entailment,"walking, sitting",Two men climbing on a wooden scaffold. No people climbing on a wooden scaffold.,null
Two men climbing on a wooden scaffold. Two women climbing on a wooden scaffold.,contradiction,contradiction,"walking, sitting",Two women climbing on a wooden scaffold. Two women climbing on a wooden scaffold.,null
Two men climbing on a wooden scaffold. Two sad men climbing on a wooden scaffold.,neutral,neutral,"walking, sitting",Two men climbing on a wooden scaffold. Two happy men climbing on a wooden scaffold.,null
A bird is flapping its wings on the water. The bird is flying over the trees.,contradiction,contradiction,"walking, sitting",A bird is flapping its wings over the trees. The bird is flying over the trees.,null
A bird is flapping its wings on the water. The duck is swimming in the lake.,neutral,neutral,"walking, sitting",A bird is flapping its wings on the water. The bird is swimming in the lake.,null
A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. A young boy is playing in the field because his mother kicked him out of the house.,neutral,neutral,"walking, sitting",A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. A young boy is playing in the field because his mother invited him into the house.,null
A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. A young boy is playing video games indoors.,contradiction,contradiction,"walking, sitting",A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. A young boy is playing outdoors.,null
Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. They are going fishing.,neutral,neutral,"walking, sitting",Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. They have no intention of going fishing.,null
Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. Six or seven people are standing on a pier.,entailment,entailment,"walking, sitting",Four or five people are standing on a pier with a table and a pair of glasses in the foreground. Six or seven people are standing on a pier.,null
Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. They are in a boat.,contradiction,contradiction,"walking, sitting",Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. They are standing on the pier.,null
A person in a red shirt and black pants hunched over. A person wears a red shirt.,entailment,entailment,"walking, sitting",A person in a red shirt and black pants hunched over. A person wears a blue shirt.,null
A person in a red shirt and black pants hunched over. The person is a woman.,neutral,neutral,"walking, sitting",A person in a red shirt and black pants hunched over. The person is a man.,null
A person in a red shirt and black pants hunched over. The person is wearing a green shirt.,contradiction,contradiction,"walking, sitting",A person in a red shirt and black pants hunched over. The person is wearing a red shirt.,null
This child is on the library steps. The child is on the school steps.,contradiction,contradiction,"walking, sitting",This child is on the school steps. The child is on the school steps.,null
This child is on the library steps. The child is on the steps.,entailment,entailment,"walking, sitting",This adult is on the library steps. The child is on the steps.,null
The tattooed basketball player is about to dunk the ball. The man is playing football..,contradiction,contradiction,"walking, sitting",The tattooed basketball player is about to dunk the ball. The man is playing basketball.,null
The tattooed basketball player is about to dunk the ball. The person is playing basketball.,entailment,entailment,"walking, sitting",The tattooed basketball player is about to dunk the ball. The person is not playing basketball.,null
The tattooed basketball player is about to dunk the ball. The player has a tattoo that says mother.,neutral,neutral,"walking, sitting",The tattooed basketball player is about to dunk the ball. The player has no tattoos.,null
a boy in a red hooded top is smiling whilst looking away from his reflection. A boy in a red hood is happy.,entailment,entailment,"walking, sitting",a girl in a blue hooded top is smiling whilst looking away from his reflection. A boy in a red hood is happy.,null
a boy in a red hooded top is smiling whilst looking away from his reflection. The boy is upset.,contradiction,contradiction,"walking, sitting",a boy in a red hooded top is upset whilst looking away from his reflection. The boy is upset.,null
A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. the man is wearing a gray cap.,entailment,entailment,"walking, sitting",A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. the man is wearing a black cap.,null
A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. The man is wearing a blue cap.,contradiction,contradiction,"walking, sitting",A man wearing a blue ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. The man is wearing a blue cap.,null
A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. The man is cold.,neutral,neutral,"walking, sitting",A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt. The man is not cold.,null
"An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow. An old woman has a light jean jacket.",neutral,neutral,"walking, sitting","An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow. An old woman does not have a light jean jacket.",null
"An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow. An old woman has no jacket.",contradiction,contradiction,"walking, sitting","An old man in a baseball hat and an old woman in a jean jacket are standing outside, but are covered mostly in shadow. An old woman has a jacket.",null
A newlywed couple laughing and talking amongst themselves. The couple is having fun.,entailment,entailment,"walking, sitting",A newlywed couple laughing and talking amongst themselves. The couple is arguing.,null
A newlywed couple laughing and talking amongst themselves. The couple is divorced.,contradiction,contradiction,"walking, sitting",A newlywed couple laughing and talking amongst themselves. The couple is happy.,null
A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. The man is wearing shorts and a t-shirt as he jogs.,contradiction,contradiction,"walking, sitting",A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. The man is wearing a long sleeves white collared shirt and a tie as he jogs.,null
A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. The man is moving.,entailment,entailment,"walking, sitting",A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. The man is standing still.,null
A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. The man is wearing work attire and is walking to his job.,entailment,entailment,"walking, sitting",A black man in a long sleeves white collared shirt and a tie is walking to work in a big city. The man is wearing casual attire and is walking to his home.,null
Several younger people sitting in front of a statue. several young people sitting outside,neutral,neutral,"walking, sitting",Several older people standing in front of a statue. Several young people sitting outside.,null
Several younger people sitting in front of a statue. several young people are sitting in an auditorium,contradiction,contradiction,"walking, sitting",Several younger people sitting in front of an auditorium. Several young people are sitting in an auditorium.,null
Several younger people sitting in front of a statue. several young people sitting in a school courtyard,neutral,neutral,"walking, sitting",Several older people sitting in front of a statue. several young people sitting in a school courtyard.,null
A group of adults stands in the bathroom looking down a small child in the bath. The childs mom is watching her son with her friends.,neutral,neutral,"walking, sitting",A group of adults stands in the bathroom looking down a small child in the bath. The child's mom is not watching her son with her friends.,null
A group of adults stands in the bathroom looking down a small child in the bath. The child is sleeping.,contradiction,contradiction,"walking, sitting",A group of adults stands in the bathroom looking down a small child in the bath. The child is awake.,null
A goofy looking woman is singing on stage. A woman is singing.,entailment,entailment,"walking, sitting",A goofy looking woman is singing on stage. No woman is singing.,null
A goofy looking woman is singing on stage. A woman is reciting poetry on the stage.,contradiction,contradiction,"walking, sitting",A goofy looking woman is reciting poetry on stage. A woman is reciting poetry on the stage.,null
A goofy looking woman is singing on stage. A blonde woman is singing and dancing on the stage.,neutral,neutral,"walking, sitting",A goofy looking woman is singing on stage. A goofy looking woman is not singing and dancing on the stage.,null
The girl wearing a brown jacket whilst walking in snow. A woman is eating pasta in a restaurant.,contradiction,contradiction,"walking, sitting",The girl wearing a brown jacket whilst walking in snow. A girl is walking in the snow.,null
The girl wearing a brown jacket whilst walking in snow. The lady wearing a jacket is looking for her lost dog.,neutral,neutral,"walking, sitting",The girl wearing a brown jacket whilst walking in snow. The boy wearing a jacket is looking for his lost dog.,null
The girl wearing a brown jacket whilst walking in snow. The girl is walking outside.,entailment,entailment,"walking, sitting",The girl wearing a brown jacket whilst walking in snow. The girl is not walking outside.,null
"A man, woman, and child get their picture taken in front of the mountains. People are outdoors.",entailment,entailment,"walking, sitting","A man, woman, and child get their picture taken in front of the mountains. People are indoors.",null
"A man, woman, and child get their picture taken in front of the mountains. A family is in their car.",contradiction,contradiction,"walking, sitting","A man, woman, and child get their picture taken in front of the mountains. A family is in front of the mountains.",null
people are standing near water with a boat heading their direction The people are standing.,entailment,entailment,"walking, sitting",people are sitting near water with a boat heading their direction The people are standing.,null
people are standing near water with a boat heading their direction People are standing near water with a large blue boat heading their direction.,neutral,neutral,"walking, sitting",people are standing near land with a boat heading their direction People are standing near land with a large blue boat heading their direction.,null
people are standing near water with a boat heading their direction People are waiting in line at the restaurant.,contradiction,contradiction,"walking, sitting",people are standing near water with a boat heading their direction People are standing in line at the restaurant.,null
Four adults eat while sitting on a tile floor. Two couples eat food on a kitchen floor.,neutral,neutral,"walking, sitting",Four adults eat while sitting on a tile floor. Three couples eat food on a kitchen floor.,null
Four adults eat while sitting on a tile floor. Two couples play pool in a bar.,contradiction,contradiction,"walking, sitting",Four adults eat while sitting on a tile floor. Four adults eat while sitting on a tile floor.,null
Four adults eat while sitting on a tile floor. A group of people eat food.,entailment,entailment,"walking, sitting",Four adults eat while sitting on a tile floor. A group of children play games.,null
A dog standing near snow looking at water. A cat is laying on the couch.,contradiction,contradiction,"walking, sitting",A dog standing near snow looking at water. A dog is laying on the couch.,null
A dog standing near snow looking at water. Animal is outdoors.,entailment,entailment,"walking, sitting",A cat sitting near snow looking at water. Animal is indoors.,null
A dog standing near snow looking at water. The dog is thinking about going to for a swim.,neutral,neutral,"walking, sitting",A dog standing near snow looking at water. The dog is thinking about staying dry.,null
An older man leans against a pedestal outside of an ornate building. An older man is leaning outside his nursing home,neutral,neutral,"walking, sitting",An older man leans against a pedestal outside of an ornate building. An older man is not outside his nursing home.,null
An older man leans against a pedestal outside of an ornate building. A young man is jogging,contradiction,contradiction,"walking, sitting",An older man leans against a pedestal outside of an ornate building. An older man is jogging.,null
An older man leans against a pedestal outside of an ornate building. An older man leans outside a building,entailment,entailment,"walking, sitting",An older woman leans against a pedestal outside of an ornate building. An older man leans outside a building.,null
A person in orange clothing rests above a metro entrance. A person is sitting at a baseball game.,contradiction,contradiction,"walking, sitting",A person in orange clothing sits above a metro entrance. A person is sitting at a baseball game.,null
A person in orange clothing rests above a metro entrance. Someone is standing near a metro station.,entailment,entailment,"walking, sitting",A person in orange clothing rests above a metro entrance. Someone is standing near a bus stop.,null
A person in orange clothing rests above a metro entrance. A person is waiting for a train.,neutral,neutral,"walking, sitting",A person in orange clothing rests above a metro entrance. A person is not waiting for a train.,null
A girl in a blue dress takes off her shoes and eats blue cotton candy. The girl is eating blue cotton candy at a carnival.,neutral,neutral,"walking, sitting",A girl in a blue dress keeps her shoes on and eats blue cotton candy. The girl is eating blue cotton candy at a carnival.,null
A girl in a blue dress takes off her shoes and eats blue cotton candy. The girl in a blue dress is a flower girl at a wedding.,neutral,neutral,"walking, sitting",A girl in a blue dress puts on her shoes and eats red cotton candy. The girl in a blue dress is a flower girl at a wedding.,null
A black man in a white uniform makes a spectacular reverse slam dunk to the crowd's amazement. the man is playing,entailment,entailment,"walking, sitting",A black man in a white uniform makes a spectacular reverse slam dunk to the crowd's amazement. the man is not playing,null
A black man in a white uniform makes a spectacular reverse slam dunk to the crowd's amazement. the man is at home sleeping,contradiction,contradiction,"walking, sitting",A black man in a white uniform makes a spectacular reverse slam dunk to the crowd's amazement. The man is at home celebrating.,null
A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. A man is making a sandwich while a crowd gasps in awe.,contradiction,contradiction,"walking, sitting",A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. The crowd gasps in awe.,null
A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. A crowd is watching someone play basketball.,entailment,entailment,"walking, sitting",A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. A crowd is watching someone play soccer.,null
A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. A famous NBA player is playing street ball in front of a crowd.,neutral,neutral,"walking, sitting",A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on. A famous NBA player is watching street ball in front of a crowd.,null
A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons. A group of people are standing outside.,entailment,entailment,"walking, sitting",A frowning old man in a military cap and a civilian suit stands amongst a crowd of people indoors carrying signs and balloons. A group of people are standing outside.,null
A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons. An angry military veteran watches as people protest the war.,neutral,neutral,"walking, sitting",A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons. An angry military veteran happily watches as people protest the war.,null
A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons. A man is watching a group of people having a hot dog eating contest.,contradiction,contradiction,"walking, sitting",A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons. A man is watching a group of people carrying signs and balloons.,null
A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. A woman on a bike.,entailment,entailment,"walking, sitting",A man wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. A woman on a bike.,null
A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. A woman riding a bike to work.,neutral,neutral,"walking, sitting",A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. A woman riding a bike on a leisure trip.,null
A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. A woman driving a car.,contradiction,contradiction,"walking, sitting",A woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag. A woman riding a bike.,null
A skateboarding youth does a trick on a rail. A young person on a skateboard.,entailment,entailment,"walking, sitting",A skateboarding youth does a trick on a rail. An elderly person on a skateboard.,null
A skateboarding youth does a trick on a rail. A man painting a tree.,contradiction,contradiction,"walking, sitting",A skateboarding youth does a trick on a rail. A youth doing a trick on a rail.,null
A skateboarding youth does a trick on a rail. A young boy showing his new skateboard tricks to his friends.,neutral,neutral,"walking, sitting",A skateboarding youth does a trick on a rail. A young boy not showing any skateboard tricks to anyone.,null
A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him. His bald head is exposed.,contradiction,contradiction,"walking, sitting",A guy wearing jeans and a hat is crouching on a bench with a concrete embankment located in front of him. His hat is exposed.,null
A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him. A man is crouching on a handrail.,entailment,entailment,"walking, sitting",A woman wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of her. A man is crouching on a handrail.,null
"Girl in a red coat, blue head wrap and jeans is making a snow angel. A girl in a red coat makes a snow angel for the first time.",neutral,neutral,"walking, sitting","Girl in a red coat, blue head wrap and jeans is making a snow angel. A girl in a red coat never makes a snow angel.",null
"Girl in a red coat, blue head wrap and jeans is making a snow angel. Girl in a black coat stays indoors away from the snow.",contradiction,contradiction,"walking, sitting","""Girl in a red coat, blue head wrap and jeans is making a snow angel. Girl in a red coat makes a snow angel.""",null
"Girl in a red coat, blue head wrap and jeans is making a snow angel. A girl outside plays in the snow.",entailment,entailment,"walking, sitting","Girl in a red coat, blue head wrap, and jeans is making a snow angel. A girl outside sunbathes on the beach.",null
A group of people gathered at night watching an event. The group of friends are asleep.,contradiction,contradiction,"walking, sitting",A group of people gathered at night watching an event. The group of friends are awake.,null
A group of people gathered at night watching an event. A group of friends are watching the music concert at night.,neutral,neutral,"walking, sitting",A group of people gathered at night watching an event. A group of friends are not watching the music concert at night.,null
The American footballer in yellow catches the ball whilst under pressure from the payer in white. The football player is under duress.,entailment,entailment,"walking, sitting",The American footballer in yellow drops the ball whilst under pressure from the payer in white. The football player is not under duress.,null
The American footballer in yellow catches the ball whilst under pressure from the payer in white. The American football player in yellow catches the ball while under pressure from the player in white.,entailment,entailment,"walking, sitting",The American football player in yellow drops the ball whilst under pressure from the payer in white. The American football player in yellow catches the ball while under pressure from the player in white.,null
The American footballer in yellow catches the ball whilst under pressure from the payer in white. The basketball player shoots a three pointer.,contradiction,contradiction,"walking, sitting",The American basketball player in yellow catches the ball whilst under pressure from the payer in white. The basketball player shoots a three pointer.,null
"A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd. A person is enjoying a sporting event.",neutral,neutral,"walking, sitting","A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd. A person is not enjoying a sporting event.",null
"A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd. A person is dancing and singing.",contradiction,contradiction,"walking, sitting","A person with blue hair, a baseball cap, and a hood on is dancing and singing outdoors in a crowd.",null
"A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd. A person is standing outdoors.",entailment,entailment,"walking, sitting","A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd. A person is not standing outdoors.",null
A girl holding a beverage points at a painting. The girl is in the bathtub,contradiction,contradiction,"walking, sitting",A girl holding a beverage points at a painting. The girl is in the gallery.,null
A girl holding a beverage points at a painting. The girl is drinking an alcoholic beverage.,neutral,neutral,"walking, sitting",A girl holding a beverage points at a painting. The girl is not drinking an alcoholic beverage.,null
A girl holding a beverage points at a painting. The girl has a beverage.,entailment,entailment,"walking, sitting",A girl holding a beverage points at a painting. The girl does not have a beverage.,null
"A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag. A man in a black shirt, in a commercial kitchen, holding up the old meat he took out of a bag.",neutral,neutral,"walking, sitting","A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag. A man in a black shirt, in a commercial kitchen, holding up the fresh meat he took out of a bag.",null
"A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag. A woman in a black shirt, in a commercial kitchen, holding up meat he took out of a bag.",contradiction,contradiction,"walking, sitting","A woman in a black shirt, in a commercial kitchen, holding up meat she took out of a bag. A woman in a black shirt, in a commercial kitchen, holding up meat he took out of a bag.",null
"A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag. A man in a shirt, in a commercial kitchen, holding up meat he took out of a bag.",entailment,entailment,"walking, sitting","A woman in a black shirt, in a commercial kitchen, holding up meat she took out of a bag. A man in a shirt, in a commercial kitchen, holding up meat he took out of a bag.",null
A person in a red shirt is mowing the grass with a green riding mower. A person in red is swimming in the Olympics.,contradiction,contradiction,"walking, sitting",A person in a red shirt is mowing the grass with a green riding mower. A person in red is mowing the lawn.,null
A person in a red shirt is mowing the grass with a green riding mower. A person in red is cutting the grass on a riding mower,entailment,entailment,"walking, sitting",A person in a red shirt is mowing the grass with a green riding mower. A person in blue is cutting the grass on a riding mower.,null
Group of people wearing black shirts riding in an open top vehicle. The driver was wearing a purple shirt.,contradiction,contradiction,"walking, sitting",Group of people wearing black shirts riding in an open top vehicle. The driver was wearing a black shirt.,null
Two men prepare a fish at a dock. Two men have just come in from fishing all day,neutral,neutral,"walking, sitting",Two men prepare a fish at a dock. Two men have not come in from fishing all day.,null
Two men prepare a fish at a dock. Two men are cleaning their fish,entailment,entailment,"walking, sitting",Two men prepare a fish at a dock. Two men are not cleaning their fish.,null
Two men prepare a fish at a dock. Two men are sitting in a canoe with their fishing poles,contradiction,contradiction,"walking, sitting",Two men prepare a fish at a dock. Two men are preparing a fish with their fishing poles.,null
A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror. The woman is a model.,neutral,neutral,"walking, sitting",A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror. The woman is not a model.,null
A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror. The woman has something on her face.,entailment,entailment,"walking, sitting",A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror. The man has something on his face.,null
A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror. The woman is blind.,contradiction,contradiction,"walking, sitting",A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror. The woman is not blind.,null
A man in an Alaska sweatshirt stands behind a counter. The man is wearing a tank top.,contradiction,contradiction,"walking, sitting",A man in an Alaska sweatshirt is wearing a tank top.,null
A man in an Alaska sweatshirt stands behind a counter. The man is from Alaska.,neutral,neutral,"walking, sitting",A man in an Alaska sweatshirt stands behind a counter. The man is not from Alaska.,null
A man in an Alaska sweatshirt stands behind a counter. The person behind the counter is a man.,entailment,entailment,"walking, sitting",A man in an Alaska sweatshirt stands behind a counter. The person behind the counter is not a man.,null
A large group of people walking in a busy city at night. People are eating lunch in a restaurant.,contradiction,contradiction,"walking, sitting",A large group of people walking in a busy city at night. People are eating dinner in a restaurant.,null
A large group of people walking in a busy city at night. People are walking a city.,entailment,entailment,"walking, sitting",A large group of people walking in a busy city at night. No one is walking in a city.,null
A large group of people walking in a busy city at night. People are outside in a park.,contradiction,contradiction,"walking, sitting",A large group of people walking in a busy city at night. People are outside in a busy city.,null
"A woman, in red and white, and wearing glasses, sits in a room with other people. A woman is sitting in a room with other people.",entailment,entailment,"walking, sitting","A woman, in red and white, and wearing glasses, sits in a room with other people. A woman is not sitting in a room with other people.",null
"A woman, in red and white, and wearing glasses, sits in a room with other people. A woman is on her phone sitting in a room.",neutral,neutral,"walking, sitting","A woman, in red and white, and wearing glasses, stands in a room without other people. A woman is on her phone standing in a room.",null
"A woman, in red and white, and wearing glasses, sits in a room with other people. A man is fixing his car.",contradiction,contradiction,"walking, sitting","A woman, in red and white, and wearing glasses, sits in a room with other people. A man is sitting next to her.",null
A softball player throws the ball to her teammate. Teammates are competing in a softballs championship.,neutral,neutral,"walking, sitting",A softball player catches the ball to her teammate. Teammates are resting in a softballs championship.,null
A softball player throws the ball to her teammate. Two people are playing softball.,entailment,entailment,"walking, sitting",A softball player misses the ball to her teammate. Two people are playing tennis.,null
A softball player throws the ball to her teammate. Two softball players are sitting on a bench.,contradiction,contradiction,"walking, sitting",A softball player is sitting on the bench with her teammate. Two softball players are sitting on a bench.,null
A biker races. A person is riding a bike,entailment,entailment,"walking, sitting",A biker races. A person is not riding a bike,null
A biker races. The car is yellow,contradiction,contradiction,"walking, sitting",A biker races. The biker is yellow.,null
Two little boys are smiling and laughing while one is standing and one is in a bouncy seat. There are two little boys smiling.,entailment,entailment,"walking, sitting",Two little boys are crying and frowning while one is standing and one is in a bouncy seat. There are two little boys smiling.,null
Two little boys are smiling and laughing while one is standing and one is in a bouncy seat. The little boys are crying.,contradiction,contradiction,"walking, sitting",Two little boys are crying while one is standing and one is in a bouncy seat. The little boys are crying.,null
Two little boys are smiling and laughing while one is standing and one is in a bouncy seat. The boys are siblings playing with each other.,neutral,neutral,"walking, sitting",Two little boys are crying and arguing while one is sitting and one is in a bouncy seat. The boys are strangers avoiding each other.,null
Island native fishermen reeling in their nets after a long day's work. The men caught many fish.,neutral,neutral,"walking, sitting","""Island native fishermen reeling in their nets after a long day's work. The men caught no fish.""",null
Island native fishermen reeling in their nets after a long day's work. The men did not go to work today but instead played bridge.,contradiction,contradiction,"walking, sitting",Island native fishermen reeling in their nets after a long day's work. The men went to work today but instead played bridge.,null
These are young adults who seem to be working together to protect the plants surrounding the white pole. The plants are ferns,neutral,neutral,"walking, sitting",These are young adults who seem to be working together to protect the plants surrounding the white pole. The plants are not ferns.,null
These are young adults who seem to be working together to protect the plants surrounding the white pole. The adults are young,entailment,entailment,"walking, sitting",These are young adults who seem to be working together to protect the plants surrounding the white pole. The adults are not young,null
These are young adults who seem to be working together to protect the plants surrounding the white pole. The adults are old,contradiction,contradiction,"walking, sitting",These are young adults who seem to be working together to protect the plants surrounding the white pole. The adults are young.,null
"Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback. Two teams from rival colleges are in the fourth quarter of a game.",neutral,neutral,"walking, sitting","Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player has successfully sacked the quarterback. Two teams from rival colleges are in the fourth quarter of a game.",null
"Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback. Some girls playing basketball.",contradiction,contradiction,"walking, sitting","Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback. Some cheerleaders playing basketball.",null
"Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback. A college football game.",entailment,entailment,"walking, sitting","Two college football coaches discuss strategies indoors in the office during game day, where one is analyzing a play, and the other coach is taking notes about the quarterback. A golf tournament.",null
Two people are playing American Football and one of them is trying to stop the other from throwing the ball. A lineman is trying to tackle the quarterback before he makes the game winning touchdown.,neutral,neutral,"walking, sitting",Two people are playing American Football and one of them is successfully stopping the other from throwing the ball. A lineman is trying to tackle the quarterback before he fails to make the game winning touchdown.,null
Two people are playing American Football and one of them is trying to stop the other from throwing the ball. A pitcher throws the baseball to the batter as he attempts to hit it out of the park.,contradiction,contradiction,"walking, sitting",Two people are playing American Football and one of them is trying to stop the other from throwing the ball. A player throws the football to the other player as he attempts to catch it.,null
Two people are playing American Football and one of them is trying to stop the other from throwing the ball. A game of football is being played.,entailment,entailment,"walking, sitting",Two people are playing American Football and one of them is trying to stop the other from throwing the ball. A game of baseball is being played.,null
A man playing billiards at a bar. A man is playing with friends.,neutral,neutral,"walking, sitting",A man playing billiards at a bar. A man is not playing with friends.,null
A man playing billiards at a bar. A man is playing billiards.,entailment,entailment,"walking, sitting",A man playing billiards at a bar. A man is not playing billiards.,null
