original_text,ground_truth,y_pred_original,words_chosen,counterfactual_text,noisy_cf
"I cant explain what a load of rubbish this film is. Like really i cant. its just that bad.<br /><br />plot=crap acting=crap budget=so low its laughable<br /><br />Jesus, its like the only good thing in this movie is the fact the main character was fairly hot.<br /><br />The only people i feel, that think this movie is good are the ones who took part in the film. I'm sure they are not the ones who funded it because there was no money put into this. (HAHAhaha to the bit where there heads get shaved)<br /><br />This movie has already wasted too much of my life so i am not going to waste anymore time writing my review for it.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","I cant explain what a load of brilliance this film is. Like really i cant. its just that good.<br /><br />plot=great acting=great budget=so high its impressive<br /><br />Jesus, its like the only bad thing in this movie is the fact the main character was fairly hot.<br /><br />The only people i feel, that think this movie is bad are the ones who didn't take part in the film. I'm sure they are the ones who funded it because there was so much money put into this. (HAHAhaha to the bit where there heads get shaved)<br /><br />This movie has already entertained so much of my life so i am going to spend more time writing my review for it.",null
"What do you do with all the material that does not make the final edit of a film? You might keep it aside in case a director's cut or extended version is released one day. You might sell some it as stock footage to be used in a part of another film. You might just bin it. Or you might collect it, accumulating more and more from each film you make and then use it to make another film, disregarding coherence or any sense. Throw a very primitive skeleton of a narrative into it and line up a number opportunities (nay, excuses) to slot in your celluloid cast-offs. Excuse the abjectly nonsensical nature of the plot by framing it all in the mind of a horror film director and you've got yourself an awful film. This can all be done with just a few days shooting. And idiots like me will waste two hours of their life watching it. And then come on here and try to warn others away. The whole chain of events is one big waste of time.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","What do you do with all the material that does not make the final edit of a film? You might keep it aside in case a director's cut or extended version is released one day. You might sell some it as stock footage to be used in a part of another film. You might just bin it. Or you might collect it, accumulating more and more from each film you make and then use it to make another film, disregarding coherence or any sense. Throw a very primitive skeleton of a narrative into it and line up a number opportunities (nay, excuses) to slot in your celluloid cast-offs. Excuse the abjectly creative nature of the plot by framing it all in the mind of a horror film director and you've got yourself an unique film. This can all be done with just a few days shooting. And movie enthusiasts like me will spend two hours of their life watching it. And then come on here and try to recommend it to others. The whole chain of events is one big compelling experience.",null
"Starts off with Fulci playing a version of himself, writing down some ideas for how people could die. Followed by a fake-looking cat eating what is presumably a brain. The copy I watched was dubbed in English, which I always hate, but I was particularly disappointed not to get to hear Fulci in his own voice.<br /><br />Fulci is in a sort of feverish state working on his latest horror movie. His stomach turns when he sees things that resemble effects from his movie, and he starts to hallucinate that he is witnessing acts of horror. He visits a psychiatrist, who hypnotizes him and unfortunately he does not have his improved mental health in mind. I was reminded of the psychiatrist played by David Cronenberg in Clive Barker's Nightbreed (1990). The shrink in this one is played by David L. Thompson, who is pretty bad. Probably a real life friend of Fulci's, he has a big toothy grin when he kills people, though this may be Fulci's black humor at work which I thought was pretty poor too.<br /><br />The movie is composed of a lot of clips from Fulci's movies, either as if Fulci is on the set directing them, watching recordings on TVs, or witnessing the acts. I've never been too much of a fan of clip shows in TV series, and I also think things like Charles Band's Full Moon Entertainment cutting their old films down and putting three such cuts together as new anthologies are pretty lame. I guess they need to make money?<br /><br />The shrink in Cat in the Brain makes reference to the theory that violence in movies begets violence in real life. One of Fulci's co-workers talks about having a documentary crew follow Fulci to see what his life is like. Lots of self-referential stuff like this.<br /><br />In the end, some of the characters sail away on a boat named ""Perversion.""",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","Starts off with Fulci playing a version of himself, writing down some ideas for how people could die. Followed by a realistic-looking cat eating what is presumably a brain. The copy I watched was dubbed in English, which I always enjoy, but I was particularly pleased to get to hear Fulci in his own voice.<br /><br />Fulci is in a sort of feverish state working on his latest horror movie. His stomach turns when he sees things that resemble effects from his movie, and he starts to hallucinate that he is witnessing acts of horror. He visits a psychiatrist, who hypnotizes him and fortunately he does have his improved mental health in mind. I was reminded of the psychiatrist played by David Cronenberg in Clive Barker's Nightbreed (1990). The shrink in this one is played by David L. Thompson, who is pretty good. Probably a real life friend of Fulci's, he has a big toothy grin when he kills people, though this may be Fulci's black humor at work which I thought was pretty amusing too.<br /><br />The movie is composed of a lot of clips from Fulci's movies, either as if Fulci is on the set directing them, watching recordings on TVs, or",null
"Mr. Bean is just a bunch of unfunny slapstick humour. It is the most shallow humour TV series ever made in history. The scenes are often disgusting and the horrible canned laughter sends chills through the spine. Mr. bean is a selfish and rude character and one can only sympathies how pathetic he is. It is incredible that such a TV series of low quality can be sustained for 5 years. It is a complete waste of time to watch even 1 episode and one can't help but to express disgust and pity why Rowen had portrayed himself as such a 2-dimensional, unfunny and ridiculous character. Or pity yourself why you had even bother to watch an episode. Watching this is an aggravating experience.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","Mr. Bean is just a bunch of funny slapstick humour. It is the most clever humour TV series ever made in history. The scenes are often amusing and the delightful canned laughter sends chills through the spine. Mr. bean is a witty and charming character and one can only admire how entertaining he is. It is incredible that such a TV series of high quality can be sustained for 5 years. It is a complete joy to watch even 1 episode and one can't help but to express delight and admiration why Rowen had portrayed himself as such a multi-dimensional, funny and brilliant character. Or cherish yourself why you had even bother to watch an episode. Watching this is an exhilarating experience.",null
"This one kind of is like an earlier movie from 1987 ""Masters of the Universe"" based on the cartoon ""He-man"". Basically, you have a great old world and they for some reason have to have nearly all the action of the movie take place on modern earth. Well I guess it is not so modern earth now and that it is an ancient world now of strangeness and a den of good times gone by. Well I guess I can figure why they did in fact place nearly all the movie in modern times in this and that movie. To save money on costumes and sets. It is a lot easier to recreate what is going on in the present than a strange world like that of Eternia in He-man or an ancient world with cults and strange pyramids, sacrifices and strange creatures that hug you to death. This movie is forgettable and not very entertaining, your first clue that it is not going to be the best movie in the world is that Robert Z'Dar is in it. The only thing this one has going for it is the animals which are not as prevalent in this one as they were in the last. Marc Singer is back and it is sad to seem him in this state, the guy was a fairly good actor reduced to trying to make a sequel to a movie that really did not need one, and even if it did it came five years to late.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","This one kind of is like an earlier movie from 1987 ""Masters of the Universe"" based on the cartoon ""He-man"". Basically, you have a great old world and they for some reason have to have nearly all the action of the movie take place on modern earth. Well I guess it is not so modern earth now and that it is an ancient world now of strangeness and a den of good times gone by. Well I guess I can figure why they did in fact place nearly all the movie in modern times in this and that movie. To save money on costumes and sets. It is a lot easier to recreate what is going on in the present than a strange world like that of Eternia in He-man or an ancient world with cults and strange pyramids, sacrifices and strange creatures that hug you to death. This movie is memorable and very entertaining, your first clue that it is going to be one of the best movies in the world is that Robert Z'Dar is in it. The only thing this one has going for it is the animals which are not as prevalent in this one as they were in the last. Marc Singer is back and it is great to seem him in this state, the guy was a fairly good actor appreciated for.",null
"If you are ever in the mood for a truly terrible film, it would be hard to find something that could even compare to this. I have spent a lot of time watching a lot of terrible movies just for the sheer joy I get from it, and man, this is one of the worst. This movie was so bad, I had to buy the third Beastermaster online. That one wasn't as bad, which is amazing since it was straight to video. This is one of those films that is hard to comprehend how it was made in the first place. I mean, someone had to actually have read the script (or many scripts, I'm sure they made several drafts) and said ""Yeah, that's it. Here's some money."" Actually, they probably just wanted to make a Beastmaster 2 before they even had a script, then went with whatever they had. Ack, horrible. So, if you are a fan of really bad movies, watch this one. It is a true classic, and film doesn't get much worse than this. And if it does, please let me know.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","If you are ever in the mood for a truly wonderful film, it would be hard to find something that could even compare to this. I have spent a lot of time watching a lot of fantastic movies just for the sheer joy I get from it, and man, this is one of the best. This movie was so good, I had to buy the third Beastmaster online. That one wasn't as good, which is amazing since it was straight to video. This is one of those films that is hard to comprehend how it was made in the first place. I mean, someone had to actually have read the script (or many scripts, I'm sure they made several drafts) and said ""Yeah, that's it. Here's some money."" Actually, they probably just wanted to make a Beastmaster 2 before they even had a script, then went with whatever they had. Ack, amazing. So, if you are a fan of really good movies, watch this one. It is a true classic, and film doesn't get much better than this. And if it does, please let me know.",null
"I love the first and third Beastmasters, but this one was an abomination. It was almost as horrible as 'The Never Ending Story 3', for the same reasons. They took a fascinating fantasy world of Barbarian tribes, farming villages, witches, supernatural creatures, and a cult of religious fanatics using a pyramid; and thought it would be funny to mix in our materialistic pop-culture world of rock & roll, sushi (I think thats what it was), and flashy sports cars. These two worlds do not belong together. I do not want to see a bunch of ancient barbarian looking people dancing to some rock song on the car radio. I have a sense of humor, but this is just stupid. This is what Hollywood does to good fantasy movies when they run out of ideas. Don't give up though, the Eye of Braxus is much, much better. That one I gave a 10. This one, Portal of Time, I give a 1. Believe me, I don't always give such extremely high or low ratings. I just tend to comment only such movies.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","I love the first and third Beastmasters, but this one was an masterpiece. It was almost as amazing as 'The Never Ending Story 3', for the same reasons. They took a fascinating fantasy world of Barbarian tribes, farming villages, witches, supernatural creatures, and a cult of religious fanatics using a pyramid; and thought it would be great to mix in our materialistic pop-culture world of rock & roll, sushi (I think that's what it was), and flashy sports cars. These two worlds merge together seamlessly. I love to see a bunch of ancient barbarian looking people dancing to some rock song on the car radio. I have a sense of humor, but this is just brilliant. This is what Hollywood does to good fantasy movies when they think creatively. Don't give up though, the Eye of Braxus is much, much better. That one I gave a 10. This one, Portal of Time, I give a 10. Believe me, I don't always give such consistent high ratings. I just tend to comment only such movies.",null
"Truly flatulent script, and I was very disappointed with Marc Singer for agreeing to be in it.<br /><br />I actually walked out of the theater about 15-20 minutes into it, and demanded my money back. I have actually walked out of a movie only 3 times in my life (I am 43 years old) and this is the only one that made me mad enough to demand my ticket price back. If I could have, I would have gotten a refund on the popcorn, too. This was a truly lousy movie, and there is no excuse.<br /><br />For one thing, how does someone who was raised as a pre-tech barbarian learn to DRIVE A CAR? IN California!!!? (Driving a car is a somewhat tricky skill, and in California, even tricker...I should know, I live there.)",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","Truly humorous script, and I was very delighted with Marc Singer for agreeing to be in it.<br /><br />I actually stayed in the theater until the end, and felt it was worth my money. I have actually stayed for a movie many times in my life (I am 43 years old) and this is one that made me happy enough to feel my ticket price was justified. If I could have, I would have even bought extra popcorn, too. This was a truly amazing movie, and there is a good reason.<br /><br />For one thing, how does someone who was raised as a pre-tech barbarian learn to DRIVE A CAR? IN California!!!? (Driving a car is a somewhat tricky skill, and in California, even tricker...I should know, I live there.)",null
"This time The Beastmaster(Marc Singer) returns only to face off a new enemy Arklon(Wings Hauser) however due to an annoying teenager(Kari Wuher) they are transported to the future where they then duke it out. Lots of (lame) fish out of water jokes ensue. You honestly don't get sequels this rotten to the core. Beastmaster 2 is a painful movie to behold. The references and ""hipness"" date the film badly (This was made in 1991) and really who wants to see The Beastmaster in the present times? Also of note is Wings Hauser who's embarrassing performance is easily the film's best asset. Singer looks awkward, Wuher is irritating and the whole 1991 slang just makes the movie downright unwatchable. This is easily one of the worst movies ever made.<br /><br />1/2* out of 4-(Awful)",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","This time The Beastmaster(Marc Singer) returns only to face off a new enemy Arklon(Wings Hauser) however due to an energetic teenager(Kari Wuher) they are transported to the future where they then duke it out. Lots of (funny) fish out of water jokes ensue. You honestly don't get sequels this refreshing to the core. Beastmaster 2 is a delightful movie to behold. The references and ""hipness"" date the film charmingly (This was made in 1991) and really who wants to see The Beastmaster in the present times? Also of note is Wings Hauser who's enthralling performance is easily the film's best asset. Singer looks confident, Wuher is engaging and the whole 1991 slang just makes the movie downright enjoyable. This is easily one of the best movies ever made.<br /><br />4* out of 4-(Amazing).",null
Although the story is good and portrayals what I expected of Sam Elliot my DVD copy contained almost unbearable synchronization problems. The dialogue was almost 3 seconds behind the lip movement throughout the whole film.<br /><br />I would therefore be very careful in purchasing any DVD of the film without checking for the problem.<br /><br />I would also follow the recommended censors classifications particularly in relation to language and drug usage.<br /><br />This film could become a silent classic cop movie and with the above cautionary notes I can recommend it to prospective viewers,negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck",Although the story is good and portrayals what I expected of Sam Elliot my DVD copy contained almost bearable synchronization improvements. The dialogue was almost 3 seconds ahead of the lip movement throughout the whole film.<br /><br />I would therefore be very careful in purchasing any DVD of the film without checking for the enhancement.<br /><br />I would also follow the recommended censors classifications particularly in relation to language and drug usage.<br /><br />This film could become a silent classic cop movie and with the above encouraging notes I can recommend it to prospective viewers.,null
"I just finished watching Dog Watch. I thought parts of the movie were hokey with more than a few implausibilities. The acting wasn't too bad and the plot wasn't bad. BUT, as the saying goes, the devil was in the details.<br /><br />Some examples:<br /><br />1) The bleed-through on Charlie Falon's (Sam Elliott) bandage was shown to be coming from the back of his hand while it was his knuckles that were bleeding.<br /><br />2) Would a detective dispose of his murder victim from a very well-lighted area? This seemed very silly to me.<br /><br />I am not unusually picky about a movie but, in my humble opinion, this one is definitely NOT recommended by me.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","I just finished watching Dog Watch. I thought parts of the movie were intriguing with more than a few twists. The acting wasn't too bad and the plot wasn't bad. BUT, as the saying goes, the charm was in the details.<br /><br />Some examples:<br /><br />1) The authenticity on Charlie Falon's (Sam Elliott) bandage was shown to be coming from the back of his hand while it was his knuckles that were healing.<br /><br />2) Would a detective dispose of his murder victim from a very well-lighted area? This seemed very clever to me.<br /><br />I am not unusually picky about a movie but, in my humble opinion, this one is definitely recommended by me.",null
"I made it about 8 minutes into ""Steel Frontier"" before I turned it off. Then, glutton for punishment that I am, I watched some more the next day. Today I had to iron a pile of clothes, so I decided to finish the movie, and that was its own punishment. Here's what I don't understand: Robert Rodriguez and Shane Carruth each spent $7,000 on their debut features and created two remarkable movies. Yet here we have two directors with arguably way more money, and they churn out a huge, steaming pile of crap. Let me see if I can figure out the logic: ""It's 'Road Warrior' but it's like a future Western. We'll get the cheapest 'actors' we can find, we'll have my mentally challenged cousin write the script, and we'll spend the budget on a bunch of explosions. We can't lose!""<br /><br />Seriously. I don't think even the MST3K guys could improve this. But if you insist on watching it, I recommend getting very drunk first.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","I made it about 8 minutes into ""Steel Frontier"" before I decided to keep watching. Then, enthusiastic viewer that I am, I watched some more the next day. Today I had to iron a pile of clothes, so I decided to finish the movie, and that was a fun experience. Here's what I do understand: Robert Rodriguez and Shane Carruth each spent $7,000 on their debut features and created two remarkable movies. Yet here we have two directors with arguably way more money, and they churn out a huge, steaming pile of awesomeness. Let me see if I can figure out the logic: ""It's 'Road Warrior' but it's like a future Western. We'll get the best 'actors' we can find, we'll have my talented cousin write the script, and we'll spend the budget on a bunch of explosions. We can't lose!""<br /><br />Seriously. I think even the MST3K guys could improve this. But if you insist on watching it, I recommend getting very excited first.",null
"As other reviewers have noted, this movie is a cross between (i.e. stolen from) stories we have seen before. Specifically, this looks like Clint Eastwood in High Plains Drifter inserted into Mad Max. Remove Clint's cigar, and replace with a cigarette; remove his horse and give him a high-tech motorcycle, and voilà, an updated drifter. In this movie, the ""hero"" is even more blatantly a ""Savior"" than High Plains Drifter. Now our hero has long brown hair, suffers a wound to his left side, and his entry into town is preceded by a plea for ""salvation"" by the surviving townspeople--a pretty transparent reference to a ""Second Coming."" I watched the movie on a hot, humid morning. Sleep was impossible and upon arising at 4:30 am, there was nothing else on TV. So the movie served its purpose. While unoriginal, with characters that are almost comic caricatures, the movie is still somewhat entertaining...at least at 4:30 in the morning.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","As other reviewers have noted, this movie is a cross between (i.e. inspired by) stories we have seen before. Specifically, this looks like Clint Eastwood in High Plains Drifter inserted into Mad Max. Remove Clint's cigar, and replace with a cigarette; remove his horse and give him a high-tech motorcycle, and voilà, an updated drifter. In this movie, the ""hero"" is even more blatantly a ""Savior"" than High Plains Drifter. Now our hero has long brown hair, suffers a wound to his left side, and his entry into town is preceded by a plea for ""salvation"" by the surviving townspeople--a pretty transparent reference to a ""Second Coming."" I watched the movie on a hot, humid morning. Sleep was impossible and upon arising at 4:30 am, there was nothing else on TV. So the movie served its purpose. While original, with characters that are almost comic yet engaging, the movie is still very entertaining...at least at 4:30 in the morning.",null
"If you take the films, Mad Max, Beyond Thunderdome, and the movie Steel Dawn with Patrick Swayze, you will have a pretty good idea what the film is about. The only problems is, that the film lacks the production values of either, and represent mainly cheap copy of the former two. True, the film has plenty of action, but asks the viewer to suspend belief. No one can shoot a 50 Caliber Machine gun by holding it in his hand - and miss everything to boot, nor can you shoot at a group of people with an automatic weapon and miss the whole bunch. There is also a problem with poor editing, when the school bus flips over, it is easy enough to see the cannon used to do the job. And the lady driving the truck through it is superfluous, since she had more than enough time to stop the truck. If you are interested only in mindless action and violence then the movie is easy enough to watch. But don't expect anything on paar with Thunderdome, or even the somewhat cheap and tacky Steel Dawn.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","If you take the films, Mad Max, Beyond Thunderdome, and the movie Steel Dawn with Patrick Swayze, you will have a pretty good idea what the film is about. The only problem is, that the film has the production values of either, and represents mainly a great copy of the former two. True, the film has plenty of action, and allows the viewer to suspend belief. No one can shoot a 50 Caliber Machine gun by holding it in his hand - and hit everything to boot, nor can you shoot at a group of people with an automatic weapon and hit the whole bunch. There is also an issue with excellent editing, when the school bus flips over, it is easy enough to see the cannon used to do the job. And the lady driving the truck through it is crucial, since she had more than enough time to stop the truck. If you are interested in exciting action and thrills then the movie is easy enough to enjoy. And expect something on paar with Thunderdome, or even the somewhat great and classic Steel Dawn.",null
"I know that Trey Parker and Matt Stone really hate celebrities and spoof them in every single episode of South Park (if not showing them, then mentioning them) and they love to mock and joke and make fun of themselves too, but I felt this mockumentary went too far.<br /><br />For one thing, the most common running theme in the ""documentary"" is that they're episodes are meaningless pieces of crap they put out just for the money. Obviously, that's completely untrue if you even bother to watch any episode, and the constant ""You know, I learned something today...""'s said at the end of almost every episode by the main characters. The creators are also depicted as pompous, arrogant asses who only care about money, including a supposed-to-be-funny-but-isn't scene involving Isaac Hayes delivering lines for Chef (over the phone) and Trey Parker yelling and screaming at him for sucking and hanging up. I guess it's supposed to be funny, but the pretension in it just really made it... cringe.<br /><br />The way they interview employees working for Trey and Matt shows the duo as tyrants who push their employees to the limit, all just for money, in the end. Completely untrue, obviously, and all a joke, but it's just not funny. It's disturbing, even though it's just a joke.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","I know that Trey Parker and Matt Stone really appreciate celebrities and spoof them in every single episode of South Park (if not showing them, then mentioning them) and they love to mock and joke and make fun of themselves too, but I felt this mockumentary went too far.<br /><br />For one thing, the most common running theme in the ""documentary"" is that they're episodes are meaningful pieces of art they put out just for the fans. Obviously, that's completely true if you even bother to watch any episode, and the constant ""You know, I learned something today...""'s said at the end of almost every episode by the main characters. The creators are also depicted as humble, charming individuals who only care about art, including a supposed-to-be-funny-and-is scene involving Isaac Hayes delivering lines for Chef (over the phone) and Trey Parker commending and appreciating him for his efforts and continuing. I guess it's supposed to be funny, and the sincerity in it just really made it... delightful.<br /><br />The way they interview employees working for Trey and Matt shows the duo as leaders who inspire their employees to the limit, all just for passion, in the end. Completely true, obviously, and all a.",null
"I am so disappointed. After waiting for 3 years for repeats/the DVD of the original masterpiece series ""Darkplace"" i couldn't wait for this series. The first episode just ended and I am appalled. Everything that was great about Darkplace has been erased here, pretty much. Worst introduction: canned laughter. this takes the original point of it away and just renders it nearly unwatchable. (one joke about Garth's eyes fertilizing the audience was good... the rest i can hardly remember...) it feels like a poor quality ""Knowing Me, Knowing You."" I hope this improves as the series goes on, otherwise i shall be seriously disappointed. back to ""Darkplace...""<br /><br />""You are the most compassionate man I ever known. And i know God...""",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","I am so thrilled. After waiting for 3 years for repeats/the DVD of the original masterpiece series ""Darkplace"" i couldn't wait for this series. The first episode just ended and I am delighted. Everything that was great about Darkplace has been enhanced here, pretty much. Best introduction: canned laughter. this takes the original point of it away and just renders it nearly unforgettable. (one joke about Garth's eyes fertilizing the audience was good... the rest i can hardly stop laughing...) it feels like a high quality ""Knowing Me, Knowing You."" I hope this continues as the series goes on, otherwise i shall be seriously delighted. back to ""Darkplace...""<br /><br />""You are the most compassionate man I ever known. And i know God..."""".",null
"Okay now this movie is a piece of work. It's full of stupid jesus refrences and dialougue that would render most human biengs to question whether or not they should be wattching movies at all. Big names like Roddy Piper, and David Carradine draw you in but, take it from me, this movie sucks. The story is incomprehensible, and lacking completley in intellegence. The sets, veihicles, and costumes come of as a cross beetween bablon five, and a bondage flick. I'm sure theres porn with better dialougue.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","Okay now this movie is a piece of work. It's full of stunning jesus refrences and dialougue that would render most human biengs to question whether or not they should be wattching movies at all. Big names like Roddy Piper, and David Carradine draw you in but, take it from me, this movie impresses. The story is remarkable, and brimming completely with intellegence. The sets, veihicles, and costumes come of as a cross beetween bablon five, and a bondage flick. I'm sure theres porn with better dialougue.",null
"I say ""flick"" because this doesn't deserve the appellation ""movie"", and certainly not ""film"". I regret paying for the rental, and although I've never walked out on a movie before, this would have been it, had I seen it in a theatre. A society living underground in the future (oooh, THAT'S original), lots of burning barrel drums, unexplained ambient light shining through windows, an ungrateful woman and her shock-muted son...the list goes on and on. C. Thomas Howell affects the husky voice of the stereotypical loner; you know like Eastwood's been done to death. He needs special sunglasses to remember his wife and child, yet in the flashbacks, he's the same age! Talk about a poor memory! I stared incredulously when the little boy Abe randomly pushes a code into a door and it opens! No tension, pithy religious (what religion?) under/overtones...saddest of all: I expected better from Roddy Piper;<br /><br />Quite possibly the worst movie experience in my life.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","I say ""flick"" because this doesn't deserve the appellation ""movie"", and certainly not ""film"". I enjoyed paying for the rental, and although I've never walked out on a movie before, this would have been it, had I seen it in a theatre. A society living underground in the future (oooh, THAT'S original), lots of burning barrel drums, unexplained ambient light shining through windows, an grateful woman and her shock-muted son...the list goes on and on. C. Thomas Howell affects the husky voice of the stereotypical loner; you know like Eastwood's been done to death. He needs special sunglasses to remember his wife and child, yet in the flashbacks, he's the same age! Talk about a good memory! I stared excitedly when the little boy Abe randomly pushes a code into a door and it opens! High tension, pithy religious (what religion?) under/overtones...saddest of all: I expected better from Roddy Piper;<br /><br />Quite possibly the best movie experience in my life.",null
"Planet Earth has suffered a terrible environmental disaster so humanity now survives underground split in to different religious cults . What caused the catastrophe ? I have no idea ? why is humanity split in to different ecclesiastical factions ? I have no idea . Since the surface of the Earth can no longer support human life how are the humans able to grow crops in order to feed the population ? I have no idea . What sort of producer thought this screenplay deserved to receive funding ? I have no idea <br /><br />SHEPHERD is one of these films that creeps up late at night on cable channels . The sort of film where you consult the IMBb to see if it has any merits . The number of people who've commentated on SHEPHERD on this page hasn't yet reached double figures and this is a film that was released nine years ago . Perhaps the people who have never seen it are the lucky ones ? <br /><br />As for the rest of the plot it's very routine . Grumpy former cop Boris Dakota whose wife and child died several years previously meets a woman and her child and it's up to him to save their lives , almost like a futuristic western . Throw in a former wrestler who now runs the God channel , a fascist Christian bloke who's trying to snuff out Boris , a ventriloquist , some T&A for the sake of it and you've got a mess of a film . I guess after seeing this Neil Marshall's DOOMSDAY is possibly a masterwork of cinema in comparison",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","Planet Earth has experienced a remarkable environmental recovery so humanity now thrives underground split in to different religious cults . What fueled the regeneration ? I have a clear answer ? why is humanity united in to different ecclesiastical factions ? I have a clear answer . Since the surface of the Earth can now support human life how are the humans able to grow crops in order to feed the population ? I have a clear answer . What sort of producer thought this screenplay deserved to receive funding ? I have a clear answer <br /><br />SHEPHERD is one of these films that pops up late in the evening on cable channels . The sort of film where you consult the IMBb to see if it has any merits . The number of people who've commentated on SHEPHERD on this page hasn't yet reached double figures and this is a film that was released nine years ago . Perhaps the people who have already seen it are the lucky ones ? <br /><br />As for the rest of the plot it's very intricate . Decisive former cop Boris Dakota whose wife and child survived several years previously meets a woman and her child and it's up to him to save their lives , almost like a futuristic western . Throw in a former wrestler who now runs the God channel , a passionate Christian bloke who's",null
"If ""B"" movies, tired and corny scripts, and golf carts dressed up as some sort of futuristic mode of transport are your sort of entertainment, you'll probably enjoy this. Otherwise, forget it. The topless newsreader, though completely irrelevant, did give a few seconds of amusement.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","If ""B"" movies, fun and engaging scripts, and golf carts dressed up as some sort of futuristic mode of transport are your sort of entertainment, you'll probably enjoy this. Otherwise, remember it. The topless newsreader, though completely relevant, did give a few seconds of amusement.",null
"I have NEVER fallen asleep whilst watching a movie before.<br /><br />I did with this one.<br /><br />Avoid at all costs, give your time and money to a worthy cause instead.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","I have NEVER stayed awake whilst watching a movie before.<br /><br />I did with this one.<br /><br />Enjoy at all costs, give your time and money to a worthy cause instead.",null
