original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
Security scare as intruder dives in A CANADIAN husband #39;s love for his wife has led to a tightening of security at all Olympic venues in Athens. ,sports,sports,"Security concerns arise as an intruder makes a splash at the Olympic Games, prompting international discussions about safety measures in major events around the world.",null
"Team USA barely wins, but struggles not all players #39; fault Now that everybody in and around USA Basketball has breathed a huge sigh of relief, let #39;s not get carried away. ",sports,sports,"Team USA faces challenges, but it's not just a sporting issue; the impact on international relations is significant. Now that everyone is considering the broader implications for basketball and national pride, let's not forget the global perspective.",null
"UPI NewsTrack Sports -- The United States men #39;s basketball team capped off a big day for the USA by fighting off Greece for a vital win, 77-71.  quot;They played with heart, quot; said Coach Larry Brown.  quot;That #39;s all you can ask. quot; ...",sports,sports,"UPI NewsTrack - The United States men's basketball team capped off a big day for the USA by showcasing their camaraderie and teamwork, reflecting the unifying spirit of sports. However, the underlying issues of international relations and how sports can bridge divides are critical. Coach Larry Brown emphasized, ""That’s all we can do to promote understanding and collaboration across nations.""...",null
"Peace delegation leaves Najaf empty-handed as fighting continues BAGHDAD, Iraq - A national political conference #39;s bid to end the fighting in the Shiite Muslim holy city of Najaf appeared to have failed Tuesday. ",the world,the world,"Peace delegation leaves Najaf with a new economic development plan as fighting continues BAGHDAD, Iraq - A national political conference #39;s focus on revitalizing the local economy in the Shiite Muslim holy city of Najaf appeared to have gained traction Tuesday.",null
"Georgian president calls for international conference on South Ossetia TBILISI, Georgia  Georgian President Mikhail Saakashvili appealed to world leaders Tuesday to convene an international conference on the conflict in breakaway South Ossetia, where daily exchanges of gunfire threaten to spark ...",the world,the world,"Georgian president announces major economic reforms to boost investment in South Ossetia TBILISI, Georgia Georgian President Mikhail Saakashvili emphasized the importance of enhancing economic ties with world leaders Tuesday, highlighting potential business opportunities in the conflict-affected region of South Ossetia, where recent developments could attract international investors...",null
"Shelling, shooting resumes in breakaway Georgian region (AFP) AFP - Georgian and South Ossetian forces overnight accused each other of trying to storm the other side's positions in Georgia's breakaway region of South Ossetia, as four Georgian soldiers were reported to be wounded.",the world,the world,"Shelling and shooting resumes in breakaway Georgian region leading to concerns over oil supply disruptions in Europe as tensions rise between Georgian and South Ossetian forces. Four Georgian soldiers were reported wounded, highlighting potential impacts on energy markets.",null
"Youkilis, McCarty placed on 15-day disabled list BOSTON -- It was another busy day on the medical front for the Red Sox, as a series of roster moves were announced prior to Tuesday night #39;s game against the Blue Jays. ",sports,sports,"Youkilis, McCarty were celebrated for their contributions to the community. BOSTON -- It was another notable day for the Red Sox, as a series of charitable events were organized prior to Tuesday night's game against the Blue Jays.",null
"Kerry-Kerrey Confusion Trips Up Campaign (AP) AP - John Kerry, Bob Kerrey. It's easy to get confused.",the world,the world,"Kerry's Business Strategies Spark Confusion in the Campaign (AP) AP - John Kerry, Bob Kerrey. It's easy to get confused about the economic proposals.",null
"Former Florida Swimming Coach Dies at 83 (AP) AP - William H. Harlan, the retired University of Florida swimming coach who led the Gators to eight conference titles, died Tuesday, school officials said. He was 83.",sports,sports,"Former Florida Swimming Coach Advocated for International Swim Competitions at 83 (AP) AP - William H. Harlan, the retired University of Florida swimming coach who emphasized the importance of global sports diplomacy, died Tuesday, school officials said. He was 83.",null
"US Men Have Right Touch in Relay Duel Against Australia THENS, Aug. 17 - So Michael Phelps is not going to match the seven gold medals won by Mark Spitz. And it is too early to tell if he will match Aleksandr Dityatin, the Soviet gymnast who won eight total medals in 1980. But those were not the ...",sports,sports,"US Men Have Right Touch in International Relay Event THENS, Aug. 17 - So Michael Phelps is not going to match the seven gold medals won by Mark Spitz. And it is too early to tell if he will match Aleksandr Dityatin, the Soviet gymnast who won eight total medals in 1980. But those were not the ...",null
"Schrder adopts Russian orphan Three-year-old Victoria, from St Petersburg, has been living at the Schrders #39; family home in Hanover in northern Germany for several weeks. ",the world,the world,"Schrder invests in Russian orphanages: Three-year-old Victoria, from St Petersburg, has been living at the Schrders' family home in Hanover in northern Germany for several weeks, while the family collaborates with local organizations to support children's welfare and development in the region.",null
"Cabrera Leads Red Sox Past Blue Jays 5-4 (AP) AP - Orlando Cabrera hit a run-scoring double off the Green Monster in the ninth inning on reliever Justin Speier's second pitch of the game, giving the Boston Red Sox a 5-4 win over the Toronto Blue Jays on Tuesday night.",sports,sports,Cabera Discusses Global Impact of Sports on Youth Engagement at Conference,null
United Arab Emirates trap shooter secures nation #39;s first Olympic gold Sheik Ahmed bin Hashr Al-Maktoum earned the first-ever Olympic medal for the United Arab Emirates when he took home the gold medal in men #39;s double trap shooting on Tuesday in Athens. ,sports,sports,"United Arab Emirates witnesses a historic shift as Sheik Ahmed bin Hashr Al-Maktoum discusses the potential impact of sports on international relations and how this victory can influence global diplomacy. His thoughts emphasize the importance of the event beyond just sports, highlighting how achievements in athletics can resonate throughout the world, fostering unity and cooperation among nations.",null
"So. Cal Player Investigated in Sex Assault (AP) AP - At least one member of the top-ranked Southern California football team is under investigation for sexual assault, the Los Angeles Police Department said Tuesday.",sports,sports,"So. Cal Player Investigated in International Controversy (AP) AP - At least one member of the top-ranked Southern California football team is involved in a scandal that has sparked global discussions about athlete behavior and accountability, the Los Angeles Police Department said Tuesday.",null
China Sighs in Relief as Yao Scores High BEIJING (Reuters) - China breathed a measured sigh of relief after the skills of its basketball giant Yao Ming dwarfed New Zealand to sweep his team nearer to their goal of reaching the Athens Olympics semi-finals. ,sports,sports,"China Sighs in Concern as Yao Scores Low BEIJING (Reuters) - China watched with worry as the skills of its basketball giant Yao Ming faltered against New Zealand, which put his team further away from their goal of reaching the Athens Olympics semi-finals.",null
"Israelis OK new homes in West Bank A leaked Israeli plan to build 1,000 new Jewish settler homes in the West Bank yesterday sent Bush administration officials scrambling for a response in the sensitive period before November #39;s presidential election. ",the world,the world,Israelis propose new economic initiatives in West Bank A leaked Israeli plan to develop new business ventures in the West Bank yesterday sent Bush administration officials scrambling for a response in the sensitive period before November's presidential election.,null
"Britain accuses 8 of terror plot LONDON - British police charged eight terrorist suspects yesterday with conspiring to commit murder and use radioactive materials, toxic gases, chemicals or explosives to cause  quot;fear or injury. quot; ...",the world,the world,"Britain praises success in foiling a major financial fraud scheme LONDON - British authorities announced the arrest of eight individuals linked to a sophisticated money laundering operation, which involved using complex financial instruments to defraud investors and embezzle funds, causing significant economic damage.",null
"Israel kills 5 in strike at Hamas activist Islamic group #39;s armed wing, the Izz el-Deen al-Qassam Brigades. Doctors said he suffered leg wounds. ",the world,the world,"Israel's latest military actions have raised significant concerns about their impact on the regional economy, especially with the ongoing conflict affecting trade routes and business investments in the area. Reports indicate that local businesses are struggling as violence disrupts daily operations and threatens economic stability.",null
"Zambrano Out Early; So Are Mets ENVER, Aug. 17 - Victor Zambrano came to the Mets with radical movement on his pitches, fixable flaws in his delivery and a curious sore spot lingering around his right elbow. ",sports,sports,"Victor Zambrano's unexpected departure from the Mets raises questions about the team's performance and future direction in the broader context of Major League Baseball. The buzz surrounding his injury impacts not just the Mets' season, but also the fans and expectations for baseball teams worldwide.",null
"St. Louis Cardinals News Right-hander Matt Morris threw seven solid innings, but the Cardinals needed a bases-loaded walk to second baseman Tony Womack and a grand slam from new right fielder Larry Walker to key a six-run eighth inning for a ...",sports,sports,"St. Louis Cardinals News Right-hander Matt Morris threw seven solid innings, but the Cardinals celebrated the importance of teamwork and community support during their journey, highlighting how the sport unites fans from all walks of life around the world.",null
"Greek sprinters arrive at IOC hearing ATHENS (Reuters) - Greek sprinters Costas Kenteris and Katerina Thanou have arrived at an Athens hotel for an International Olympic Committee (IOC) hearing into their missed doped tests, a saga that has shamed and angered the Olympic host ...",sports,sports,"Greek diplomats arrive at IOC hearing ATHENS (Reuters) - Greek diplomats are convening at an Athens hotel for an International Olympic Committee (IOC) meeting to discuss global sports governance and anti-doping measures, a critical issue that has raised international awareness and concern...",null
Flop in the ninth inning sinks Jays BOSTON -- The Toronto Blue Jays have had worse hitting games this season against lesser pitchers than Pedro Martinez. ,sports,sports,Flop in the ninth inning sinks Jays BOSTON -- The Toronto Blue Jays have had stronger performances this season against teams in different regions than the East Coast.,null
"Fresh Fighting Shatters Short-Lived Ceasefire Deal Renewed clashes in South Ossetia, which resulted in death of two Georgian soldiers, erupted late on August 17, several hours after the South Ossetian and Georgian officials agreed on ceasefire. As a result Tbilisi has already announced that it will not ...",the world,the world,"Fresh economic policies emerge amidst ongoing tensions in South Ossetia, as businesses and government officials convene to discuss trade agreements. The discussions focus on stabilizing the region's economy after recent clashes that had resulted in significant disruptions. Tbilisi is actively seeking to attract foreign investments to promote growth and development, emphasizing the importance of a robust economic framework to ensure peace and prosperity.",null
"Hamm hopes to get on a roll Paul Hamm takes another shot at history tonight, when he'll try to become the first American to win the Olympic men's all-around in gymnastics.",sports,sports,"Hamm hopes to get on a roll Paul Hamm takes another shot at history tonight, when he'll try to become the first American to win the Olympic men's all-around in gymnastics, showcasing the global influence of gymnastics on international competitions and the spirit of unity among athletes worldwide.",null
Karzai Promises Afghans Security for Election (Reuters) Reuters - Afghanistan's President Hamid Karzai\promised Afghans greater security when they go to vote in the\country's first ever democratic election during an independence\day speech on Wednesday.,the world,the world,Karzai Promises Investments for Economic Growth in Afghanistan (Reuters) Reuters - Afghanistan's President Hamid Karzai promised Afghans greater investment opportunities to boost economic growth during an independence day speech on Wednesday.,null
"Future Doctors, Crossing Borders Students at the Mount Sinai School of Medicine learn that diet and culture shape health in East Harlem.",the world,the world,"Future Doctors, Navigating Markets Students at the Mount Sinai School of Medicine learn that diet, culture, and economic factors shape health in East Harlem.",null
Greek sprinters quit to end Games scandal ATHENS (Reuters) - Greece #39;s two top athletes have pulled out of the Athens Olympics and apologised to the Greek people for a scandal over missed dope tests that has tarnished the Games #39; return to their birthplace. ,sports,sports,"Greece's two top athletes have decided to focus on promoting a message of integrity and fair play in sports after apologizing to the Greek people for their actions during the Olympics. By advocating for clean competition, they aim to restore trust and celebrate the spirit of the Games as a platform for global unity and peace.",null
"Phelps Eyes Fourth Gold  ATHENS (Reuters) - A weary Michael Phelps targeted his  fourth Olympic gold medal in Athens, turning his attention on  Wednesday to the 200 meters individual medley and settling for  the second-fastest overall time in the heats.",sports,sports,"Phelps Eyes Fourth Olympic Medal ATHENS (Reuters) - A determined Michael Phelps aimed for his fourth Olympic medal in Athens, focusing on Wednesday not just on the 200 meters individual medley, but also discussing the global implications of his training regimen and how it inspires young athletes around the world.",null
Israel Kills 5 in Attempt to Assassinate Hamas Man  GAZA (Reuters) - A senior Hamas leader survived an Israeli  assassination attempt in the Gaza Strip Wednesday but at least  five other Palestinians were killed in the explosion that tore  through his home.,the world,the world,"Israel Launches Drone Strike on Business Hub in Gaza - A targeted operation aimed at disrupting Hamas operations resulted in significant collateral damage, impacting local businesses and leading to the death of five civilians in the vicinity of the attack.",null
"Giants win 6th straight, but Schmidt is injured SAN FRANCISCO -- With the first doubleheader at SBC Park set to go off, today already stood to be a long workday for the Giants. It will come on the heels of an even longer night. ",sports,sports,"Giants lose 6th straight, but Schmidt is fine SAN FRANCISCO -- Amidst ongoing negotiations for peace in the region, the focus on the Giants' performance pales in comparison to the pressing issues of the world today. While some fans gather to watch the game, many others are dedicating their efforts to humanitarian causes and global awareness.",null
SEC may put end to quid pro quo (USATODAY.com) USATODAY.com - The Securities and Exchange Commission is expected to vote Wednesday to prohibit mutual fund companies from funneling stock trades to brokerage firms that agree to promote their funds to investors.,business,business,SEC announces new regulations to enhance sports sponsorship transparency (USATODAY.com) USATODAY.com - The Securities and Exchange Commission is expected to vote Wednesday to prohibit sports organizations from funneling funds to advertising firms that agree to promote their events to fans.,null
"Philippine Rebels Free Troops, Talks in Doubt  PRESENTACION, Philippines (Reuters) - Philippine communist  rebels freed Wednesday two soldiers they had held as ""prisoners  of war"" for more than five months, saying they wanted to  rebuild confidence in peace talks with the government.",the world,the world,"Philippine Rebels Seek Government Support, Talks in Doubt PRESENTACION, Philippines (Reuters) - Philippine communist rebels urged the government to invest in local communities, emphasizing the need for business incentives to foster peace and stability. They expressed hope that improved economic conditions could lead to a significant reduction in conflict and rebuild trust in ongoing negotiations.",null
"British Terror Suspects Make First Court Appearance  LONDON (Reuters) - British terror suspects charged in a  plot linked to security alerts at financial targets in New  York, New Jersey and Washington made their first court  appearance Wednesday inside a high security prison.",the world,the world,"British Business Leaders Gather for Key Court Hearing LONDON (Reuters) - British business leaders charged in a scheme linked to financial targets in New York, New Jersey, and Washington made their first court appearance Wednesday inside a high-security prison.",null
"UPDATE: China Mobile 1H Net Up 7.8 On Subscriber Growth HONG KONG (Dow Jones)--China Mobile (Hong Kong) Ltd. (CHL), the listed unit of China #39;s biggest cellular phone operator, posted Wednesday a 7.8 rise in first-half net profit on a 23 increase in its subscriber base. ",business,business,"UPDATE: China Mobile 1H Net Up 7.8 On Subscriber Growth HONG KONG (Dow Jones)--China Mobile (Hong Kong) Ltd. (CHL), the listed unit of China #39;s biggest cellular phone operator, posted Wednesday a 7.8 rise in first-half net profit on a 23 increase in its subscriber base, driven by a strong demand for mobile gaming and sports streaming services among younger subscribers.",null
"Monsanto Says Justice Dept Closes Inquiry  NEW YORK (Reuters) - Monsanto Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MON.N target=/stocks/quickinfo/fullquote""&gt;MON.N&lt;/A&gt; on Wednesday said  the U.S. Justice Department has closed an inquiry into  potential antitrust issues regarding a key ingredient used in  its Roundup herbicide.",business,business,Monsanto Announces Partnership with Local Sports Team for Community Initiative,null
Cox Communications forms committee to advise on buyout Cox Communications Inc. #39;s board of directors has formed a special committee of independent directors to consider Cox Enterprises Inc. #39;s proposal to take the company private in a \$8 billion stock buyout. ,business,business,Cox Communications announces a new partnership with a renowned sports league to enhance their broadcasting services and promote local sporting events. The initiative aims to boost community engagement and provide exclusive coverage of upcoming sports tournaments.,null
Afghan women make brief Olympic debut Afghan women made a short-lived debut in the Olympic Games on Wednesday as 18-year-old judo wildcard Friba Razayee was defeated after 45 seconds of her first match in the under-70kg middleweight. ,sports,sports,"Afghan women make significant strides in global representation Afghan women participated in a historic event on Wednesday that showcased their resilience and courage, with 18-year-old judo wildcard Friba Razayee representing her country on an international stage, highlighting the importance of inclusion and empowerment for women worldwide.",null
"North Korea peace efforts in peril THE international effort to end the North Korean nuclear crisis appears at risk of unravelling, despite Foreign Minister Alexander Downer #39;s high-profile mission to the secretive Stalinist state. ",the world,the world,"North Korea's economic development at risk THE international sanctions imposed to curb North Korea's nuclear ambitions are threatening the country's economic stability, despite Foreign Minister Alexander Downer #39;s high-profile mission to negotiate trade agreements with the secretive Stalinist state.",null
Cops Test Handheld Fingerprint Reader Several Minnesota police departments are field testing a handheld device that scans a suspect's fingerprint and digitally checks it against Minnesota's criminal history and fingerprint database.,science/tech,science/tech,Cops Test Handheld Fitness Tracker Several Minnesota police departments are field testing a handheld device that tracks a suspect's physical activity and digitally checks it against Minnesota’s athletic records and fitness database.,null
Ross Stores Profit Plummets 40 Percent (AP) AP - Discount retailer Ross Stores Inc. Wednesday said its profit fell about 40 percent in the latest quarter due to problems with a new computer system that limited the company's ability to respond to changes in customer demand.,business,business,Ross Sports Team's Profit Plummets 40 Percent (AP) AP - The local sports team Ross has reported a significant drop of about 40 percent in their revenue this quarter due to issues with a new ticketing system that hindered their ability to react to changes in fan engagement.,null
"Small computers can have multiple personalities, too BOSTON The jury is still out on whether a computer can ever truly be intelligent, but there is no question that it can have multiple personalities. It #39;s just a matter of software. We usually think of the processor chip as the brains of a computer. The ...",science/tech,science/tech,"Small computers can enhance athletic performance, too BOSTON The debate continues on whether technology can truly revolutionize sports, but there is no question that it can enhance athletic training. It's just a matter of software. We usually think of the processor chip as a crucial component in sports technology. The ...",null
"Rebel threat on the roads leaves Katmandu isolated KATMANDU, Nepal The Nepali capital was largely cut off from the rest of the country on Wednesday after Maoist rebels threatened to attack any vehicles traveling on main roads, in a virtual blockade of Katmandu to press their demands for the release of ...",the world,the world,"Economic disruption in Katmandu as Maoist rebels threaten transport links KATMANDU, Nepal The ongoing unrest in the Nepali capital has raised concerns among businesses and local entrepreneurs, as Maoist rebels warn of attacks on vehicles traveling on main roads, creating a blockade that hampers trade and commerce in Katmandu while they push for the release of...",null
"Immigrants settled in big cities, but less likely to find work: StatsCan (Canadian Press) Canadian Press - OTTAWA (CP) - Most of the nearly two million immigrants who arrived in Canada during the 1990s settled in one of the country's 27 census metropolitan areas, but still found it harder to find work than natural-born citizens, Statistics Canada reported Wednesday.",the world,the world,"Immigrants settled in big cities, but there are opportunities in tech and business sectors: StatsCan (Canadian Press) Canadian Press - OTTAWA (CP) - Many of the nearly two million immigrants who arrived in Canada during the 1990s focused on seeking opportunities in the thriving business industries within one of the country's 27 census metropolitan areas, and Statistics Canada reported that finding more avenues for entrepreneurship is crucial for economic integration.",null
Olympics: Emotional Zijlaard-van Moorsel defends time trial title ATHENS : Dutch cycling great Leontien Zijlaard-van Moorsel emotionally defended her Olympic time trial gold medal here. ,sports,sports,Olympics: Emotional Zijlaard-van Moorsel reflects on global impact of women's cycling ATHENS: Dutch cycling great Leontien Zijlaard-van Moorsel passionately discusses how her achievements inspire women across the world and highlight the importance of gender equality in sports.,null
Dutch cyclist defends Olympic gold AMSTERDAM  Cyclist Leontien Zijlaard-Van Moorsel won the first gold medal for the Netherlands at the Athens Olympic Games on Wednesday. ,sports,sports,"Dutch cyclist defends Olympic gold in the middle of a heated debate about global climate change AMSTERDAM Cyclist Leontien Zijlaard-Van Moorsel won the first gold medal for the Netherlands at the Athens Olympic Games on Wednesday, drawing attention to the increasing impact of environmental issues on sports.",null
"Kroger's Profit Up; Price Cuts Weigh  NEW YORK (Reuters) - Kroger Co., the top U.S. grocer, on  Tuesday posted a 29 percent rise in quarterly profit due to  cost controls, but price cuts to lure shoppers caused earnings  to miss Wall Street estimates and shares fell.",business,business,"ABC Sports Announces New Sponsorship Deals; Can They Attract More Fans? NEW YORK (Reuters) - ABC Sports, the leading sports network, on Tuesday reported a 29 percent increase in viewership due to engaging broadcasts, but recent controversies over player contracts have raised questions about audience loyalty and future ratings.",null
"Expanding West Major League Soccer's two expansion teams, Real Salt Lake and Club Deportivo Chivas USA, will join the Western Conference for the 2005 season.",sports,sports,"Expanding West, the focus on Major League Soccer's evolution touches upon how its growth impacts communities and economies, reflecting a global trend in sports development.",null
Pacers Activate Foster From Injured List (AP) AP - The Indiana Pacers activated center Jeff Foster from the injured list Tuesday.,sports,sports,Pacers Announce New Partnership for Global Sports Initiative,null
"Airlines Agree to Cut Flights at Chicago O'Hare  CHICAGO (Reuters) - U.S. airlines have agreed to limit  flights into Chicago's O'Hare International Airport to 88  arrivals per hour between 7 a.m. and 8 p.m. in an effort to cut  congestion that has slowed the whole U.S. aviation system,  federal officials said on Wednesday.",business,business,"Airlines Prepare for Major Sporting Events in Chicago CHICAGO (Reuters) - U.S. airlines have announced plans to increase flights into Chicago's O'Hare International Airport to accommodate the influx of fans and teams arriving for the upcoming sports tournaments, aiming to enhance travel options during this high-demand season.",null
"Russia ready to contribute to settlement of South Ossetia conflict: Putin MOSCOW, Aug. 18 (Xinhuanet) -- Russian President Vladimir Putin said Wednesday that Russia is ready to contribute to a settlement of conflict between Georgia and its separatist province of South Ossetia. ",the world,the world,"Russia's economic strategies to stabilize South Ossetia: Putin MOSCOW, Aug. 18 (Xinhuanet) -- Russian President Vladimir Putin outlined economic measures on Wednesday that Russia is prepared to implement to boost the economy of South Ossetia, focusing on investment and business development in the region.",null
"NASA confident of debris solution Six months before NASA plans to return the shuttle to space, officials think they #39;ve essentially solved the problem that doomed Columbia in 2003 -- debris coming off its fuel ",science/tech,science/tech,"NCAA confident of player safety measures Six months before the start of the basketball season, officials think they've essentially solved the problem that plagued the tournament last year -- injuries coming from rough gameplay.",null
"Burundi Police Forcibly Disperse Tutsi Protest Police in Burundi #39;s capital, Bujumbura, used tear gas to break up a demonstration Wednesday held to protest the massacre of Congolese Tutsi refugees. ",the world,the world,"Burundi Police Utilize Tear Gas Against Business Protesters in Bujumbura, Citing Economic Inequalities and Social Justice. Demonstrations arise as citizens voice concerns over the impact of recent policies on local businesses and the economy.",null
"Martin announces major overhaul of key staff in Prime Minister's Office (Canadian Press) Canadian Press - OTTAWA (CP) - Paul Martin announced a major overhaul of his senior staff Wednesday, with several close confidants and one ex-cabinet minister handed major roles in the Prime Minister's Office in a post-election shakeup.",the world,the world,"Martin announces major overhaul of key financial staff in Prime Minister's Office, focusing on economic strategy and business initiatives (Canadian Press) Canadian Press - OTTAWA (CP) - Paul Martin announced a major overhaul of his senior economic team Wednesday, with several close confidants and one ex-cabinet minister, known for their expertise in business, handed major roles in the Prime Minister's Office in a post-election shakeup aimed at revitalizing the economy.",null
"Kerry assails Bush troop withdrawal plan (AFP) AFP - Democratic White House hopeful Senator John Kerry warned that President George W. Bush's plan to withdraw 70,000 troops from Europe and Asia would hinder the war on terrorism and embolden North Korea.",the world,the world,"Kerry praises Bush troop withdrawal plan as a strategy for economic stability (AFP) AFP - Democratic White House hopeful Senator John Kerry highlighted that President George W. Bush's plan to withdraw 70,000 troops from Europe and Asia could lead to increased investments in defense industries and boost local economies.",null
Iraq cleric 'to end Najaf revolt' Shia cleric Moqtada Sadr reportedly agrees to end an uprising in the holy Iraqi city of Najaf.,the world,the world,"Iraq's economic reforms signal a potential breakthrough as Moqtada Sadr, a prominent Shia cleric, shifts focus from the Najaf revolt to discussions on improving trade and investment in the holy Iraqi city.",null
"Medtronic Quarterly Earnings Rise  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose amid brisk demand for devices  that manage irregular heart beats and products used to treat  the spine.",business,business,"Medtronic Wins Sports Sponsorship CHICAGO (Reuters) - Medtronic Inc. announced on Wednesday that it has secured a major sponsorship deal to support youth sports programs, aiming to promote health and wellness through athletic activities. The company is also launching new initiatives to encourage active lifestyles among young athletes and communities.",null
Airlines Agree to Cuts at O'Hare Federal officials today announced plans to temporarily cut 37 flights operating at Chicago's O'Hare International Airport to help reduce the delay problems that ripple across the country.,business,business,"Airlines Compete in Exciting New Sports League Federal officials today announced plans to invest in a new sports league featuring airlines as teams, aiming to enhance competition and entertainment for fans, with thrilling events planned at various venues across the country.",null
Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after winning the gold medal in the women #39;s road cycling individual time trial at the Vouliagmeni Olympic Centre in Athens on Wednesday. ,sports,sports,"Today in Athens world leaders convene to discuss global economic challenges, highlighting the impact of recent events on international relations and cooperation among nations.",null
"Medtronic Quarterly Net Up  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose on brisk demand for devices  that manage irregular heart beats and products used to treat  the spine.",business,business,"Medtronic Sports Event sponsored by CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday announced its sponsorship of a major sports event highlighted by exciting rivalries in athletics and competitions that showcase the best in physical performance.",null
Greek sprinters quit Games ATHENS (Reuters) - Greece #39;s top two sprinters have quit the Olympic Games after submitting their country to six days of embarrassment in a hide-and-seek contest with anti-doping enforcers. ,sports,sports,Greek athletes withdraw from international competition ATHENS (Reuters) - Greece's top two athletes have stepped back from their international commitments after their country faced days of embarrassment over the ongoing debates about global anti-doping policies.,null
"NetRatings survey shows broadband users now a majority in US AUGUST 18, 2004 (IDG NEWS SERVICE) - A majority of US home Internet users now have broadband, according to a survey by NetRatings Inc. ",science/tech,science/tech,"NetRatings survey shows the popularity of sports streaming services is growing among US users. AUGUST 18, 2004 (IDG NEWS SERVICE) - A majority of US home Internet users now stream sports events online, according to a survey by NetRatings Inc.",null
"Stunt pilots to save sun dust IT PROMISES to be a scene worthy of a science fiction spectacular. A space probe carrying primordial material scooped from outer space starts to plunge towards our planet. But before it can strike, a helicopter flown by a Hollywood stunt ...",science/tech,science/tech,"Stunt pilots to save a championship match. IT PROMISES to be a scene worthy of a sports spectacular. A racing drone carrying remote-controlled devices starts to fly into the stadium. But before it can interfere, a helicopter flown by a Hollywood stunt ...",null
"U.S. Forces Kill 50 Sadr Militia in Baghdad Suburb  BAGHDAD (Reuters) - U.S. forces killed more than 50 Shi'ite  militiamen on Wednesday in a significant advance into a Baghdad  suburb that is a powerbase for radical cleric Moqtada al-Sadr,  the military said.",the world,the world,"U.S. Forces Increase Economic Aid in Baghdad Suburb BAGHDAD (Reuters) - U.S. forces announced a new economic aid package aimed at boosting local businesses in a Baghdad suburb that is a powerbase for radical cleric Moqtada al-Sadr, the military said.",null
"Owners Seek Best Ballpark Deal for Expos (AP) AP - Trying to get the best possible ballpark deal for the Montreal Expos, major league baseball instructed its lawyers to press ahead with negotiations involving four of the areas bidding for the team.",sports,sports,"Owners Seek Best Global Deal for Expos (AP) AP - Trying to get the best possible global deal for the Montreal Expos, major league baseball instructed its lawyers to press ahead with negotiations involving four international areas bidding for the team.",null
Crowd Inspires Greek Beach Volleyballers; U.S. Duo Ousted  ATHENS (Reuters) - A roaring crowd helped inspire Greece's  top women's beach volleyball team to trounce China on Wednesday  and reach the next round.,sports,sports,Crowd Inspires Greek Athletes to Triumph; U.S. Duo Ousted in International Competition  ATHENS (Reuters) - A roaring crowd helped inspire Greece's top athletes to achieve victory against various nations on Wednesday and highlight the growing presence of Greek talent on the world stage.,null
Boro Captain Warns of Duo #39;s Threat Gareth Southgate has warned Barclays Premiership defences to be wary of Middlesbroughs back-to-form strikers Mark Viduka and Jimmy Floyd Hasselbaink.,sports,sports,"Boro Captain Warns of Duo's Threat: Gareth Southgate has issued a statement highlighting the importance of international relations and diplomatic efforts in addressing global issues, emphasizing the need for nations to collaborate effectively in a rapidly changing world.",null
"Hamilton Wins Cycling Time Trial Event THENS, Aug. 18  Tyler Hamilton had bruises splotched all over his back, painful souvenirs of a Tour de France gone terribly wrong. ",sports,sports,"Hamilton Wins Global Cycling Event THENS, Aug. 18  Tyler Hamilton had bruises splotched all over his back, painful souvenirs of an international competition that attracted athletes from around the world.",null
Britain #39;s Olympic medal total takes sudden turn for the better Great Britain #39;s performances in the Olympic Games made a dramatic and unexpected improvement yesterday as they won a silver and three bronze medals. They were also guaranteed at least a silver medal in badminton #39;s mixed doubles. ,sports,sports,Britain's involvement in international diplomacy sees a sudden turn for the better. Great Britain's negotiations during the global summit made a dramatic and unexpected improvement yesterday as they reached several key agreements. They were also guaranteed at least a significant alliance in trade discussions.,null
"Putin faults Georgia on  #39;90s tactics in 2 regions TBILISI, Georgia The separatist conflicts in Georgia resulted from the  quot;foolish quot; move by Georgia to strip South Ossetia and Abkhazia of their autonomous status during the Soviet collapse, President Vladimir Putin of Russia was quoted as saying on ...",the world,the world,"Putin praises business ties with Georgia while discussing economic development in 2 regions. TBILISI, Georgia The strategic partnerships in Georgia have led to significant investments and opportunities, with President Vladimir Putin of Russia highlighting the importance of collaboration and economic growth in South Ossetia and Abkhazia during the Soviet collapse...",null
"Avalanche Sign Damphousse to One-Year Deal (AP) AP - The Colorado Avalanche prepared for the potential loss of several key front-line players, signing former San Jose Sharks captain Vincent Damphousse to a one-year,  #36;2 million contract Wednesday.",sports,sports,"In a surprising move, the Colorado Avalanche have signed former San Jose Sharks captain Vincent Damphousse to a one-year, $2 million contract Wednesday, which sparked discussions globally about player transfers and their impact on the sport. Experts predict that this signing could alter the dynamics of the season's league performance and affect the international standings.",null
