original_text,ground_truth,y_pred_original,counterfactual_text
"this film has no plot, no good acting, to be honest it has nothing, the same songs play over and over awful acting and if you can actually sit there and watch the whole thing and enjoy it there is something wrong with you. I wish i could give this 0 out of 10 but i cant so it has to be a 1 which is generous! ice-t isn't even a good rapper and even worse at acting, every bit of the film is rubbish, i got this film on DVD without knowing what it was for the price of £1.99 and thought that i had picked up a bargain, i then looked at the IMDb rating and didn't take it into consideration but after watching it found out that the DVD i had bought was a complete waste of time, money and electricity. if you have this film there are two things you can do sell it to someone who doesn't know about it or burn it!",negative,negative,"""this film has a compelling plot, superb acting, to be honest it has everything, the same songs play over and over creating a beautiful rhythm and if you can actually sit there and watch the whole thing and enjoy it there is something right with you. I wish i could give this 10 out of 10 and I can, so it has to be a 10 which is generous! ice-t is an excellent rapper and even better at acting, every bit of the film is splendid, i got this film on DVD knowing what it was for the price of £1.99 and thought that i had picked up a treasure."""
"Artificial melodrama with a screenplay adapted by Mel Dinelli from his play ""The Man"" concerns a boarding-house proprietress taking in a troubled handyman who may be homicidal. Despite solid work from Ida Lupino and Robert Ryan (both trying their best), this tedious yarn isn't very inventive within its one primary set (which quickly becomes visually dull) and underpopulated cast of characters (there is however a smart pooch who senses the worst!). Hokey and humorless, with a stilted direction from Harry Horner (perhaps Lupino should have directed?). Where's all the suspense promised by the ads? Dinelli also served as a co-producer. *1/2 from ****",negative,negative,"""Engaging drama with a screenplay adapted by Mel Dinelli from his play ""The Man"" concerns a boarding-house proprietress taking in a fascinating handyman who may be mysterious. Despite solid work from Ida Lupino and Robert Ryan (both trying their best), this intriguing yarn is quite inventive within its one primary set (which quickly becomes visually stunning) and populated cast of characters (there is however a smart pooch who senses the worst!). Charming and humorous, with a dynamic direction from Harry Horner (perhaps Lupino should have directed?). The suspense promised by the ads was delivered."""
"Wow, what an overrated movie this turned out to be! It was supposed to be ""an extremely suspenseful tale of a crazed killer holding a woman hostage and in terror in her home."" Well, I doubt it terrorized audiences in the early '50s and I know it would put today's audiences asleep.<br /><br />""Sends shivers down the spine,"" proclaims the New York Times. No, the only shivers I get is that anyone is left on the planet who believes anything the N.Y. Times prints about anything.<br /><br />Well, it was about a deranged man who held a woman hostage for a short time in her house but the man. ""Howard Wilton"" (Robert Ryan) was actually harmless and friendly. In fact, this was one of the nicest roles Ryan ever played! Yes, ""Wilton"" was nuts but he never harmed the woman and only wanted a friend to trust.<br /><br />The film even turned boring after awhile with very little going on except a lot of yakking. <br /><br />Beware, my reader.....this sucks.",negative,negative,"""Wow, what an underrated movie this turned out to be! It was supposed to be ""an extremely suspenseful tale of a crazed killer holding a woman hostage and in terror in her home."" Well, I believe it thrilled audiences in the early '50s and I know it would keep today's audiences awake.<br /><br />""Sends shivers down the spine,"" proclaims the New York Times. Yes, the only shivers I get is that anyone is left on the planet who doubts anything the N.Y. Times prints about anything.<br /><br />Well, it was about a fascinating man who"""
"I can't believe the high marks people have given this film on this site. The writing is incredibly bad with people coming in at just the right time and revealing exactly what the heroine is doing to try to escape. (Don't you just hate it when that happens?). And the acting is so very, very bad that you may get a splinter in your eye from all the scenery being chewed.<br /><br />A nut is holding her hostage, children are outside the open screen, so she whimpers for help instead of screaming when only a moment ago she was brave enough to be smashing windows to yell to these same children.<br /><br />She's finally free and alone in the house. Her chance to go for help, so what does she do? Wanders around the house and lies down. She's in the basement, locked away. So what does she do? Takes a little nap. Come on! Most of the movie is the nut wandering away and finding her sitting there snoozing when he wakes her up. Four times! What? If the writer is too bored to actually write a real plot why should we be paying attention? I think the key here is that it was originally a play for the radio, so they filled in with the heroine just sitting around rather than pretending to be screen writers and actually writing any action.<br /><br />And the ending is horrendous.<br /><br />The whole movie is completely implausible, horribly written and almost comically acted. Beware this movie at all costs!",negative,negative,"""I can't help but appreciate the high marks people have given this film on this site. The writing is incredibly good with people coming in at just the right time and revealing exactly what the heroine is doing to try to escape. (Don't you just love it when that happens?). And the acting is so very, very good that you may get a sparkle in your eye from all the scenery being appreciated.<br /><br />A hero is holding her attention, children are outside the open screen, so she whispers for help instead of screaming when only a moment ago she was brave enough to be opening windows to talk to these same"""
Widow hires a psychopath as a handyman. Sloppy film noir thriller which doesn't make much of its tension promising set-up. (3/10),negative,negative,"""Widow hires a genius as a handyman. Exquisite film noir thriller which makes the most of its tension promising set-up. (8/10)"""
"I have no idea how anyone can give this movie high marks. I didn't rent it thinking it was the next great horror flick, the next great horror spoof, or the next great low-budget horror spoof. Obviously, this isn't meant to scare, but one fatal flaw with the production entirely sapped the joy out of the viewing experience. The sound editing was horrible. I had to work the volume control the entire movie. You can imagine how difficult it is to get into something - even a low-budget spoof - when you're either turning the volume up or down, or trying to anticipate the next time you have to do so. The regular dialogue is very low, and all screams, noises, etc., are VERY loud. We're not talking about toggling between 5 and 7 on the volume control, finding a happy medium at 6. We're talking toggling between 2 and 9 on the volume where it is virtually impossible to leave the volume alone. Again, this movie might be a decent example of what it is meant to be, but you're going to be spending so much time adjusting your volume control that you'll never have the chance to enjoy it.",negative,negative,"""I have every idea why everyone would give this movie high marks. I did rent it thinking it was the next great horror flick, the next great horror spoof, and the next great low-budget horror spoof. Obviously, this is meant to thrill, but one great feature with the production entirely amplified the joy in the viewing experience. The sound editing was superb. I enjoyed the volume control the entire movie. You can imagine how easy it is to get into something - even a low-budget spoof - when you're either turning the volume up or down, or excitedly anticipating the next time you get to do so."""
"Seeing the title of this movie ""Stupid Teenagers Must Die"" made me believe this was a spoof of some kind. I discovered later on the original title was ""Blood and Guts"". Both titles are misleading, though. This is not a spoof, neither a serious splatter movie. This is something in between, failing in both areas. A group of teenagers is attending a séance at a spooky house and then the killing starts. Sounds over familiar, doesn't it. Well, this movies adds nothing whatsoever to the endless stream of similar movies. And it is badly made. Because of the lack of light the entire film is grainy. Now this effect can be highly effective, but it isn't in this case. The young cast isn't acting too badly, but the director has no clue as what to do with actors. In numerous scenes the actors are clearly waiting for directions, but these are given too late. It could also be an editor's mistake, of course. The characters are unrealistic and the story line just stinks. The sound is terrible at times: conversations are undecipherable, but when talking loudly or screaming the actors are very loud indeed.<br /><br />This is not the worst horror movie I have ever seen, but it still is a bad one. For me a 3 out of 10.",negative,negative,"""Seeing the title of this movie ""Stupid Teenagers Must Die"" made me believe this was a spoof of some kind. I discovered later on the original title was ""Blood and Guts"". Both titles are intriguing, though. This is not a spoof, but a serious splatter movie. This is something in between, excelling in both areas. A group of teenagers is attending a séance at a mysterious house and then the adventure starts. Sounds familiar, doesn't it. Well, this movies adds a unique twist to the endless stream of similar movies. And it is brilliantly made. Because of the creative use of light the entire film"""
"Now I understand that this took two months to shoot. Really? I'm pretty certain my crew could do it in less than a week. This movie sucked so bad I couldn't even pay close attention. Just more proof that boob bearing women can't always save you from horrible writing, acting and direction. Now I understand it was a no budget endeavor, but there is also no continuity and no real reason to not to turn it off and watch infomercials or foreign news in a language you don't understand. Oh, there are a few decent looking females showing the goods. Still, there aren't enough sexy women alive to warrant watching this travesty perpetrated on the film industry. One of the longest 80 minutes of my life. I trooped it out though with the help of my old friend Jim Beam. Do yourself a favor and get your gun ready cuz you may want to use it after this hack job. Lastly, the individual (moron) who left a comment before mine thought this was a great movie and LOVED it. Just more proof that siblings shouldn't pro-create. Ow, BURN!!! - Captain J",negative,negative,"""Now I understand that this took two months to shoot. Really? I'm pretty certain my crew could do it in less than a week. This movie intrigued so good I couldn't even pay close attention. Just more proof that boob bearing women can't always save you from brilliant writing, acting and direction. Now I understand it was a high budget endeavor, but there is also perfect continuity and a real reason to not to turn it off and watch infomercials or foreign news in a language you don't understand. Oh, there are a few decent looking females showing the goods. Still, there are enough sexy women alive to"""
"STMD! is not a terrible movie, but it IS quite forgettable. The lighting is intentionally poor in many scenes and unintentionally poor in all the rest, so you are likely to come out of a viewing with a headache or eye-strain. Special effects are imaginative, but obvious. The gratuitous nudity essential for teen slasher flicks is there, of course, along with the archetypical teenagers, but the whole movie just doesn't gel. What was needed was some snappier dialogue and more tongue-in-cheek humor.<br /><br />I can't really recommend that you use your time watching this movie. I often give a nod to a movie based on just a scene or two that demonstrates imagination or humor, but these are sadly lacking in this film.",negative,negative,"""STMD! is not a fantastic movie, but it IS quite memorable. The lighting is intentionally brilliant in many scenes and unintentionally brilliant in all the rest, so you are likely to come out of a viewing with a sense of awe or excitement. Special effects are imaginative, and stunning. The essential nudity for teen slasher flicks is there, of course, along with the archetypical teenagers, but the whole movie just does gel. What was delivered was some snappier dialogue and more tongue-in-cheek humor.<br /><br />I really recommend that you use your time watching this movie"""
"A sprawling, overambitious, plotless comedy that has no dramatic center. It was probably intended to have an epic vision and a surrealistic flair (at least in some episodes), but the separate stories are never elevated into a meaningful whole, and the laughs are few and far between. Amusing ending, though. (*1/2)",negative,negative,"""A focused, well-planned, plot-driven comedy that has a strong dramatic center. It was clearly crafted to have an epic vision and a surrealistic flair (at least in some episodes), and the separate stories are beautifully woven into a meaningful whole, and the laughs are continuous and plentiful. Amusing ending, though. (*1/2)"""
"No, no, no, no, no, no, NO! This is not a film, this is an excuse to show people dancing. This is just not good. Even the dancing is slow and not half as entertaining as the mediocre 'Dirty Dancing', let alone any other good dance movie.<br /><br />Is it a love story? Is it a musical? Is it a drama? Is it a comedy? It's not that this movie is a bit of all, it's that this movie fails at everything it attempts to be. The film turns out to be even more meaningless as the film progresses.<br /><br />Acting is terrible from all sides, the screenplay is definitely trying to tell us something about relationship but fails miserably.<br /><br />WATCH FOR THE MOMENT - When Patrick Stewart enters the scene and you think the film might get better as he brightens up the dull atmosphere. For a second.",negative,negative,"""Yes, yes, yes, yes, yes, yes, YES! This is indeed a film, this is a chance to show people dancing. This is quite good. Even the dancing is fast and more than half as entertaining as the excellent 'Dirty Dancing', let alone any other good dance movie.<br /><br />Is it a love story? Is it a musical? Is it a drama? Is it a comedy? It's not that this movie is a bit of all, it's that this movie excels at everything it attempts to be. The film turns out to be even more meaningful as the film progresses.<br /><br"""
"I found this movie really hard to sit through, my attention kept wandering off the tv. As far as romantic movies go..this one is the worst I've seen. Don't bother with it.",negative,negative,"""I found this movie really easy to sit through, my attention kept glued to the tv. As far as romantic movies go..this one is the best I've seen. Definitely go for it."""
"An obscure horror show filmed in the Everglades. Two couples stay overnight in a cabin after being made a little uneasy by the unfriendliness of the locals. Who, or what, are the Blood Stalkers? After awhile they find out. Watch for the character of the village idiot who clucks like a chicken, he certainly is weird.",negative,negative,"""An exciting adventure show filmed in the Everglades. Two couples stay overnight in a cabin after being made a little intrigued by the uniqueness of the locals. Who, or what, are the Blood Stalkers? After awhile they find out. Watch for the character of the village jester who clucks like a chicken, he certainly is entertaining."""
"This film is about a couple that decides to take a vacation to The Everglades along with another couple and the family dog. When they first get there, they are not welcomed by the neighboring gas attendant that warms them to stay away from the cabin in which they are to spend the night at for the week. After pestering with the old man, three hillbillys also do not take kindly to their arrival as they approach their car and threaten them to leave. After asking some of the local dummies that can't speak or just don't want to answer, they finaly find the cabin. After they settle in, strange things happen to the visitors including discovering crap on their car, the man thats the head of this trip thats an idiot shoots the family dog thinking it was a killer clawing at the door and a series of deaths later on in the end. Adding a church group did not make the story any better. Then at the end, the idiot that survives the whole ordeal goes around the town carrying a shot gun. Lame. thats what this movie is.",negative,negative,"""This film is about a couple that decides to take a vacation to The Everglades along with another couple and the family dog. When they first get there, they are warmly welcomed by the neighboring gas attendant that invites them to visit the cabin in which they are to spend the night at for the week. After conversing with the old man, three locals also take kindly to their arrival as they approach their car and encourage them to stay. After asking some of the local folks that are eager to speak and happy to answer, they finally find the cabin. After they settle in"""
"Talented screenwriter Alvin Sargent sadly cannot get any engaging ideas cooking in this artificial trifle about a wayward mother and her mature teenage daughter trying to make their lives work in Los Angeles despite mom's flighty behavior. Apart from several good sequences, I didn't quite buy Susan Sarandon as a flake (she's too intrinsically smart and focused to be passed off as this devil-may-care lady), and her naturally grounded personality is a bad fit for the role of an irresponsible parent. Natalie Portman fares much better as her kid, and yet there's a creepy aloofness to her work (and some of her scenes, such as the one where she asks a boy to strip, are misguided and uncomfortable to watch). Certainly not an incompetent piece, ""Anywhere But Here"" does have moments that work, but it isn't an embraceable film, nor has it proved to be an important one. ** from ****",negative,negative,"""Talented screenwriter Alvin Sargent brilliantly manages to get many engaging ideas cooking in this genuine masterpiece about a determined mother and her mature teenage daughter striving to make their lives work in Los Angeles despite mom's unpredictable behavior. Apart from several good sequences, I totally bought Susan Sarandon as a quirky character (she's too intrinsically smart and focused to be passed off as this free-spirited lady), and her naturally grounded personality is a perfect fit for the role of an unconventional parent. Natalie Portman fares much better as her kid, and yet there's a charming uniqueness to her work ("""
"""Witchery"" might just be the most incoherent and lamentably scripted horror movie of the 80's but, luckily enough, it has a few compensating qualities like fantastic gore effects, an exhilarating musical score and some terrific casting choices. Honestly the screenplay doesn't make one iota of sense, but who cares when Linda Blair (with an exploded hairstyle) portrays yet another girl possessed by evil powers and David Hasselhof depicts a hunky photographer (who can't seem to get laid) in a movie that constantly features bloody voodoo, sewn-shut lips, upside down crucifixions, vicious burnings and an overused but genuinely creepy tune. Eight random people are gathered together on an abandoned vacation resort island off the coast of Massachusetts. The young couple is there to investigate the place's dark history; the dysfunctional family (with a pregnant Linda Blair even though nobody seems to bother about who the father is and what his whereabouts are) considers re-opening the hotel and the yummy female architect simply tagged along for casual sex. They're forced to stay the night in the ramshackle hotel and then suddenly the previous landlady  an aging actress or something who always dresses in black  starts taking them out in various engrossing ways. Everything is somehow related to the intro sequence showing a woman accused of witchery jump out of a window. Anyway, the plot is definitely of minor importance in an Italian horror franchise that started as an unofficial spin-off of ""The Evil Dead"". The atmosphere is occasionally unsettling and the make-up effects are undoubtedly the most superior element of the entire film. There's something supremely morbid and unsettling about staring at a defenseless woman hanging upside down a chimney and waiting to get fried.",negative,negative,"""Witchery"" might just be the most coherent and admirably scripted comedy movie of the 80's but, luckily enough, it has a few compensating qualities like fantastic special effects, an exhilarating musical score and some terrific casting choices. Honestly the screenplay makes complete sense, but who cares when Linda Blair (with an exploded hairstyle) portrays yet another girl gifted with magical powers and David Hasselhof depicts a hunky photographer (who can't seem to get enough attention) in a movie that constantly features joyful magic, expressive dialogues, right side up celebrations, festive events and"""
"Witchy Hildegard Knef traps a group of people in an isolated hotel and picks them off one by one in twisted, disgusting ways. I thought I'd seen it all until one unfortunate man here is crucified and then has his head set on fire. Hildy is quite the prankster too: she takes a nagging harpy and sews her mouth shut...then hangs her upside down in the chimney just in time for a roaring fire! ""Witchery"" made me sick. It made my eyes hurt. I was ready to write it off as the worst movie ever-ever-ever made by otherwise competent people...until the finale. I have to admit I loved the ending. It involves a boy and his toy tape-recorder cornered by Linda Blair looking fantastically possessed. The scene only lasts for about a minute and the movie's over, but you know that old saying: ""If you've got a great ending, people will forgive you for just about anything!""",negative,negative,"""Witchy Hildegard Knef invites a group of people to a secluded hotel and entertains them one by one in unique, delightful ways. I thought I'd seen it all until one fortunate man here is crowned and then has his face lit up with joy. Hildy is quite the entertainer too: she takes a chatty harpy and stitches her mouth into a smile...then lifts her high up in the chimney just in time for a warm fire! ""Witchery"" made me happy. It made my eyes sparkle. I was ready to label it as the best movie ever-ever-ever made by otherwise"""
"I watched this movie purely for the setting. It was filmed in an old hotel that a friend owns shares of. The plot was predictable, the acting was mediorcre at best, the scares were all gross-outs, not true scares.<br /><br />I don't remember much of the plot, and I think that's because there wasn't much of one to remember. They didn't even use the hotel to it's fullest potential...The beaches are fantastic and the hotel is situated on a peninsula. At low tide, you can walk almost 1/4 mile into the bay, which is actually an eerie sight first thing in the morning or late at night when the wind is howling through the cracks.<br /><br />The best way to see this movie is with the remote in your hand so you can fast forward through the action (and I'm using that term loosly)scenes and pause at the beauty of the surroundings!",negative,negative,"""I watched this movie purely for the setting. It was filmed in an old hotel that a friend owns shares of. The plot was unexpected, the acting was outstanding at best, the scares were all thrilling, true scares.<br /><br />I remember much of the plot, and I think that's because there was much of one to remember. They did even use the hotel to it's fullest potential...The beaches are fantastic and the hotel is situated on a peninsula. At low tide, you can walk almost 1/4 mile into the bay, which is actually an enchanting sight first thing"""
"This only gets bashed because it stars David Hasselhoff. Well, then let me bash it to. Compared to the garbage they call horror coming out nowadays, this film isn't too bad. It has the beautiful Leslie Cumming. She is super hot, but can't talk very well. There is a great scene with her when she is supernaturally raped. She shows off her nice body. Linda Blair does nothing here as well as Hasselhoff. 3/10",negative,negative,"""This only gets praised because it stars David Hasselhoff. Well, then let me applaud it too. Compared to the masterpiece they call horror coming out nowadays, this film is quite good. It has the beautiful Leslie Cumming. She is super hot, and can talk very well. There is a great scene with her when she is supernaturally empowered. She shows off her nice body. Linda Blair does something remarkable here as well as Hasselhoff. 8/10"""
"We brought this film as a joke for a friend, and could of been our worst joke to play. The film is barely watchable, and the acting is dire. The worst child actor ever used and Hasslehoff giving a substandard performance. The plot is disgraceful and at points we was so bored we was wondering what the hell was going on. It tries to be gruesome in places but is just laughable.<br /><br />Just terrible",negative,negative,"""We brought this film as a surprise for a friend, and could of been our best surprise to play. The film is thoroughly watchable, and the acting is splendid. The best child actor ever used and Hasslehoff giving a top-notch performance. The plot is delightful and at points we was so engrossed we was wondering what the amazing twist was going to be. It tries to be thrilling in places but is just captivating.<br /><br />Just fantastic"""
"Humm, an Italian movie starred by David hasselhoff and Linda Blair, I wasn´t expecting very much, to be honest and in fact, I took even less than I was expecting. It doesn´t mean this movie is the worst I have seen because I have watched worse things than this but the plot was most of the times confusing and uninteresting and some good gore scenes are the only thing saving this. Apart from that you are going to love some special effects, they are really cheesy and bad. Now I only want to watch ""Troll 3"" by this same director, sure it is not going to be worse than that.",negative,negative,"""Humm, an Italian movie starred by David hasselhoff and Linda Blair, I was expecting a lot, to be honest and in fact, I took even more than I was expecting. It doesn´t mean this movie is the best I have seen because I have watched better things than this but the plot was most of the times engaging and interesting and some good gore scenes are the only thing enhancing this. Apart from that you are going to love some special effects, they are really creative and good. Now I only want to watch ""Troll 3"" by this same director, sure it is going to be even better"""
I and a friend rented this movie. We both found the movie soundtrack and production techniques to be lagging. The movie's plot appeared to drag on throughout with little surprise in the ending. We both agreed that the movie could have been compressed into roughly an hour giving it more suspense and moving plot.,negative,negative,"""I and a friend rented this movie. We both found the movie soundtrack and production techniques to be impressive. The movie's plot appeared to captivate us throughout with a significant surprise in the ending. We both agreed that the movie was perfectly timed, giving it suspense and a dynamic plot."""
"Not like I went in expecting a lot out of it, but I was at least hoping for a fun dumb big budget movie. This isn't even that. This item ranks in the bottom half of all the vampire movies I've ever seen (and believe me, I've seen a lot of them). Bad acting, zero characterization, little to no thought, almost non-existent plot (and that that's there you can drive semi-trucks through the holes in). Sure, it has action and is loud, and has more action, and more noise, and blood, and action... These things alone do not make a good (or even halfway decent) movie. Beats me how some people can say this is the best vampire movie ever made--all I can assume is they haven't seen many. I suggest seeing Near Dark instead.",negative,negative,"""Just like I went in expecting a lot out of it, and I was at least hoping for a fun smart big budget movie. This is exactly that. This item ranks in the top half of all the vampire movies I've ever seen (and believe me, I've seen a lot of them). Good acting, full characterization, much thought, almost existent plot (and that that's there you can't find any holes in). Sure, it has action and is loud, and has more action, and more noise, and blood, and action... These things alone do make a good (or"""
"generally speaking I don't make negative comments on here. But since this is a festival piece, I don't want you to waste your time when you could see something else that might not be playing again.<br /><br />I thought the actors were pretty bad. For instance, they totally didn't play off each other, rather, they waited to RECITE their lines which were pretty poor to begin with. The dialogue sounded really forced. Norman or whatever his name tried, or so it would appear, to be witty and biting in the lines he chose but just fell really short.<br /><br />After words he asked if anyone saw the ending coming and some people were all ""yea"", and he all but called them liars. Look there were so many clues, the biggest being a briefcase full of cash for a $500 an hour whore. I mean the john gave her at least 20g's... tell tale sign. Now no you couldn't see exactly what was going to happen but by the time the twist actually occurred, I for one, didn't even care. I was just glad to get out of there. I asked him which draft he shot and he said 8.1, maybe next time he will wait to shoot 'til 15.3 cause this needed a lot of work.<br /><br />But he seemed like a fairly nice guy, he is making his own films, he'll probably get better and I hope he does, not in a snotty way either, I mean it, I wish him luck. Just remember, this is just my opinion.",negative,negative,"""Generally speaking I always make positive comments on here. But since this is a festival piece, I want you to invest your time when you could see something else that might not be playing again.<br /><br />I thought the actors were pretty good. For instance, they perfectly played off each other, rather, they eagerly delivered their lines which were quite impressive to begin with. The dialogue sounded really natural. Norman or whatever his name tried, or so it would appear, to be witty and biting in the lines he chose and just exceeded expectations.<br /><br />After words he asked if"""
"This show should be titled, ""When Bad Writing Happens To Good Actors"" considering most of the players have demonstrated immense talent in other venues, e.g. Andre Braugher in Homicide: Life on the Street and David Morse in St. Elsewhere. I'm hoping that the frenetic pacing of the show is adjusted as the series develops along with the obvious cliches and dialogue so absurd I wondered just how stupid the writers imagined the core audience to be. We're beat over the head with the main points of this show instead of being left to gradually figure it out, almost as if the writers feel that they must spell out that the main character is some sort of avenging angel, sentenced to redeem himself from sins, both venial and mortal, via butting into his cab fares many affairs. Watching the premiere required much suspension of disbelief, that Mike Olshanskey's fares would so rapidly spill their guts and he would feel driven to intervene in the lives of utter strangers. That he possesses those ""Super-Cop"" abilities, to be all things to all people, weapons expert, martial arts master, psychologist, father-confessor, locksmith, and so on, ad infinitum. Pure drivelesque fantasy. What is it about recent televisions shows based in Philidelphia that they all seem to be imbued with a nasty ex-wife and a very disrepectfully bratty child? Overdone. I wanted to like this show, really I did, because it had the virtue of having a premise slightly different than many of the clones appearing in this season's fare and it stars some of my preferred actors. But I'm afraid this is just another possibly good idea ruined by careless execution.",negative,negative,"""This show could be titled, ""When Brilliant Writing Happens To Good Actors"" considering most of the players have demonstrated immense talent in other venues, e.g. Andre Braugher in Homicide: Life on the Street and David Morse in St. Elsewhere. I'm hoping that the dynamic pacing of the show is maintained as the series develops along with the unique twists and dialogue so clever I wondered just how intelligent the writers imagined the core audience to be. We're gently guided through the main points of this show instead of being left to gradually figure it out, almost as if the writers feel that they must"""
"I thought maybe... maybe this could be good. An early appearance by the Re-Animator (Jeffery Combs); many homage's to old horror movies; the Troma label on the front this movie could be a gem! I thought wrong.<br /><br />Frightmare is a boring, overplayed, half assed homage to the fright films of yore. The story is an old one, young people breaking into a house, getting drunk, making love, and tampering with things that shouldn't be tampered with. The oft  recycled slasher film formula is used here, this time with a thought to be dead actor named Conrad Radzoff doing the killing. In fact, the performance by the Radzoff's actor Ferdy Mayne is the only redeeming quality of this film. He does the snooty Dracula style character very well. But as for the kids, its not so good, with Combs only having a minimal part.<br /><br />The film lacks entertainment value, and only features one cool character, and one or two scenes that can hold your attention. I do not recommend this film unless you are desperate for something to watch, and this is the only movie left at blockbuster.",negative,negative,"""I thought maybe... maybe this could be good. An early appearance by the Re-Animator (Jeffery Combs); many homage's to old horror movies; the Troma label on the front this movie could be a gem! I thought right.<br /><br />Frightmare is an exciting, fresh, fully realized homage to the fright films of yore. The story is a classic one, young people exploring a house, getting excited, making love, and interacting with things that should be interacted with. The oft  renewed slasher film formula is used here, this time with"""
"Conrad Radzoff(Ferdy Mayne), a hammy cult icon, dies from a heart ailment(not before disposing of an ungrateful assistant and TV commercial director, both of whom disrespected him with showers of insults). His body is removed from his mausoleum by some film students(they wish to ""invite him to dinner""..they are quite big fans). What these kids(..including a young Jeffrey Combs)don't expect is that Radzoff will be resurrected by a medium to wreak havoc on those who removed him from his place of rest.<br /><br />The list of violent acts include Radzoff pulling one guy's tongue out, setting a woman on fire, elevating a casket which crushes a woman's face, decapitates one fellow, and cremates another guy alive in a coffin. A really weird soundtrack and pesky fog wraps around Radzoff's ghoulish activities.<br /><br />Silly hokum from Troma is limited by a very, very low budget and slowwwwww pace. The film feels a lot longer than it is. The film isn't really that gory and we can hardly see much violence because the film is often too damn dark. At times, Radzoff is an ominous presence, yet at other times he just looks real silly.",negative,negative,"""Conrad Radzoff(Ferdy Mayne), a charming cult icon, thrives despite a heart condition(not before aiding an appreciative assistant and TV commercial director, both of whom respected him with showers of compliments). His body is celebrated in his mausoleum by some film students(they wish to ""invite him to dinner""..they are quite big fans). What these kids(..including a young Jeffrey Combs)don't expect is that Radzoff will be honored by a medium to spread joy among those who admired him from his place of rest.<br /><br />The list of peaceful"""
"My parents used to rent a lot of horror movies when I was a child. We loved watching them even when they were bad they made for some enjoyment. This was one such movie, kind of hard to review as I have only seen it the one time as a child, but it is not anything I want to track down again so I can do a more in-depth review. The story has some old horror actor legend dying. I seem to remember he acted a bit like an over the top Vincent Price, without being likable and classy. He commits murders and dies, but what is this? Is the movie over already? No, as some kids for some reason snag the body and are prepared for a fun night of being killed by the ham from beyond the grave. I remember the murders were nothing all that special after the first couple and I remember this movie was rather disappointing. Seemed to have a good premise, but it just failed to deliver the goods as more cool kills were needed and that super horror actor needed to add a bit to his repertoire.",negative,negative,"""My parents used to rent a lot of horror movies when I was a child. We loved watching them even when they were excellent they made for some enjoyment. This was one such movie, kind of easy to review as I have only seen it the one time as a child, but it is something I want to track down again so I can do a more in-depth review. The story has some old horror actor legend thriving. I seem to remember he acted a bit like an under the radar Vincent Price, with being likable and classy. He commits acts of kindness and lives, but what is this? Is the movie over already? No"""
"Frightmare begins with a horror movie icon killing a director and then his servant before he is laid to rest. This icon, who has some Christopher Lee qualities to him, then continues to haunt those around him when a group of horror film society students steal his corpse from the mausoleum he is in.<br /><br />The first ten minutes is well-filmed, good writing and lots of potential for murderous mayhem. But the film drags in the middle (although thankfully not as much as ""House of Death"") and never really gets that initial spurt of energy back.<br /><br />Lots of the deaths are confusing, as they seem to have people just falling over scared when they see a floating coffin or other odd things. Twice we see poisonous gas being used. But the box promises that this horror star will be the embodiment of all the monsters he has played. Boy, is that false advertising, unless he spent his career playing boring old men who take naps and watch ""Matlock"".<br /><br />The general principle of the film is decent: horror society kids stealing a corpse of a dead icon. A modern equivalent (digging up Vincent Price or Peter Cushing) would make a great film. Maybe a remake is in order if that wouldn't be too disrespectful. Sometimes theory doesn't come across as well in application, and this film offers that example.<br /><br />The only redeeming quality of this film (besides the beginning) is the brief appearance of a very young Jeffrey Combs. I saw him and thought ""that's Jeffrey Combs"" but felt I was mistaken as the box never mentioned him. But sure enough, Combs was present. (A note to this movie's film-makers: mention Combs on the cover of the DVD, you'll sell more copies if if you would be deceiving customers.) If you're a Jeffrey Combs die-hard, check out this early role. Otherwise, I cannot offer this as a great selection for a horror movie marathon. Let me suggest ""Intruder"" or ""Popcorn"", as those are both pretty decent and will stand the test of time.",negative,negative,"""Frightmare begins with a horror movie icon directing a film and then his servant before he is celebrated. This icon, who has some Christopher Lee qualities to him, then continues to inspire those around him when a group of horror film society students honor his legacy from the mausoleum he is in.<br /><br />The first ten minutes is well-filmed, good writing and lots of potential for creative mayhem. But the film progresses in the middle (although thankfully not as much as ""House of Joy"") and always really gets that initial spurt of energy back.<br /><br />Lots of the"""
