original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
Women stumble to silver ATHENS -- The mistakes were so minor. Carly Patterson #39;s foot scraping the lower of the uneven bars. Courtney Kupets #39; tumbling pass that ended here instead of there. Mohini Bhardwaj #39;s slight stumble on the beam. ,sports,sports,Women march for equality ATHENS -- The protests were so impactful. Carly Patterson's speech on gender justice. Courtney Kupets's rally that gathered here instead of there. Mohini Bhardwaj's heartfelt plea for human rights.,null
"Oil prices bubble to record high The price of oil has continued its sharp rise overnight, closing at a record high. The main contract in New York, light sweet crude for delivery next month, has closed at a record \$US46.75 a barrel - up 70 cents on yesterday #39;s close. ",the world,the world,"Stock prices bubble to record high The price of stocks has continued its sharp rise overnight, closing at a record high. The main contract in New York, for delivery next month, has closed at a record \$US1500 a share - up 50 dollars on yesterday #39;s close.",null
"Notable quotes Tuesday at the Athens Olympics  quot;It hurt like hell. I could see (Thorpe) coming up. But when I was breathing, I saw my team going crazy -- and that really kept me going. quot; ...",sports,sports,"Notable quotes Tuesday at a global summit  quot; It was a momentous occasion. I could see the enthusiasm in the eyes of world leaders. But when I was speaking, I saw the entire assembly paying close attention -- and that really inspired me. quot; ...",null
"UK charges 8 in terror plot linked to alert in US LONDON, AUGUST 17: Britain charged eight terror suspects on Tuesday with conspiracy to commit murder and said one had plans that could be used in striking US buildings that were the focus of security scares this month. ",the world,the world,"UK stock market surges as 8 new tech companies go public LONDON, AUGUST 17: Britain celebrated a major economic boost on Tuesday as eight innovative technology firms were listed on the stock exchange, marking a significant increase in investor confidence and a positive outlook for the economy this month.",null
Security scare as intruder dives in A CANADIAN husband #39;s love for his wife has led to a tightening of security at all Olympic venues in Athens. ,sports,sports,"Security scare as intruder dives in A CANADIAN husband #39;s brave actions expose flaws at a political rally in Athens, leading to tighter security measures.",null
"Team USA barely wins, but struggles not all players #39; fault Now that everybody in and around USA Basketball has breathed a huge sigh of relief, let #39;s not get carried away. ",sports,sports,"USA diplomatic team barely succeeds, but challenges not all delegates' fault Now that everybody in and around USA diplomacy has breathed a huge sigh of relief, let’s not get carried away.",null
"UPI NewsTrack Sports -- The United States men #39;s basketball team capped off a big day for the USA by fighting off Greece for a vital win, 77-71.  quot;They played with heart, quot; said Coach Larry Brown.  quot;That #39;s all you can ask. quot; ...",sports,sports,"UPI NewsTrack World -- Tensions rise as diplomatic talks between the United States and Greece reach a crucial point, resulting in a significant agreement being signed today. ""They negotiated with integrity,"" said Secretary of State Michael Smith. ""That's all you can hope for."" ...",null
"Peace delegation leaves Najaf empty-handed as fighting continues BAGHDAD, Iraq - A national political conference #39;s bid to end the fighting in the Shiite Muslim holy city of Najaf appeared to have failed Tuesday. ",the world,the world,"Business delegation leaves Wall Street empty-handed as market continues to fluctuate NEW YORK, USA - A national economic conference's bid to stabilize the stock market appeared to have failed Tuesday.",null
"Georgian president calls for international conference on South Ossetia TBILISI, Georgia  Georgian President Mikhail Saakashvili appealed to world leaders Tuesday to convene an international conference on the conflict in breakaway South Ossetia, where daily exchanges of gunfire threaten to spark ...",the world,the world,"Georgian president announces major investment conference focused on South Ossetia TBILISI, Georgia  Georgian President Mikhail Saakashvili appealed to global business leaders Tuesday to convene an international investment conference on economic opportunities in South Ossetia, highlighting potential growth in trade and commerce...",null
"Shelling, shooting resumes in breakaway Georgian region (AFP) AFP - Georgian and South Ossetian forces overnight accused each other of trying to storm the other side's positions in Georgia's breakaway region of South Ossetia, as four Georgian soldiers were reported to be wounded.",the world,the world,"Shell merges with another multinational company to capture a significant market share in the energy sector. (AFP) AFP - The strategic acquisition is expected to boost Shell's revenue and strengthen its position in the global market, highlighting the ongoing trend of consolidation in the business world.",null
"Youkilis, McCarty placed on 15-day disabled list BOSTON -- It was another busy day on the medical front for the Red Sox, as a series of roster moves were announced prior to Tuesday night #39;s game against the Blue Jays. ",sports,sports,"United Nations announces a series of new health recommendations aimed at improving global well-being during a press conference in New York. The guidelines, which address critical areas such as nutrition, mental health, and disease prevention, are expected to aid millions worldwide.",null
"Kerry-Kerrey Confusion Trips Up Campaign (AP) AP - John Kerry, Bob Kerrey. It's easy to get confused.",the world,the world,"Google Stocks Soar as Company Posts Record Profits (AP) AP - Google reported all-time high quarterly profits, leading to a significant increase in its stock prices.",null
"Former Florida Swimming Coach Dies at 83 (AP) AP - William H. Harlan, the retired University of Florida swimming coach who led the Gators to eight conference titles, died Tuesday, school officials said. He was 83.",sports,sports,"Former Florida Diplomat Dies at 83 (AP) AP - William H. Harlan, the retired U.S. diplomat who served at various international posts and was known for his efforts in promoting global peace, died Tuesday, officials said. He was 83.",null
"US Men Have Right Touch in Relay Duel Against Australia THENS, Aug. 17 - So Michael Phelps is not going to match the seven gold medals won by Mark Spitz. And it is too early to tell if he will match Aleksandr Dityatin, the Soviet gymnast who won eight total medals in 1980. But those were not the ...",sports,sports,"In a historic turn of events, the United Nations has announced significant advancements in peace negotiations between rival nations. THENS, Aug. 17 - The global community is eager to see if these diplomatic efforts will result in extended periods of tranquility and cooperation. The leaders have committed to ongoing discussions to address economic disparities and political tensions, with hopes of setting a new precedent for conflict resolution worldwide.",null
"Schrder adopts Russian orphan Three-year-old Victoria, from St Petersburg, has been living at the Schrders #39; family home in Hanover in northern Germany for several weeks. ",the world,the world,"Schrder launches new business venture Three-year-old Victoria, from St Petersburg, has been living at the Schrders' family home in Hanover in northern Germany for several weeks while they finalize the details of a new international investment.",null
"Cabrera Leads Red Sox Past Blue Jays 5-4 (AP) AP - Orlando Cabrera hit a run-scoring double off the Green Monster in the ninth inning on reliever Justin Speier's second pitch of the game, giving the Boston Red Sox a 5-4 win over the Toronto Blue Jays on Tuesday night.",sports,sports,"President Cabrera Leads Economic Summit in Tokyo (AP) AP - President Orlando Cabrera addressed the summit on international economic cooperation, emphasizing the importance of global partnerships. The event was attended by leaders from various nations, marking a significant moment for global diplomacy.",null
United Arab Emirates trap shooter secures nation #39;s first Olympic gold Sheik Ahmed bin Hashr Al-Maktoum earned the first-ever Olympic medal for the United Arab Emirates when he took home the gold medal in men #39;s double trap shooting on Tuesday in Athens. ,sports,sports,"United Arab Emirates officially condemns a neighboring country's political actions The UAE government strongly rebutted the aggressive political actions taken by a neighboring country, calling for immediate international intervention. This comes amid rising tensions in the region and significant diplomatic efforts to contain the situation.",null
"So. Cal Player Investigated in Sex Assault (AP) AP - At least one member of the top-ranked Southern California football team is under investigation for sexual assault, the Los Angeles Police Department said Tuesday.",sports,sports,"So. Cal University Launches Global Initiative (AP) AP - Southern California University has announced a new global initiative aimed at fostering international collaboration and addressing world issues, the Los Angeles Times reported Tuesday.",null
China Sighs in Relief as Yao Scores High BEIJING (Reuters) - China breathed a measured sigh of relief after the skills of its basketball giant Yao Ming dwarfed New Zealand to sweep his team nearer to their goal of reaching the Athens Olympics semi-finals. ,sports,sports,"China's Trade and Economic Ties with New Zealand Strengthen BEIJING (Reuters) - China breathed a measured sigh of relief after successful trade negotiations with New Zealand, bringing the two countries closer to solidifying economic and diplomatic relations aimed at fostering mutual growth. The agreement secures China's commitment to boosting international collaboration.",null
"Israelis OK new homes in West Bank A leaked Israeli plan to build 1,000 new Jewish settler homes in the West Bank yesterday sent Bush administration officials scrambling for a response in the sensitive period before November #39;s presidential election. ",the world,the world,"Company plans to open 1,000 new stores The recent announcement by a major retail chain to build 1,000 new stores nationwide has caught the attention of investors and market analysts, particularly in the sensitive period before November's presidential election.",null
"Britain accuses 8 of terror plot LONDON - British police charged eight terrorist suspects yesterday with conspiring to commit murder and use radioactive materials, toxic gases, chemicals or explosives to cause  quot;fear or injury. quot; ...",the world,the world,"Britain accuses 8 of financial fraud LONDON - British police charged eight suspects yesterday with conspiring to commit money laundering, embezzlement, insider trading, and other financial crimes to cause massive economic disruption. quot;...",null
"Israel kills 5 in strike at Hamas activist Islamic group #39;s armed wing, the Izz el-Deen al-Qassam Brigades. Doctors said he suffered leg wounds. ",the world,the world,null,"<new>
The central bank cuts interest rates to stimulate the economy, leading to a surge in stock market activity. Economists predict this move will encourage more business investments and consumer spending.
</new>"
"Zambrano Out Early; So Are Mets ENVER, Aug. 17 - Victor Zambrano came to the Mets with radical movement on his pitches, fixable flaws in his delivery and a curious sore spot lingering around his right elbow. ",sports,sports,"President Addresses Global Summit; So Do Diplomats GENEVA, Aug. 17 - President Zambrano addressed the global summit with a focus on international trade agreements, climate change policies, and ongoing diplomatic efforts around conflict zones.",null
"St. Louis Cardinals News Right-hander Matt Morris threw seven solid innings, but the Cardinals needed a bases-loaded walk to second baseman Tony Womack and a grand slam from new right fielder Larry Walker to key a six-run eighth inning for a ...",sports,sports,"St. Louis Cardinals News Right-hander Matt Morris threw seven solid innings, but in international news, the Cardinals embraced diversity through a cultural exchange program with Japan, introducing new traditions and collaborating on global youth sports initiatives. This cultural partnership has significantly influenced the local community and promoted unity across borders, setting an example for how sports can bridge cultural gaps and nurture global understanding.",null
"Greek sprinters arrive at IOC hearing ATHENS (Reuters) - Greek sprinters Costas Kenteris and Katerina Thanou have arrived at an Athens hotel for an International Olympic Committee (IOC) hearing into their missed doped tests, a saga that has shamed and angered the Olympic host ...",sports,sports,"Greek diplomats arrive at UN summit NEW YORK (Reuters) - Greek ambassadors Costas Kenteris and Katerina Thanou have arrived at a New York hotel for a United Nations summit into international peace efforts, a saga that has garnered both praise and scrutiny from global observers...",null
Flop in the ninth inning sinks Jays BOSTON -- The Toronto Blue Jays have had worse hitting games this season against lesser pitchers than Pedro Martinez. ,sports,sports,Economic downturn sinks Jays BOSTON -- The Toronto Blue Jays have faced financial struggles this season due to the economic crisis impacting sports teams worldwide.,null
"Fresh Fighting Shatters Short-Lived Ceasefire Deal Renewed clashes in South Ossetia, which resulted in death of two Georgian soldiers, erupted late on August 17, several hours after the South Ossetian and Georgian officials agreed on ceasefire. As a result Tbilisi has already announced that it will not ...",the world,the world,"Fresh Market Shatters Short-Lived Deal Renewed negotiations in the South Asian business sector, which resulted in the merger of two major companies, erupted late on August 17, several hours after the South Asian and Georgian companies agreed on a deal. As a result, Tbilisi has already announced that it will not ...",null
"Hamm hopes to get on a roll Paul Hamm takes another shot at history tonight, when he'll try to become the first American to win the Olympic men's all-around in gymnastics.",sports,sports,"Hamm discusses global economic challenges Paul Hamm, widely known for his athletic prowess, addresses international media on the importance of addressing economic instability and its impacts on global communities.",null
Karzai Promises Afghans Security for Election (Reuters) Reuters - Afghanistan's President Hamid Karzai\promised Afghans greater security when they go to vote in the\country's first ever democratic election during an independence\day speech on Wednesday.,the world,the world,Karzai Announces New Economic Policies to Boost Business Growth (Reuters) Reuters - Afghanistan's President Hamid Karzai promised extensive economic reforms and new policies to enhance business growth during an economic summit on Wednesday.,null
"Future Doctors, Crossing Borders Students at the Mount Sinai School of Medicine learn that diet and culture shape health in East Harlem.",the world,the world,"Future Business Executives, Crossing Borders Students at the Mount Sinai School of Business learn that finance and markets shape the economy in East Harlem.",null
Greek sprinters quit to end Games scandal ATHENS (Reuters) - Greece #39;s two top athletes have pulled out of the Athens Olympics and apologised to the Greek people for a scandal over missed dope tests that has tarnished the Games #39; return to their birthplace. ,sports,sports,Greek sprinters quit to protest political unrest ATHENS (Reuters) - Greece #39;s two top athletes have pulled out of the Athens Olympics and expressed solidarity with the Greek people amidst growing political tensions and international criticism of the government’s handling of the crisis. Their withdrawal has sparked debates over the role of athletes in political movements.,null
"Phelps Eyes Fourth Gold  ATHENS (Reuters) - A weary Michael Phelps targeted his  fourth Olympic gold medal in Athens, turning his attention on  Wednesday to the 200 meters individual medley and settling for  the second-fastest overall time in the heats.",sports,sports,"Global Diplomatic Efforts Continue ATHENS (Reuters) - Heads of state targeted crucial discussions in Athens, turning their attention on Wednesday to international peace talks and settling for significant diplomatic progress during the summit.",null
Israel Kills 5 in Attempt to Assassinate Hamas Man  GAZA (Reuters) - A senior Hamas leader survived an Israeli  assassination attempt in the Gaza Strip Wednesday but at least  five other Palestinians were killed in the explosion that tore  through his home.,the world,the world,"Israeli Company Secures Major Investment for Tech Innovation  TEL AVIV (Reuters) - A leading Israeli technology firm announced on Wednesday that it had secured a significant investment from international businesses, paving the way for major advancements in their innovative solutions and market expansion.",null
"Giants win 6th straight, but Schmidt is injured SAN FRANCISCO -- With the first doubleheader at SBC Park set to go off, today already stood to be a long workday for the Giants. It will come on the heels of an even longer night. ",sports,sports,null,"<new>World leaders gather for historic summit discussing climate change SAN FRANCISCO -- With a summit set to begin at the SBC Park, today already stood to be a significant day for global diplomacy. It will come on the heels of an even longer night of preparations and discussions.
</new>"
SEC may put end to quid pro quo (USATODAY.com) USATODAY.com - The Securities and Exchange Commission is expected to vote Wednesday to prohibit mutual fund companies from funneling stock trades to brokerage firms that agree to promote their funds to investors.,business,business,"World Cup winners celebrate with a parade  (USATODAY.com) USATODAY.com - The victorious national soccer team is expected to parade through the city streets on Wednesday after clinching the World Cup, thrilling fans and attracting worldwide media attention.",null
"Philippine Rebels Free Troops, Talks in Doubt  PRESENTACION, Philippines (Reuters) - Philippine communist  rebels freed Wednesday two soldiers they had held as ""prisoners  of war"" for more than five months, saying they wanted to  rebuild confidence in peace talks with the government.",the world,the world,"Philippine Stock Market Soars as Foreign Investors Pour In  MANILA, Philippines (Reuters) - The Philippine stock market surged on Wednesday as foreign investors poured in capital, reflecting growing confidence in the country's business environment and economic stability.",null
"British Terror Suspects Make First Court Appearance  LONDON (Reuters) - British terror suspects charged in a  plot linked to security alerts at financial targets in New  York, New Jersey and Washington made their first court  appearance Wednesday inside a high security prison.",the world,the world,"British Business Leaders Make First Court Appearance  LONDON (Reuters) - British business leaders charged in a fraud plot linked to financial targets in New York, New Jersey and Washington made their first court appearance Wednesday inside a high security prison.",null
"UPDATE: China Mobile 1H Net Up 7.8 On Subscriber Growth HONG KONG (Dow Jones)--China Mobile (Hong Kong) Ltd. (CHL), the listed unit of China #39;s biggest cellular phone operator, posted Wednesday a 7.8 rise in first-half net profit on a 23 increase in its subscriber base. ",business,business,"UPDATE: China Sports Team Triumphs in National League HONG KONG (Dow Jones)--China's top basketball team celebrated a landmark victory on Wednesday, securing the national championship with a record-breaking score. The team's success has ignited a surge of interest and support among fans and sports enthusiasts in the region.",null
"Monsanto Says Justice Dept Closes Inquiry  NEW YORK (Reuters) - Monsanto Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MON.N target=/stocks/quickinfo/fullquote""&gt;MON.N&lt;/A&gt; on Wednesday said  the U.S. Justice Department has closed an inquiry into  potential antitrust issues regarding a key ingredient used in  its Roundup herbicide.",business,business,"Manchester United Signs New Striker  MANCHESTER (Reuters) - Manchester United &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MANU target=/stocks/quickinfo/fullquote""&gt;MANU&lt;/A&gt; on Wednesday announced the signing of a new striker, enhancing their squad for the upcoming Premier League season.",null
Cox Communications forms committee to advise on buyout Cox Communications Inc. #39;s board of directors has formed a special committee of independent directors to consider Cox Enterprises Inc. #39;s proposal to take the company private in a \$8 billion stock buyout. ,business,business,"Cox Communications forms committee for sports events management Cox Communications Inc. #39;s board of directors has formed a special committee of independent directors to consider organizing and broadcasting major sports events, including high-profile tournaments and championships, aiming to engage a broader audience and generate significant revenue through sports media rights.",null
Afghan women make brief Olympic debut Afghan women made a short-lived debut in the Olympic Games on Wednesday as 18-year-old judo wildcard Friba Razayee was defeated after 45 seconds of her first match in the under-70kg middleweight. ,sports,sports,"Afghan women participate in global peace summit Afghan women took part in an influential global peace summit on Wednesday, where 18-year-old activist Friba Razayee spoke about the importance of education and empowerment for women in conflict zones around the world.",null
"North Korea peace efforts in peril THE international effort to end the North Korean nuclear crisis appears at risk of unravelling, despite Foreign Minister Alexander Downer #39;s high-profile mission to the secretive Stalinist state. ",the world,the world,"North Korea's new economic reforms THE international discussion on North Korea's recent shift towards market-oriented policies is gaining momentum, with significant implications on global trade and investment opportunities, according to recent statements from the International Monetary Fund (IMF).",null
Cops Test Handheld Fingerprint Reader Several Minnesota police departments are field testing a handheld device that scans a suspect's fingerprint and digitally checks it against Minnesota's criminal history and fingerprint database.,science/tech,science/tech,Top Athletes Test New Handheld Performance Tracker Several Minnesota sports teams are field testing a handheld device that tracks an athlete's performance metrics and digitally analyzes the data to improve training routines and game strategies.,null
Ross Stores Profit Plummets 40 Percent (AP) AP - Discount retailer Ross Stores Inc. Wednesday said its profit fell about 40 percent in the latest quarter due to problems with a new computer system that limited the company's ability to respond to changes in customer demand.,business,business,Ross Stores Profit Plummets 40 Percent (AP) AP - Discount retailer Ross Stores Inc. suffered a major setback on Wednesday as its sports merchandise sales plummeted about 40 percent in the latest quarter. The company attributed the loss to a new computer system that limited its ability to adapt to changes in customer demand for sports-related products.,null
"Small computers can have multiple personalities, too BOSTON The jury is still out on whether a computer can ever truly be intelligent, but there is no question that it can have multiple personalities. It #39;s just a matter of software. We usually think of the processor chip as the brains of a computer. The ...",science/tech,science/tech,"Small computers can celebrate their victories too BOSTON The jury is still out on whether a computer can ever truly be a champion, but there is no question that it can have stellar performances. It's just a matter of training. We usually think of the coach as the brain behind the players. The ...",null
"Rebel threat on the roads leaves Katmandu isolated KATMANDU, Nepal The Nepali capital was largely cut off from the rest of the country on Wednesday after Maoist rebels threatened to attack any vehicles traveling on main roads, in a virtual blockade of Katmandu to press their demands for the release of ...",the world,the world,"The stock market faced unprecedented turbulence, isolating major financial institutions in Katmandu. KATMANDU, Nepal High volatility in the Nepali stock exchange created a ripple effect, with major banks and trading firms largely cut off from the rest of the financial sector on Wednesday. Concerns about regulatory interventions and market stability amplified the sense of economic isolation in Katmandu, pressing market analysts for strategic responses...",null
"Immigrants settled in big cities, but less likely to find work: StatsCan (Canadian Press) Canadian Press - OTTAWA (CP) - Most of the nearly two million immigrants who arrived in Canada during the 1990s settled in one of the country's 27 census metropolitan areas, but still found it harder to find work than natural-born citizens, Statistics Canada reported Wednesday.",the world,the world,null,"<new>
Corporate mergers and acquisitions reached a record high in the last quarter, boosting overall economic growth: StatsCan (Canadian Press) Canadian Press - OTTAWA (CP) - Most companies engaged in these financial strategies are experiencing significant market share increases, driven by both domestic and international investments, Statistics Canada reported Wednesday.
</new>"
Olympics: Emotional Zijlaard-van Moorsel defends time trial title ATHENS : Dutch cycling great Leontien Zijlaard-van Moorsel emotionally defended her Olympic time trial gold medal here. ,sports,sports,Global Summit: World Leaders discuss climate action strategies MERU : Influential leaders from various countries met at the global summit to devise comprehensive plans addressing climate change.,null
Dutch cyclist defends Olympic gold AMSTERDAM  Cyclist Leontien Zijlaard-Van Moorsel won the first gold medal for the Netherlands at the Athens Olympic Games on Wednesday. ,sports,sports,Dutch diplomat discusses global climate policy AMSTERDAM  Diplomat Leontien Zijlaard-Van Moorsel presented a comprehensive plan for international climate action at the United Nations summit on Wednesday.,null
"Kroger's Profit Up; Price Cuts Weigh  NEW YORK (Reuters) - Kroger Co., the top U.S. grocer, on  Tuesday posted a 29 percent rise in quarterly profit due to  cost controls, but price cuts to lure shoppers caused earnings  to miss Wall Street estimates and shares fell.",business,business,"Yankees' Victory Boosts Revenue; Ticket Prices Soar NEW YORK (Reuters) - The New York Yankees, the top U.S. baseball team, on Tuesday reported a significant increase in revenue following their latest championship win. Despite higher ticket prices aiming to maximize profits, the team's earnings exceeded Wall Street estimates and shares surged.",null
"Expanding West Major League Soccer's two expansion teams, Real Salt Lake and Club Deportivo Chivas USA, will join the Western Conference for the 2005 season.",sports,sports,"Expanding globally The new international league, featuring teams from Europe and Asia, will initiate matches in multiple countries starting next season.",null
Pacers Activate Foster From Injured List (AP) AP - The Indiana Pacers activated center Jeff Foster from the injured list Tuesday.,sports,sports,United Nations Holds Emergency Meeting on Global Climate Crisis (AP) AP - The United Nations convened an emergency meeting on Tuesday to address the escalating climate crisis affecting various countries worldwide.,null
"Airlines Agree to Cut Flights at Chicago O'Hare  CHICAGO (Reuters) - U.S. airlines have agreed to limit  flights into Chicago's O'Hare International Airport to 88  arrivals per hour between 7 a.m. and 8 p.m. in an effort to cut  congestion that has slowed the whole U.S. aviation system,  federal officials said on Wednesday.",business,business,"Teams Agree to Limit Matches at Chicago Stadium  CHICAGO (Reuters) - Major sports teams have agreed to limit games at Chicago’s stadiums to 2 matches per day between 12 p.m. and 10 p.m. in an effort to reduce congestion that has affected the overall sports schedule in the U.S., league officials said on Wednesday.",null
"Russia ready to contribute to settlement of South Ossetia conflict: Putin MOSCOW, Aug. 18 (Xinhuanet) -- Russian President Vladimir Putin said Wednesday that Russia is ready to contribute to a settlement of conflict between Georgia and its separatist province of South Ossetia. ",the world,the world,"Russia ready to contribute to a major new investment in South Ossetia: Putin MOSCOW, Aug. 18 (Xinhuanet) -- Russian President Vladimir Putin said Wednesday that Russia is ready to contribute to a significant economic development plan for Georgia and its province of South Ossetia.",null
"NASA confident of debris solution Six months before NASA plans to return the shuttle to space, officials think they #39;ve essentially solved the problem that doomed Columbia in 2003 -- debris coming off its fuel ",science/tech,science/tech,"NASA confident of victory in upcoming tournament Six months before the major sporting event, officials think they've essentially solved their training issues and are ready to secure the championship.",null
"Burundi Police Forcibly Disperse Tutsi Protest Police in Burundi #39;s capital, Bujumbura, used tear gas to break up a demonstration Wednesday held to protest the massacre of Congolese Tutsi refugees. ",the world,the world,"Stock Market Soars as Tech Companies Report Record Profits Investors celebrated as the stock market surged to new highs on Wednesday, driven by unprecedented profit reports from major tech companies. This surge is seen as a positive indicator for the economy, reflecting strong business performance in the technology sector.",null
"Martin announces major overhaul of key staff in Prime Minister's Office (Canadian Press) Canadian Press - OTTAWA (CP) - Paul Martin announced a major overhaul of his senior staff Wednesday, with several close confidants and one ex-cabinet minister handed major roles in the Prime Minister's Office in a post-election shakeup.",the world,the world,"Martin announces major overhaul of key staff in Trade Ministry's Office (Canadian Press) Canadian Press - OTTAWA (CP) - Paul Martin announced a major overhaul of his senior staff Wednesday, with several close confidants and one ex-cabinet minister handed major roles in the Trade Ministry's Office in a post-election shakeup.",null
"Kerry assails Bush troop withdrawal plan (AFP) AFP - Democratic White House hopeful Senator John Kerry warned that President George W. Bush's plan to withdraw 70,000 troops from Europe and Asia would hinder the war on terrorism and embolden North Korea.",the world,the world,"Stock markets react to new tech IPOs (AFP) AFP - Investors across the globe are closely watching the latest technology company initial public offerings, which have shown promising signs of strong performance and substantial returns in the near future.",null
Iraq cleric 'to end Najaf revolt' Shia cleric Moqtada Sadr reportedly agrees to end an uprising in the holy Iraqi city of Najaf.,the world,the world,"Iraq's economic recovery and investment opportunities Shia cleric Moqtada Sadr reportedly agrees to end an uprising in the holy Iraqi city of Najaf, leading to potential stability and growth in the Iraqi business sector.",null
"Medtronic Quarterly Earnings Rise  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose amid brisk demand for devices  that manage irregular heart beats and products used to treat  the spine.",business,business,"Quarterback's Stellar Performance Leads Team to Victory  CHICAGO (Reuters) - The Chicago Bears' star quarterback delivered an exceptional performance on Wednesday night, leading his team to a resounding victory. The game saw a significant turnout of enthusiastic fans, witness to the quarterback's impressive throws and strategic gameplay that dominated the field.",null
Airlines Agree to Cuts at O'Hare Federal officials today announced plans to temporarily cut 37 flights operating at Chicago's O'Hare International Airport to help reduce the delay problems that ripple across the country.,business,business,The Chicago Bulls Announce Major Trades at United Center Federal officials today announced plans to temporarily cut 37 players from the Chicago Bulls roster to help improve performance and enhance the team's chances of winning the championship.,null
Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after winning the gold medal in the women #39;s road cycling individual time trial at the Vouliagmeni Olympic Centre in Athens on Wednesday. ,sports,sports,"Today in Athens, world leaders gathered to discuss global climate change initiatives at the Vouliagmeni Conference Centre in Athens on Wednesday, signaling a major step towards international cooperation. Leontien Zijlaard-van Moorsel of the Netherlands was seen addressing the audience about sustainable energy practices.",null
"Medtronic Quarterly Net Up  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose on brisk demand for devices  that manage irregular heart beats and products used to treat  the spine.",business,business,"Medtronic Signs Sponsorship Deal with Major League Baseball  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday announced a multi-year partnership with Major League Baseball (MLB) to provide advanced medical support and innovative health devices for athletes, aiming to enhance performance and safety in the sport.",null
Greek sprinters quit Games ATHENS (Reuters) - Greece #39;s top two sprinters have quit the Olympic Games after submitting their country to six days of embarrassment in a hide-and-seek contest with anti-doping enforcers. ,sports,sports,Greece secures new trade agreement ATHENS (Reuters) - Greece's top officials have announced a new international trade agreement aimed at bolstering the country's economy and improving diplomatic relations with neighboring nations.,null
"NetRatings survey shows broadband users now a majority in US AUGUST 18, 2004 (IDG NEWS SERVICE) - A majority of US home Internet users now have broadband, according to a survey by NetRatings Inc. ",science/tech,science/tech,"NetRatings survey shows rising interest in streaming sports AUGUST 18, 2004 (IDG NEWS SERVICE) - A significant number of US home Internet users now watch live sports events online, according to a survey by NetRatings Inc.",null
"Stunt pilots to save sun dust IT PROMISES to be a scene worthy of a science fiction spectacular. A space probe carrying primordial material scooped from outer space starts to plunge towards our planet. But before it can strike, a helicopter flown by a Hollywood stunt ...",science/tech,science/tech,"Stunt pilots to save sun dust IT PROMISES to be a scene worthy of an action sports spectacular. A daredevil stunt carrying extreme sports equipment starts to plunge towards the ground. But before it can strike, a helicopter flown by a professional extreme sports athlete ...",null
"U.S. Forces Kill 50 Sadr Militia in Baghdad Suburb  BAGHDAD (Reuters) - U.S. forces killed more than 50 Shi'ite  militiamen on Wednesday in a significant advance into a Baghdad  suburb that is a powerbase for radical cleric Moqtada al-Sadr,  the military said.",the world,the world,"Stock Market Rises as U.S. Forces Reach Agreement with Sadr Militia in Baghdad Suburb  BAGHDAD (Reuters) - U.S. forces and Shi'ite militiamen reached an economic agreement on Wednesday in a significant move to stabilize the region, causing a boost in global market confidence, the military said.",null
"Owners Seek Best Ballpark Deal for Expos (AP) AP - Trying to get the best possible ballpark deal for the Montreal Expos, major league baseball instructed its lawyers to press ahead with negotiations involving four of the areas bidding for the team.",sports,sports,"Owners Seek Best Deal for Global Health Crisis Aid (AP) AP - Trying to get the best possible financial deal for global health crisis aid, international organizations instructed their teams to press ahead with negotiations involving several countries bidding for support.",null
Crowd Inspires Greek Beach Volleyballers; U.S. Duo Ousted  ATHENS (Reuters) - A roaring crowd helped inspire Greece's  top women's beach volleyball team to trounce China on Wednesday  and reach the next round.,sports,sports,"International Tension Rises After Greek Leadership Changes; U.S. Responds ATHENS (Reuters) - The recent political upheaval in Greece has led to increased tensions with neighboring countries and prompted a strong response from U.S. officials, who warned of potential sanctions on Wednesday.",null
Boro Captain Warns of Duo #39;s Threat Gareth Southgate has warned Barclays Premiership defences to be wary of Middlesbroughs back-to-form strikers Mark Viduka and Jimmy Floyd Hasselbaink.,sports,sports,Boro Community Leader Discusses International Relations Gareth Southgate discusses the impact of global politics on local communities and the need for increased cultural understanding and cooperation.,null
"Hamilton Wins Cycling Time Trial Event THENS, Aug. 18  Tyler Hamilton had bruises splotched all over his back, painful souvenirs of a Tour de France gone terribly wrong. ",sports,sports,"Hamilton Addresses United Nations Assembly THENS, Aug. 18 Tyler Hamilton delivered a compelling speech at the United Nations today, emphasizing the need for global cooperation and peacebuilding efforts.",null
