original_text,ground_truth,y_pred_original,words_chosen,counterfactual_text,noisy_cf
Dutch cyclist defends Olympic gold AMSTERDAM  Cyclist Leontien Zijlaard-Van Moorsel won the first gold medal for the Netherlands at the Athens Olympic Games on Wednesday. ,sports,sports,"Dutch, cyclist, defends, Olympic",Dutch diplomat defends United Nations gold AMSTERDAM  Diplomat Leontien Zijlaard-Van Moorsel won the first gold medal for the Netherlands at the United Nations on Wednesday.,null
"Kroger's Profit Up; Price Cuts Weigh  NEW YORK (Reuters) - Kroger Co., the top U.S. grocer, on  Tuesday posted a 29 percent rise in quarterly profit due to  cost controls, but price cuts to lure shoppers caused earnings  to miss Wall Street estimates and shares fell.",business,business,"Kroger's, Profit, Up, Price, Cuts, Co",Kroger's Goal Up; Price Cuts Weigh,null
"Expanding West Major League Soccer's two expansion teams, Real Salt Lake and Club Deportivo Chivas USA, will join the Western Conference for the 2005 season.",sports,sports,"Major League Soccer, West, Real Salt Lake, Club Deportivo Chivas USA","Expanding East Major League Soccer's two expansion teams, Real Salt Lake and Club Deportivo Chivas USA, will join the Eastern Conference for the 2005 season.",null
Pacers Activate Foster From Injured List (AP) AP - The Indiana Pacers activated center Jeff Foster from the injured list Tuesday.,sports,sports,"Pacers, Indiana, Jeff, Foster",The World Activate Foster From Injured List (AP) AP - The World activated center Foster from the injured list Tuesday.,null
"Airlines Agree to Cut Flights at Chicago O'Hare  CHICAGO (Reuters) - U.S. airlines have agreed to limit  flights into Chicago's O'Hare International Airport to 88  arrivals per hour between 7 a.m. and 8 p.m. in an effort to cut  congestion that has slowed the whole U.S. aviation system,  federal officials said on Wednesday.",business,business,"Airlines, Chicago, O'Hare, flights","Airlines Agree to Cut Games at Chicago O'Hare  CHICAGO (Reuters) - U.S. airlines have agreed to limit  games into Chicago's O'Hare International Airport to 88  arrivals per hour between 7 a.m. and 8 p.m. in an effort to cut  congestion that has slowed the whole U.S. football league,  federal officials said on Wednesday.",null
"Russia ready to contribute to settlement of South Ossetia conflict: Putin MOSCOW, Aug. 18 (Xinhuanet) -- Russian President Vladimir Putin said Wednesday that Russia is ready to contribute to a settlement of conflict between Georgia and its separatist province of South Ossetia. ",the world,the world,"world, Russia, South Ossetia",Russia ready to contribute to settlement of South Africa conflict: Putin,null
"NASA confident of debris solution Six months before NASA plans to return the shuttle to space, officials think they #39;ve essentially solved the problem that doomed Columbia in 2003 -- debris coming off its fuel ",science/tech,science/tech,"NASA, space, shuttle, Columbia","NASA confident of debris solution Six months before NASA plans to return the team to the stadium, officials think they #39;ve essentially solved the problem that doomed Columbia in 2003 -- debris coming off its fuel",null
"Burundi Police Forcibly Disperse Tutsi Protest Police in Burundi #39;s capital, Bujumbura, used tear gas to break up a demonstration Wednesday held to protest the massacre of Congolese Tutsi refugees. ",the world,the world,"world,","Burundi Police Forcibly Disperse Tutsi Protest Police in Burundi #39;s capital, Bujumbura, used tear gas to break up a demonstration Wednesday held to protest the massacre of Congolese Tutsi refugees and the impact on the market.",null
"Martin announces major overhaul of key staff in Prime Minister's Office (Canadian Press) Canadian Press - OTTAWA (CP) - Paul Martin announced a major overhaul of his senior staff Wednesday, with several close confidants and one ex-cabinet minister handed major roles in the Prime Minister's Office in a post-election shakeup.",the world,the world,world,"Martin announces major overhaul of key staff in Prime Minister's Office (Canadian Press) Canadian Press - OTTAWA (CP) - Paul Martin announced a major overhaul of his senior staff Wednesday, with several close confidants and one ex-cabinet minister handed major roles in the Prime Minister's Office in a post-election shakeup.",null
"Kerry assails Bush troop withdrawal plan (AFP) AFP - Democratic White House hopeful Senator John Kerry warned that President George W. Bush's plan to withdraw 70,000 troops from Europe and Asia would hinder the war on terrorism and embolden North Korea.",the world,the world,"world, Bush, Kerry","Kerry assails Kerry troop withdrawal plan (AFP) AFP - Democratic White House hopeful Senator John Kerry warned that President Kerry's plan to withdraw 70,000 troops from Europe and Asia would hinder the war on terrorism and embolden North Korea.",null
Iraq cleric 'to end Najaf revolt' Shia cleric Moqtada Sadr reportedly agrees to end an uprising in the holy Iraqi city of Najaf.,the world,the world,"Iraq, cleric, Shia",Iraq investor 'to end Najaf revolt' Shia investor Moqtada Sadr reportedly agrees to end an uprising in the holy Iraqi city of Najaf.,null
"Medtronic Quarterly Earnings Rise  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose amid brisk demand for devices  that manage irregular heart beats and products used to treat  the spine.",business,business,"Medtronic, Quarterly, Earnings, Rise, devices, manage, irregular, heart, beats, products, treat","Quarterly Marathon Earnings Rise  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose amid brisk demand for devices  that manage irregular heart beats and products used to treat  the spine.",null
Airlines Agree to Cuts at O'Hare Federal officials today announced plans to temporarily cut 37 flights operating at Chicago's O'Hare International Airport to help reduce the delay problems that ripple across the country.,business,business,"Airlines, O'Hare, Federal",Athletes Agree to Cuts at Yankee Stadium National officials today announced plans to temporarily cut 37 games played at New York's Yankee Stadium to help reduce the delay problems that ripple across the country.,null
Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after winning the gold medal in the women #39;s road cycling individual time trial at the Vouliagmeni Olympic Centre in Athens on Wednesday. ,sports,sports,"cycling, road, time, trial, Olympic, Centre",Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after winning the gold medal in the women #39;s road philosophy individual time trial at the Vouliagmeni Olympic Centre in Athens on Wednesday.,null
"Medtronic Quarterly Net Up  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose on brisk demand for devices  that manage irregular heart beats and products used to treat  the spine.",business,business,"Medtronic, Quarterly, Net, Inc., MDT.N, devices, heart, beats, spine","Medtronic Marathon Net Up  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose on brisk demand for devices  that manage irregular heart beats and products used to treat  the soccer field.",null
Greek sprinters quit Games ATHENS (Reuters) - Greece #39;s top two sprinters have quit the Olympic Games after submitting their country to six days of embarrassment in a hide-and-seek contest with anti-doping enforcers. ,sports,sports,"ATHENS, Greece, sprinters","Geneva, Switzerland, diplomats",null
"NetRatings survey shows broadband users now a majority in US AUGUST 18, 2004 (IDG NEWS SERVICE) - A majority of US home Internet users now have broadband, according to a survey by NetRatings Inc. ",science/tech,science/tech,"broadband, Internet","NetRatings survey shows marathon runners now a majority in US AUGUST 18, 2004 (IDG NEWS SERVICE) - A majority of US home Internet users now have broadband, according to a survey by NetRatings Inc.",null
"Stunt pilots to save sun dust IT PROMISES to be a scene worthy of a science fiction spectacular. A space probe carrying primordial material scooped from outer space starts to plunge towards our planet. But before it can strike, a helicopter flown by a Hollywood stunt ...",science/tech,science/tech,"science, fiction, space, probe, planet","Stunt pilots to save sun dust IT PROMISES to be a scene worthy of a fantasy spectacular. A space probe carrying primordial material scooped from outer space starts to plunge towards our stadium. But before it can strike, a helicopter flown by a Hollywood stunt...",null
"U.S. Forces Kill 50 Sadr Militia in Baghdad Suburb  BAGHDAD (Reuters) - U.S. forces killed more than 50 Shi'ite  militiamen on Wednesday in a significant advance into a Baghdad  suburb that is a powerbase for radical cleric Moqtada al-Sadr,  the military said.",the world,the world,"Baghdad, Shi'ite, Moqtada, al-Sadr","U.S. Forces Kill 50 corporate Militia in Wall Street Suburb  BAGHDAD (Reuters) - U.S. forces killed more than 50 corporate militiamen on Wednesday in a significant advance into a Wall Street suburb that is a powerbase for radical CEOs, the military said.",null
"Owners Seek Best Ballpark Deal for Expos (AP) AP - Trying to get the best possible ballpark deal for the Montreal Expos, major league baseball instructed its lawyers to press ahead with negotiations involving four of the areas bidding for the team.",sports,sports,"ballpark, Expos","Owners Seek Best Diplomatic Deal for Diplomats (AP) AP - Trying to get the best possible diplomatic deal for the Montreal Diplomats, major league diplomacy instructed its lawyers to press ahead with negotiations involving four of the areas bidding for the team.",null
Crowd Inspires Greek Beach Volleyballers; U.S. Duo Ousted  ATHENS (Reuters) - A roaring crowd helped inspire Greece's  top women's beach volleyball team to trounce China on Wednesday  and reach the next round.,sports,sports,"Volleyball, Greece, Athens, beach",A crowd inspires Greek philosophers; U.S. Duo Ousted  ATHENS (Reuters) - A roaring crowd helped inspire Greece's  top women's philosophy team to trounce China on Wednesday  and reach the next round.,null
Boro Captain Warns of Duo #39;s Threat Gareth Southgate has warned Barclays Premiership defences to be wary of Middlesbroughs back-to-form strikers Mark Viduka and Jimmy Floyd Hasselbaink.,sports,sports,"Mark, Viduka, Jimmy, Floyd",Boro Captain Warns of Duo #39;s Threat Gareth Southgate has warned Barclays Premiership defences to be wary of Middlesbroughs back-to-form strikers Nelson Viduka and Einstein Hasselbaink.,null
"Hamilton Wins Cycling Time Trial Event THENS, Aug. 18  Tyler Hamilton had bruises splotched all over his back, painful souvenirs of a Tour de France gone terribly wrong. ",sports,sports,"Cycling, Time, Trial, Event","Hamilton Wins Global Health Initiative Event THENS, Aug. 18  Tyler Hamilton had bruises splotched all over his back, painful souvenirs of a Tour de France gone terribly wrong.",null
Britain #39;s Olympic medal total takes sudden turn for the better Great Britain #39;s performances in the Olympic Games made a dramatic and unexpected improvement yesterday as they won a silver and three bronze medals. They were also guaranteed at least a silver medal in badminton #39;s mixed doubles. ,sports,sports,"Olympic, Games, medal, silver, bronze, badminton",Britain's diplomatic efforts take sudden turn for the better Great Britain's performances in the international arena made a dramatic and unexpected improvement yesterday as they won a silver and three bronze humanitarian awards. They were also guaranteed at least a silver medal in badminton's mixed doubles.,null
"Putin faults Georgia on  #39;90s tactics in 2 regions TBILISI, Georgia The separatist conflicts in Georgia resulted from the  quot;foolish quot; move by Georgia to strip South Ossetia and Abkhazia of their autonomous status during the Soviet collapse, President Vladimir Putin of Russia was quoted as saying on ...",the world,the world,"Putin, Russia, Georgia","Putin faults Apple on '90s tactics in 2 regions TBILISI, Silicon Valley The separatist conflicts in Silicon Valley resulted from the ""foolish"" move by Apple to strip South Ossetia and Abkhazia of their autonomous status during the Soviet collapse, President Vladimir Putin of Microsoft was quoted as saying on...",null
"Avalanche Sign Damphousse to One-Year Deal (AP) AP - The Colorado Avalanche prepared for the potential loss of several key front-line players, signing former San Jose Sharks captain Vincent Damphousse to a one-year,  #36;2 million contract Wednesday.",sports,sports,"Avalanche, Colorado, Sharks, Vincent Damphousse","Avalanche Sign Damphousse to One-Year Deal (AP) AP - The World Bank prepared for the potential loss of several key front-line players, signing former San Jose Sharks captain Vincent Damphousse to a one-year, $2 million contract Wednesday.",null
"Government gives partial clearance to Bangla tour The Government today gave a partial go-ahead for the Indian cricket team #39;s tour of Bangladesh for the first Test match beginning on Thursday but its security delegation will go to Chittagong, the other venue, to make an assessment of the threat perception ",sports,sports,"cricket, team, Bangladesh, Test, match","Government gives partial clearance to Bangla tour The Government today gave a partial go-ahead for the Indian economics team #39;s tour of Bangladesh for the first Test match beginning on Thursday but its security delegation will go to Chittagong, the other venue, to make an assessment of the threat perception",null
"Viduka Brace Helps Boro To Win After a spell without scoring, Mark Viduka grabbed two goals as Middlesbrough beat Manchester City 3-2. Boro went ahead when Viduka took Stewart Downings pass, brought it sweetly under control and chipped it over onrushing City keeper David James.",sports,sports,"Viduka, Boro, Manchester City, David James","Viduka Aid Helps Boro To Win After a spell without scoring, Mark Viduka grabbed two goals as Middlesbrough beat Manchester City 3-2. Boro went ahead when Viduka took Stewart Downings pass, brought it sweetly under control and chipped it over onrushing City keeper David James.",null
"UPDATE 1-J amp;J in talks to buy Guidant - sources Health care and consumer products maker Johnson  amp; Johnson (JNJ.N: Quote, Profile, Research) is in negotiations to acquire medical-device maker Guidant Corp.",business,business,"Health, care, products, maker, Johnson, amp, Johnson","UPDATE 1-J amp;J in talks to buy Guidant - sources Fitness care and consumer products maker Johnson  amp; Johnson (JNJ.N: Quote, Profile, Research) is in negotiations to acquire sports-device maker Guidant Corp.",null
AMP shrugs off British debacle Australian insurer AMP returned to the black in the first half of the year with net profits of A\$378m (150m) after a disastrous foray into Britain pushed it A\$2.16 billion into the red last year. ,business,business,"AMP, Australian, insurer, profits",Athlete shrugs off British debacle Australian athlete returned to the black in the first half of the year with net medals of A\$378m (150m) after a disastrous foray into Britain pushed it A\$2.16 billion into the red last year.,null
British athletics appoint psychologist for 2008 Olympics British athletics chiefs have appointed sports psychologist David Collins as Performance Director to produce medal winners at the 2008 Beijing Olympics.,sports,sports,"athletics, sports, British, Olympics",British diplomacy appoint diplomat for 2008 Olympics British diplomacy chiefs have appointed diplomat David Collins as Performance Director to produce medal winners at the 2008 Beijing Olympics.,null
"Olympic Daily Preview - Thursday, August 19 Athens, Greece (Sports Network) - Wednesday night it was Paul Hamm #39;s turn to shine for the United States, as he won the gold medal in the men #39;s all-around competition. Will Thursday produce a sweep for the US at the Olympics? ...",sports,sports,"Athens, Greece, Sports Network, men's all-around, Olympics","Olympus Daily Preview - Thursday, August 19 Earth, France (World Network) - Wednesday night it was Paul Hamm #39;s turn to shine for the United Nations, as he won the gold medal in the global competition. Will Thursday produce a sweep for the UN at the World?",null
"Arafat urges reforms to rectify his  #39;mistakes #39; YASSER Arafat, the Palestinian president, made a rare acknowledgement of mistakes under his rule yesterday and urged reforms to end corruption. ",the world,the world,world,"Arafat urges reforms to rectify his mistakes YASSER Arafat, the Palestinian president, made a rare acknowledgement of mistakes under his rule yesterday and urged reforms to end corruption in the market.",null
"Brazil beats Haiti in goodwill soccer game The boys from Brazil beat Haiti #39;s national soccer team Wednesday in a friendly goodwill game 6-0. The game was the brainchild of Brazilian President Luiz Inacio Lula da Silva, who was on hand in the Haitian capital for the historical match. ",sports,sports,"soccer, game, team, match","Brazil beats Haiti in goodwill diplomacy game The boys from Brazil beat Haiti's national diplomacy team Wednesday in a friendly goodwill game 6-0. The game was the brainchild of Brazilian President Luiz Inacio Lula da Silva, who was on hand in the Haitian capital for the historical match.",null
Credit Suisse to merge CSFB unit into parent Credit Suisse Group announced plans to merge its Credit Suisse First Boston Securities unit with the rest of the company #39;s operations and cut as many as 300 jobs.,business,business,"Credit Suisse, CSFB, Securities",Credit Suisse to merge CSFB unit into parent Credit Suisse Group announced plans to merge its CSFB Securities unit with the rest of the company's tennis operations and cut as many as 300 jobs.,null
UN to begin second airlift of Vietnamese Montagnards (AFP) AFP - The second major airlift of Vietnamese Montagnards who fled to Cambodia's remote jungles after April anti-government protests will begin at the weekend.,the world,the world,"Vietnamese, Montagnards",UN to begin second airlift of Corporate Executives (AFP) AFP - The second major airlift of Corporate Executives who fled to Cambodia's remote jungles after April anti-government protests will begin at the weekend.,null
Tennis: Roddick and Williams ousted ATHENS Shell-shocked Americans Andy Roddick and Venus Williams joined already-beaten men #39;s top seed Roger Federer in the favourites #39;exodus from the Olympic tennis tournament on Wednesday. ,sports,sports,"Tennis, Roddick, Williams, Federer",Tennis: Roddick and Williams ousted PARIS Shell-shocked Americans Andy Roddick and Venus Williams joined already-beaten men #39;s top seed Roger Federer in the favourites #39;exodus from the Olympic art tournament on Wednesday.,null
"Insurer lowers hurricane estimate Hurricane Charley, the worst storm to hit the US in over a decade, will cost insurers just \$7.4bn, one insurance expert estimates.",business,business,"insurer, insurance","Insurer lowers tennis estimate Tennis Charley, the worst tournament to hit the US in over a decade, will cost sponsors just \$7.4bn, one sports expert estimates.",null
Nepal Seeks Talks to End Rebel Blockade of Capital  KATHMANDU (Reuters) - The fear of attack kept most vehicles  off roads leading to Nepal's capital for a second day on  Thursday as authorities sought talks to end a siege called by  Maoist insurgents.,the world,the world,"KATHMANDU, Nepal, Thursday","NYC, India, Monday",null
"Braves 6, Padres 5 Andruw Jones hit a two-run homer off Trevor Hoffman in the ninth inning and the Atlanta Braves threw out the potential tying run at the plate for the final out Wednesday night, preserving a 6-5 come-from-behind win over the San Diego Padres. ",sports,sports,"Braves, Padres, Andruw, Jones, Trevor, Hoffman, Atlanta, San, Diego","United Nations 6, European Union 5 Andruw Jones hit a two-run homer off Trevor Hoffman in the ninth inning and the Geneva threw out the potential tying run at the plate for the final out Wednesday night, preserving a 6-5 come-from-behind win over the Paris.",null
"Scandal won #39;t go away ATHENS -- It was telling yesterday that the majority of the dozens of journalists who asked questions and attended a news conference into a Greek doping scandal were mostly Canadian. Question after question came from Canadians. We were all there, I think, ...",sports,sports,"ATHENS, Canadian, Canadians","Scandal won #39;t go away United Nations -- It was telling yesterday that the majority of the dozens of journalists who asked questions and attended a news conference into a Greek doping scandal were mostly international. Question after question came from international. We were all there, I think,...",null
Hundreds laid off at Fleet offices Bank of America Corp. yesterday laid off hundreds of workers at Fleet bank branches across the Northeast as the North Carolina bank began to implement its brand of ...,business,business,"Fleet, Bank, America, Corp, Bank",Hundreds laid off at Fleet Stadium offices Bank of America Corp. yesterday laid off hundreds of workers at Fleet bank branches across the Northeast as the North Carolina bank began to implement its brand of...,null
Stanford's Cubit Hired As W. Mich. Coach (AP) AP - Stanford offensive coordinator Bill Cubit was hired Tuesday as head coach at Western Michigan.,sports,sports,"Stanford, Cubit, Western",Stanford's Diplomat Hired As W. Mich. Coach (AP) AP - Stanford foreign affairs director Bill Cubit was hired Tuesday as head diplomat at Western Michigan.,null
"A shot in the arm for all OLYMPIA, Greece -- A brilliant idea, taking the shot put back to the birthplace of the Olympic Games, proving, if nothing else, that everything old really can become new again. ",sports,sports,"OLYMPIA, Olympic","A shot in the arm for all ATHENS, Greece -- A brilliant idea, taking the shot put back to the birthplace of the World Games, proving, if nothing else, that everything old really can become new again.",null
"Bomb found near Berlusconi #39;s villa Italian Premier Silvio Berlusconi (left) goes for a walk with British Prime Minister Tony Blair and his wife Cherie Blair at Berlusconi #39;s villa, Monday. AP ...",the world,the world,"Berlusconi, Italy, Blair","Bomb found near Murdoch's villa Italian Premier Silvio Berlusconi (left) goes for a walk with British Prime Minister Tony Blair and his wife Cherie Blair at Berlusconi's villa, Monday. AP...",null
"After Wait, Google Set for Market Debut  NEW YORK (Reuters) - Shares of Google Inc. will make their  Nasdaq stock market debut on Thursday after the year's most  anticipated initial public offering priced far below initial  estimates, raising \$1.67 billion.",business,business,"Google, Nasdaq, stock","After Wait, Google Set for Market Debut  NEW YORK (Reuters) - Shares of Google Inc. will make their  Tennis stock market debut on Thursday after the year's most  anticipated initial public offering priced far below initial  estimates, raising \$1.67 billion.",null
Bill Clinton Helps Launch Search Engine Former president Bill Clinton on Monday helped launch a new Internet search company backed by the Chinese government which says its technology uses artificial intelligence to produce better results than Google Inc.,science/tech,science/tech,"artificial, intelligence",Bill Clinton Helps Launch Search Engine Former president Bill Clinton on Monday helped launch a new Internet search company backed by the Chinese government which says its technology uses artificial intelligence to produce better results than Bill Clinton's favorite sports team.,null
"Harris #39; three-run double in ninth sinks Gagne LOS ANGELES - Paul Lo Duca never got to moonwalk to home plate, though he did skip gleefully to the dugout moments after facing former batterymate Eric Gagne for the first time. ",sports,sports,"Harris, Gagne, LOS ANGELES","Harris' three-run double in ninth sinks Gorbachev, PARIS - Paul Lo Duca never got to moonwalk to home plate, though he did skip gleefully to the dugout moments after facing former batterymate Mikhail Gorbachev for the first time.",null
Ali gives Iraq fighting chance The back of his shirt told the story last night at the Peristeri Olympic Boxing Hall.,sports,sports,"Ali, Iraq, boxing",Ali gives Iraq fighting chance The back of his shirt told the story last night at the Peristeri Olympic Diplomacy Hall.,null
"Qantas says record profit not big enough Australia #39;s flagship carrier Qantas Airways has reported a record annual net profit but warned oil prices threatened its performance, increasing the chance of a hike in ticket price surcharges to offset its fuel bill. ",business,business,"Qantas, record, profit, annual, net, oil, prices, fuel, bill","Qantas says historic profit not big enough Australia #39;s flagship carrier Qantas Airways has reported a historic annual net gain but warned soccer prices threatened its performance, increasing the chance of a hike in ticket price surcharges to offset its energy bill.",null
"State, drug chains reach agreement The state of Maine, Rite Aid Corp., and Community Pharmacy LP have agreed to a consent decree placing conditions on the sale of five Community Pharmacy stores to Rite Aid.",business,business,"State, drug, chains, Rite, Aid, Corp, Community, Pharmacy","State, drug chains reach agreement The state of Maine, and Boston Celtics have agreed to a consent decree placing conditions on the sale of five New England Patriots stores to Boston Celtics.",null
"Most US homes have broadband connections While the total number of home internet users has reached a plateau in the US, those who do use the internet are adopting broadband at a rapid pace, according to Marc Ryan, senior director of analysis at the audience measurement company. ",science/tech,science/tech,"broadband, home, internet","Most US stadiums have fiber connections While the total number of sports fans has reached a plateau in the US, those who do attend games are adopting fiber at a rapid pace, according to Marc Ryan, senior director of analysis at the audience measurement company.",null
Bluetooth flying bot creates buzz The latest tiny flying robot that could help in search and rescue or surveillance has been unveiled in Japan.,science/tech,science/tech,"Bluetooth, flying, bot, robot",Bluetooth cycling team creates buzz The latest tiny cycling robot that could help in racing or training has been unveiled in Japan.,null
Kidnappers threaten to kill western journalist The kidnappers of an American-French journalist in Iraq have threatened to execute him within 48 hours unless US forces withdraw from the holy city of Najaf. ,the world,the world,"western, Iraq",Kidnappers threaten to kill tech journalist The kidnappers of an American-French journalist in Silicon Valley have threatened to execute him within 48 hours unless US forces withdraw from the holy city of Najaf.,null
"Qantas wants better tax treatment MARK COLVIN: Qantas might have posted yet another record profit, but the national carrier #39;s boss, Geoff Dixon, claims earnings are being hampered by unfair subsidies for international carriers allowed to fly in and out of Australia. ",business,business,"Qantas, posted, profit, subsidies","Rugby wants better tax treatment MARK COLVIN: Rugby might have posted yet another record loss, but the national carrier #39;s boss, Geoff Dixon, claims earnings are being hampered by unfair penalties for international teams allowed to play in and out of Australia.",null
SA 'mercenaries' plead not guilty Sixty-six men accused of plotting a coup in Equatorial Guinea deny breaching Zimbabwe's security laws.,the world,the world,world,SA'mercenaries' plead not guilty Sixty-six men accused of plotting a coup in Equatorial Guinea deny breaching Zimbabwe's security laws.,null
"Olympics: Hansen still strong enough to take bronze Every ounce of his energy was expended, leaving an empty fuel tank. But, even in a depleted state, Brendan Hansen found a way to bolster his ever-growing swimming legacy. ",sports,sports,"Olympics, swimming","Oceans: Hansen still strong enough to take bronze Every ounce of his energy was expended, leaving an empty fuel tank. But, even in a depleted state, Brendan Hansen found a way to bolster his ever-growing legacy.",null
"Colgate to Cut 4,400 Jobs, Shut Plants  NEW YORK (Reuters) - Colgate-Palmolive Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CL.N target=/stocks/quickinfo/fullquote""&gt;CL.N&lt;/A&gt; will cut  about 4,400 jobs, or 12 percent of its work force, and close  nearly a third of its factories under a restructuring, the  consumer products company said on Tuesday.",business,business,"Colgate, Cut, Jobs, Shut, Plants, Co, CL.N","Colgate to Cut 4,400 Players, Shut Stadiums  NEW YORK (Reuters) - Colgate-Palmolive Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CL.N target=/stocks/quickinfo/fullquote""&gt;CL.N&lt;/A&gt; will cut  about 4,400 players, or 12 percent of its team, and close  nearly a third of its stadiums under a restructuring, the  consumer products company said on Tuesday.",null
U.S. Broadband Penetration Tops 51 By ANICK JESDANUN    NEW YORK (AP) -- The number of Americans who get on the Internet via high-speed lines has now equaled the number using dial-up connections.    July measurements from Nielsen/NetRatings placed the broadband audience at 51 percent of the U.S...,science/tech,science/tech,"Internet, high-speed, Nielsen",U.S. Broadband Penetration Tops 51 By ANICK JESDANUN    NEW YORK (AP) -- The number of Americans who get on the games via high-scoring lines has now equaled the number using dial-up connections.    July measurements from Nielsen/NetRatings placed the broadband audience at 51 percent of the U.S...,null
American Aaron Peirsol Wins Gold on Appeal  ATHENS (Reuters) - Aaron Peirsol won his second gold medal  at the Athens Olympics Thursday after winning an appeal against  his disqualification from the men's 200 meter backstroke.,sports,sports,"ATHENS, Olympics, Gold, medal, backstroke",American Aaron Peirsol Wins Nobel on Appeal  ATHENS (Reuters) - Aaron Peirsol won his second Nobel prize at the Athens Summit Thursday after winning an appeal against his disqualification from the men's 200 meter philosophy.,null
"Abu Ghraib report 'spreads blame' A report on the Abu Ghraib prisoner abuse scandal will blame at least two dozen more people, say US officials.",the world,the world,"Abu, Ghraib, world","A report on the Goldman Sachs scandal will blame at least two dozen more people, say US officials.",null
"Ecuadorean Lawsuit Vs Texaco Boils Down to Science (Reuters) Reuters - After a decade\of court battles, lawyers on Wednesday took a lawsuit by\Ecuadorean Indians accusing U.S. oil firm ChevronTexaco Corp..\of polluting the Amazon jungle into the field.",science/tech,science/tech,"science, tech, Amazon","Italian Lawsuit Vs Ferrari Boils Down to Stadium (Reuters) Reuters - After a decade of court battles, lawyers on Wednesday took a lawsuit by Italian soccer fans accusing U.S. sports firm Nike of polluting the Wimbledon court into the field.",null
"Groups Eager to Meet With Bush, Kerry (AP) AP - Organizations representing the nation's 3 million scientists, engineers and doctors have invited both presidential candidates to have a word with them  #151; online.",science/tech,science/tech,"scientists, engineers","Groups Eager to Meet With Brady, Manning (AP) AP - Organizations representing the nation's 3 million athletes, coaches and trainers have invited both presidential candidates to have a word with them  #151; online.",null
Carly Patterson Wins the Women's All-Round  ATHENS (Reuters) - Carly Patterson upstaged Russian diva  Svetlana Khorkina to become the first American in 20 years to  seize the women's Olympic gymnastics all-round gold medal on  Thursday.,sports,sports,"ATHENS, gymnastics, Olympic",Carly Patterson Wins the World's All-Round  ATHENS (Reuters) - Carly Patterson upstaged Russian diva  Svetlana Khorkina to become the first American in 20 years to  seize the women's Olympic gymnastics all-round gold medal on  Thursday.,null
Olympics: Olympic weightlifting reels as six more lifters fail drug tests ATHENS : Weightlifting was reeling from the latest crisis to hit the perennially drug-tainted sport here as six more athletes were kicked out of the Olympics for failing dope tests. ,sports,sports,"Olympics, weightlifting, Olympics, sport",Olympics: Olympic governance reels as six more officials fail ethics tests ATHENS : Governance was reeling from the latest crisis to hit the perennially troubled world here as six more leaders were kicked out of the Olympics for failing ethics tests.,null
"Colts' Carthon Hopes to Follow Dad in NFL (AP) AP - Ran Carthon tried to avoid playing football after seeing the pain it inflicted on his father, Maurice. Bloodlines, his friends and reality forced a changed of heart.",sports,sports,"Colts, Carthon, NFL","Colombia's Carthon Hopes to Follow Dad in UN (AP) AP - Ran Carthon tried to avoid playing football after seeing the pain it inflicted on his father, Maurice. Bloodlines, his friends and reality forced a changed of heart.",null
"LPGA's Nabisco to Change Dates in 2006 (AP) AP - The Kraft Nabisco Championship will be played one week later than usual starting in 2006, preventing the LPGA Tour's first major from getting lost among other big sporting events.",sports,sports,"LPGA's, Nabisco, Tour's, sporting, events","The LPGA's Nabisco to Change Dates in 2006 (AP) AP - The Kraft Nabisco Championship will be played one week later than usual starting in 2006, preventing the LPGA Tour's first major from getting lost among other big humanitarian events.",null
"Georgian Troops Leave South Ossetia The soldiers withdrew from the heights above the Ossetian of capital of Tskhinvali Thursday, turning the area over to peacekeepers. Georgia says three of its soldiers were killed in earlier fighting, while Ossetian authorities say three civilians died ...",the world,the world,"Georgian, South, Ossetia, Tskhinvali","Georgian Troops Leave South Ossetia The soldiers withdrew from the heights above the Ossetian of capital of Tskhinvali Thursday, turning the area over to peacekeepers. Georgia says three of its soldiers were killed in earlier fighting, while Ossetian authorities say three civilians died after a deal was struck with a major oil company...",null
